"Pathway","KO","protein_id","gene","product","Description"
"map01230","K00800","WP_338416916.1","QSJ49_RS06360","3-phosphoshikimate 1-carboxyvinyltransferase","Biosynthesis of amino acids"
"map01230","K00014","WP_205251464.1","QSJ49_RS02965","shikimate dehydrogenase","Biosynthesis of amino acids"
"map01230","K01659","WP_205251101.1","QSJ49_RS09815","citrate synthase","Biosynthesis of amino acids"
"map01230","K00826","WP_205251467.1","QSJ49_RS02985","aminodeoxychorismate lyase","Biosynthesis of amino acids"
"map01230","K01733","WP_338416976.1","QSJ49_RS00680","threonine synthase","Biosynthesis of amino acids"
"map01230","K00003","WP_205251311.1","QSJ49_RS01625","homoserine dehydrogenase","Biosynthesis of amino acids"
"map01232","K00525","WP_205250898.1","QSJ49_RS07980","adenosylcobalamin-dependent ribonucleoside-diphosphate reductase","Nucleotide metabolism"
"map01232","K00857","WP_010903105.1","QSJ49_RS07480","thymidine kinase","Nucleotide metabolism"
"map01232","K01489","WP_010902631.1","QSJ49_RS05010","cytidine deaminase","Nucleotide metabolism"
"map01232","K01520","WP_010903920.1","QSJ49_RS01275","deoxyuridine 5'-triphosphate nucleotidohydrolase","Nucleotide metabolism"
"map01232","K01951","WP_010903336.1","QSJ49_RS08715","glutamine-hydrolyzing GMP synthase","Nucleotide metabolism"
"map01232","K00940","WP_010902835.1","QSJ49_RS06055","nucleoside-diphosphate kinase","Nucleotide metabolism"
"map01232","K00945","WP_010903263.1","QSJ49_RS08315","(d)CMP kinase","Nucleotide metabolism"
"map01232","K00526","WP_235218898.1","QSJ49_RS00500","ribonucleotide-diphosphate reductase subunit beta","Nucleotide metabolism"
"map01232","K09903","WP_010903483.1","QSJ49_RS09470","UMP kinase","Nucleotide metabolism"
"map01232","K00757","WP_205250986.1","QSJ49_RS08810","nucleoside phosphorylase","Nucleotide metabolism"
"map01232","K00939","WP_010903261.1","QSJ49_RS08305","adenylate kinase","Nucleotide metabolism"
"map01232","K01756","WP_338416983.1","QSJ49_RS03095","adenylosuccinate lyase","Nucleotide metabolism"
"map01232","K00761","WP_010903718.1","QSJ49_RS00155","uracil phosphoribosyltransferase","Nucleotide metabolism"
"map01232","K00088","WP_012289261.1","QSJ49_RS05400","IMP dehydrogenase","Nucleotide metabolism"
"map01232","K03787","WP_338416919.1","QSJ49_RS06400","5'/3'-nucleotidase SurE","Nucleotide metabolism"
"map01232","K18532","WP_010902737.1","QSJ49_RS05525","adenylate kinase family protein","Nucleotide metabolism"
"map01232","K01951","WP_010902125.1","QSJ49_RS02400","GMP synthase subunit A","Nucleotide metabolism"
"map01232","K00876","WP_136361433.1","QSJ49_RS06300","uridine kinase","Nucleotide metabolism"
"map01232","K01494","WP_010902137.1","QSJ49_RS02465","dCTP deaminase","Nucleotide metabolism"
"map01232","K03465","WP_205251832.1","QSJ49_RS06725","FAD-dependent thymidylate synthase","Nucleotide metabolism"
"map01232","K01519","WP_010903503.1","QSJ49_RS09580","RdgB/HAM1 family non-canonical purine NTP pyrophosphatase","Nucleotide metabolism"
"map01232","K01937","WP_205250974.1","QSJ49_RS08720","CTP synthase","Nucleotide metabolism"
"map01232","K01951","WP_205251271.1","QSJ49_RS00960","type 1 glutamine amidotransferase","Nucleotide metabolism"
"map01232","K00757","WP_010902630.1","QSJ49_RS05005","nucleoside phosphorylase","Nucleotide metabolism"
"map01232","K00088","WP_338416913.1","QSJ49_RS06345","guanosine monophosphate reductase","Nucleotide metabolism"
"map01232","K00943","WP_010903416.1","QSJ49_RS09115","dTMP kinase","Nucleotide metabolism"
"map01232","K00525","WP_235218899.1","QSJ49_RS00505","ribonucleoside-diphosphate reductase subunit alpha","Nucleotide metabolism"
"map01232","K00759","WP_010902373.1","QSJ49_RS03675","hypoxanthine/guanine phosphoribosyltransferase","Nucleotide metabolism"
"map01232","K01939","WP_235158062.1","QSJ49_RS05770","adenylosuccinate synthase","Nucleotide metabolism"
"map01240","K00610","WP_229373338.1","QSJ49_RS11645","aspartate carbamoyltransferase regulatory subunit","Biosynthesis of cofactors"
"map01240","K03637","WP_338416928.1","QSJ49_RS06530","cyclic pyranopterin monophosphate synthase MoaC","Biosynthesis of cofactors"
"map01240","K02303","WP_338416966.1","QSJ49_RS00280","uroporphyrinogen-III C-methyltransferase","Biosynthesis of cofactors"
"map01240","K11212","WP_205250800.1","QSJ49_RS07140","2-phospho-L-lactate transferase","Biosynthesis of cofactors"
"map01240","K01556","WP_229373414.1","QSJ49_RS05075","aminotransferase class V-fold PLP-dependent enzyme","Biosynthesis of cofactors"
"map01240","K06215","WP_010903311.1","QSJ49_RS08580","pyridoxal 5'-phosphate synthase lyase subunit PdxS","Biosynthesis of cofactors"
"map01240","K02232","WP_205250865.1","QSJ49_RS07735","cobyric acid synthase","Biosynthesis of cofactors"
"map01240","K00382","WP_205251148.1","QSJ49_RS10320","dihydrolipoyl dehydrogenase","Biosynthesis of cofactors"
"map01240","K03638","WP_205250971.1","QSJ49_RS08695","molybdenum cofactor biosynthesis protein B","Biosynthesis of cofactors"
"map01240","K02233","WP_205250868.1","QSJ49_RS07750","adenosylcobinamide-GDP ribazoletransferase","Biosynthesis of cofactors"
"map01240","K22226","WP_010902854.1","QSJ49_RS06155","TIGR04347 family pseudo-SAM/SPASM protein","Biosynthesis of cofactors"
"map01240","K14654","WP_136361455.1","QSJ49_RS06465","2-2C5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase","Biosynthesis of cofactors"
"map01240","K01749","WP_338416965.1","QSJ49_RS00275","hydroxymethylbilane synthase","Biosynthesis of cofactors"
"map01240","K02552","WP_010902776.1","QSJ49_RS05740","isochorismate synthase MenF","Biosynthesis of cofactors"
"map01240","K00858","WP_205251556.1","QSJ49_RS03750","NAD(+)/NADH kinase","Biosynthesis of cofactors"
"map01240","K00939","WP_010903261.1","QSJ49_RS08305","adenylate kinase","Biosynthesis of cofactors"
"map01240","K01916","WP_010903494.1","QSJ49_RS09535","NAD+ synthase","Biosynthesis of cofactors"
"map01240","K01737","WP_010904153.1","QSJ49_RS11660","6-pyruvoyl tetrahydropterin synthase family protein","Biosynthesis of cofactors"
"map01240","K01885","WP_285271116.1","QSJ49_RS06025","glutamate--tRNA ligase","Biosynthesis of cofactors"
"map01240","K01911","WP_010902770.1","QSJ49_RS05710","class I adenylate-forming enzyme family protein","Biosynthesis of cofactors"
"map01240","K00941","WP_205251297.1","QSJ49_RS01410","bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase","Biosynthesis of cofactors"
"map01240","K05936","WP_010903133.1","QSJ49_RS07650","cobalt-precorrin-4/precorrin-4 C(11)-methyltransferase","Biosynthesis of cofactors"
"map01240","K02230","WP_205250860.1","QSJ49_RS07700","cobaltochelatase subunit CobN","Biosynthesis of cofactors"
"map01240","K09722","WP_205251411.1","QSJ49_RS02485","4-phosphopantoate--beta-alanine ligase","Biosynthesis of cofactors"
"map01240","K00762","WP_205251104.1","QSJ49_RS09875","orotate phosphoribosyltransferase","Biosynthesis of cofactors"
"map01240","K03151","WP_338416930.1","QSJ49_RS06615","tRNA sulfurtransferase","Biosynthesis of cofactors"
"map01240","K01077","WP_205250720.1","QSJ49_RS11680","alkaline phosphatase","Biosynthesis of cofactors"
"map01240","K03639","WP_205251341.1","QSJ49_RS01855","GTP 3'-2C8-cyclase MoaA","Biosynthesis of cofactors"
"map01240","K01955","WP_205250967.1","QSJ49_RS08660","carbamoyl-phosphate synthase large subunit","Biosynthesis of cofactors"
"map01240","K00059","WP_136361001.1","QSJ49_RS01530","SDR family oxidoreductase","Biosynthesis of cofactors"
"map01240","K03795","WP_010902785.1","QSJ49_RS05790","CbiX/SirB N-terminal domain-containing protein","Biosynthesis of cofactors"
"map01240","K01737","WP_205251720.1","QSJ49_RS05495","6-carboxytetrahydropterin synthase","Biosynthesis of cofactors"
"map01240","K18532","WP_010902737.1","QSJ49_RS05525","adenylate kinase family protein","Biosynthesis of cofactors"
"map01240","K00940","WP_010902835.1","QSJ49_RS06055","nucleoside-diphosphate kinase","Biosynthesis of cofactors"
"map01240","K00012","WP_235158084.1","QSJ49_RS05585","UDP-glucose 6-dehydrogenase AglM","Biosynthesis of cofactors"
"map01240","K03147","WP_010902492.1","QSJ49_RS04295","phosphomethylpyrimidine synthase ThiC","Biosynthesis of cofactors"
"map01240","K13038","WP_205251553.1","QSJ49_RS03725","bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC","Biosynthesis of cofactors"
"map01240","K01698","WP_136361622.1","QSJ49_RS00250","porphobilinogen synthase","Biosynthesis of cofactors"
"map01240","K03517","WP_010903378.1","QSJ49_RS08925","quinolinate synthase NadA","Biosynthesis of cofactors"
"map01240","K02858","WP_205251107.1","QSJ49_RS09910","3-2C4-dihydroxy-2-butanone-4-phosphate synthase","Biosynthesis of cofactors"
"map01240","K02191","WP_010903131.1","QSJ49_RS07640","precorrin-6Y C5-2C15-methyltransferase (decarboxylating) subunit CbiT","Biosynthesis of cofactors"
"map01240","K01845","WP_235157184.1","QSJ49_RS00260","glutamate-1-semialdehyde 2-2C1-aminomutase","Biosynthesis of cofactors"
"map01240","K19221","WP_235157612.1","QSJ49_RS07730","cob(I)yrinic acid a-2Cc-diamide adenosyltransferase","Biosynthesis of cofactors"
"map01240","K16869","WP_205251284.1","QSJ49_RS01130","biotin/lipoate A/B protein ligase family protein","Biosynthesis of cofactors"
"map01240","K11781","WP_205251021.1","QSJ49_RS09145","7-2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH","Biosynthesis of cofactors"
"map01240","K00763","WP_205251288.1","QSJ49_RS01155","nicotinate phosphoribosyltransferase","Biosynthesis of cofactors"
"map01240","K06982","WP_205251412.1","QSJ49_RS02490","sugar kinase","Biosynthesis of cofactors"
"map01240","K01956","WP_010903326.1","QSJ49_RS08665","glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit","Biosynthesis of cofactors"
"map01240","K00600","WP_205250791.1","QSJ49_RS07085","serine hydroxymethyltransferase","Biosynthesis of cofactors"
"map01240","K12234","WP_010903932.1","QSJ49_RS01335","coenzyme F420-0:L-glutamate ligase","Biosynthesis of cofactors"
"map01240","K03800","WP_205250701.1","QSJ49_RS11820","biotin/lipoate A/B protein ligase family protein","Biosynthesis of cofactors"
"map01240","K22699","WP_010903946.1","QSJ49_RS01405","sulfide-dependent adenosine diphosphate thiazole synthase","Biosynthesis of cofactors"
"map01240","K00606","WP_205250825.1","QSJ49_RS07335","3-methyl-2-oxobutanoate hydroxymethyltransferase","Biosynthesis of cofactors"
"map01240","K00796","WP_205251845.1","QSJ49_RS06795","dihydropteroate synthase","Biosynthesis of cofactors"
"map01240","K00059","WP_285271477.1","QSJ49_RS06780","SDR family NAD(P)-dependent oxidoreductase","Biosynthesis of cofactors"
"map01240","K03800","WP_010902091.1","QSJ49_RS02255","biotin/lipoate A/B protein ligase family protein","Biosynthesis of cofactors"
"map01240","K01661","WP_010902774.1","QSJ49_RS05730","1-2C4-dihydroxy-2-naphthoyl-CoA synthase","Biosynthesis of cofactors"
"map01240","K03750","WP_205251342.1","QSJ49_RS01865","gephyrin-like molybdotransferase Glp","Biosynthesis of cofactors"
"map01240","K22225","WP_205250952.1","QSJ49_RS08520","Lrp/AsnC family transcriptional regulator","Biosynthesis of cofactors"
"map01240","K02257","WP_010902456.1","QSJ49_RS04105","heme o synthase","Biosynthesis of cofactors"
"map01240","K01756","WP_338416983.1","QSJ49_RS03095","adenylosuccinate lyase","Biosynthesis of cofactors"
"map01240","K03750","WP_136361060.1","QSJ49_RS01860","molybdopterin biosynthesis protein","Biosynthesis of cofactors"
"map01240","K00254","WP_010903871.1","QSJ49_RS00980","quinone-dependent dihydroorotate dehydrogenase","Biosynthesis of cofactors"
"map01240","K01937","WP_205250974.1","QSJ49_RS08720","CTP synthase","Biosynthesis of cofactors"
"map01240","K00796","WP_205251482.1","QSJ49_RS03085","dihydropteroate synthase","Biosynthesis of cofactors"
"map01240","K00278","WP_205250999.1","QSJ49_RS08930","FAD-dependent oxidoreductase","Biosynthesis of cofactors"
"map01240","K00858","WP_010903393.1","QSJ49_RS08995","NAD(+)/NADH kinase","Biosynthesis of cofactors"
"map01240","K01591","WP_205250911.1","QSJ49_RS08090","orotidine-5'-phosphate decarboxylase","Biosynthesis of cofactors"
"map01240","K03399","WP_205250862.1","QSJ49_RS07710","cobalt-precorrin-7 (C(5))-methyltransferase","Biosynthesis of cofactors"
"map01240","K00826","WP_010903564.1","QSJ49_RS09895","branched-chain amino acid transaminase","Biosynthesis of cofactors"
"map01240","K00789","WP_285265534.1","QSJ49_RS06610","methionine adenosyltransferase","Biosynthesis of cofactors"
"map01240","K01939","WP_235158062.1","QSJ49_RS05770","adenylosuccinate synthase","Biosynthesis of cofactors"
"map01240","K09903","WP_010903483.1","QSJ49_RS09470","UMP kinase","Biosynthesis of cofactors"
"map01240","K03635","WP_205251340.1","QSJ49_RS01845","molybdopterin synthase","Biosynthesis of cofactors"
"map01240","K00609","WP_012289640.1","QSJ49_RS11650","aspartate carbamoyltransferase","Biosynthesis of cofactors"
"map01240","K00128","WP_010903877.1","QSJ49_RS01040","aldehyde dehydrogenase family protein","Biosynthesis of cofactors"
"map01240","K22225","WP_010903402.1","QSJ49_RS09040","Lrp/AsnC family transcriptional regulator","Biosynthesis of cofactors"
"map01240","K02492","WP_010903296.1","QSJ49_RS08510","glutamyl-tRNA reductase","Biosynthesis of cofactors"
"map01240","K08681","WP_010903941.1","QSJ49_RS01380","pyridoxal 5'-phosphate synthase glutaminase subunit PdxT","Biosynthesis of cofactors"
"map01240","K06042","WP_205250861.1","QSJ49_RS07705","precorrin-8X methylmutase","Biosynthesis of cofactors"
"map01240","K00793","WP_168731194.1","QSJ49_RS01500","riboflavin synthase","Biosynthesis of cofactors"
"map01240","K00077","WP_010902504.1","QSJ49_RS04355","2-dehydropantoate 2-reductase","Biosynthesis of cofactors"
"map01240","K00059","WP_205251122.1","QSJ49_RS10060","SDR family oxidoreductase","Biosynthesis of cofactors"
"map01240","K22227","WP_338416905.1","QSJ49_RS06165","radical SAM protein","Biosynthesis of cofactors"
"map01240","K00946","WP_205251062.1","QSJ49_RS09455","thiamine-phosphate kinase","Biosynthesis of cofactors"
"map01240","K02227","WP_205250867.1","QSJ49_RS07745","cobalamin biosynthesis protein","Biosynthesis of cofactors"
"map01240","K00794","WP_010902429.1","QSJ49_RS03965","6-2C7-dimethyl-8-ribityllumazine synthase","Biosynthesis of cofactors"
"map01240","K00826","WP_205251467.1","QSJ49_RS02985","aminodeoxychorismate lyase","Biosynthesis of cofactors"
"map01240","K02189","WP_136361491.1","QSJ49_RS07655","cobalt-precorrin 5A hydrolase","Biosynthesis of cofactors"
"map01240","K01491","WP_010903030.1","QSJ49_RS07090","bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","Biosynthesis of cofactors"
"map01240","K14941","WP_010903420.1","QSJ49_RS09135","2-phospho-L-lactate guanylyltransferase","Biosynthesis of cofactors"
"map01240","K02551","WP_235158065.1","QSJ49_RS05735","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase","Biosynthesis of cofactors"
"map01240","K01465","WP_010903894.1","QSJ49_RS01125","dihydroorotase","Biosynthesis of cofactors"
"map01240","K02224","WP_205251895.1","QSJ49_RS07725","cobyrinic acid a-2Cc-diamide synthase","Biosynthesis of cofactors"
"map01240","K05934","WP_136361492.1","QSJ49_RS07660","SAM-dependent methyltransferase","Biosynthesis of cofactors"
"map01240","K02548","WP_136361384.1","QSJ49_RS05720","1-2C4-dihydroxy-2-naphthoate polyprenyltransferase","Biosynthesis of cofactors"
"map01240","K03644","WP_010903644.1","QSJ49_RS10300","lipoyl synthase","Biosynthesis of cofactors"
"map01240","K02201","WP_010903012.1","QSJ49_RS07000","phosphopantetheine adenylyltransferase","Biosynthesis of cofactors"
"map01240","K00767","WP_205251000.1","QSJ49_RS08935","carboxylating nicotinate-nucleotide diphosphorylase","Biosynthesis of cofactors"
"map01240","K18933","WP_205251439.1","QSJ49_RS02775","tyrosine decarboxylase MfnA","Biosynthesis of cofactors"
"map01240","K00798","WP_205250854.1","QSJ49_RS07620","cob(I)yrinic acid a-2Cc-diamide adenosyltransferase","Biosynthesis of cofactors"
"map01240","K03795","WP_205250857.1","QSJ49_RS07680","CbiX/SirB N-terminal domain-containing protein","Biosynthesis of cofactors"
"map01240","K24866","WP_205250951.1","QSJ49_RS08515","bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase","Biosynthesis of cofactors"
"map01240","K03394","WP_010903132.1","QSJ49_RS07645","cobalt-factor II C(20)-methyltransferase","Biosynthesis of cofactors"
"map01240","K05934","WP_205250855.1","QSJ49_RS07665","precorrin-3B C(17)-methyltransferase","Biosynthesis of cofactors"
"map01250","K08678","WP_229373418.1","QSJ49_RS05665","NAD-dependent epimerase/dehydratase family protein","Biosynthesis of nucleotide sugars"
"map01250","K01784","WP_205251624.1","QSJ49_RS04450","NAD-dependent epimerase/dehydratase family protein","Biosynthesis of nucleotide sugars"
"map01250","K00973","WP_205251739.1","QSJ49_RS05615","UTP--glucose-1-phosphate uridylyltransferase AglF","Biosynthesis of nucleotide sugars"
"map01250","K01810","WP_205251055.1","QSJ49_RS09370","glucose-6-phosphate isomerase","Biosynthesis of nucleotide sugars"
"map01250","K00820","WP_205251324.1","QSJ49_RS01745","glutamine--fructose-6-phosphate transaminase (isomerizing)","Biosynthesis of nucleotide sugars"
"map01250","K25026","WP_136361000.1","QSJ49_RS01520","ROK family protein","Biosynthesis of nucleotide sugars"
"map01250","K00971","WP_205251123.1","QSJ49_RS10065","sugar phosphate nucleotidyltransferase","Biosynthesis of nucleotide sugars"
"map01250","K23144","WP_205251326.1","QSJ49_RS01755","bifunctional sugar-1-phosphate nucleotidylyltransferase/acetyltransferase","Biosynthesis of nucleotide sugars"
"map01250","K00973","WP_205251469.1","QSJ49_RS03000","NDP-sugar synthase","Biosynthesis of nucleotide sugars"
"map01250","K02473","WP_205251339.1","QSJ49_RS01825","SDR family oxidoreductase","Biosynthesis of nucleotide sugars"
"map01250","K00012","WP_235158084.1","QSJ49_RS05585","UDP-glucose 6-dehydrogenase AglM","Biosynthesis of nucleotide sugars"
"map01250","K15778","WP_205251141.1","QSJ49_RS10265","phosphoglucosamine mutase","Biosynthesis of nucleotide sugars"
"map01503","K03767","WP_012289404.1","QSJ49_RS09050","peptidylprolyl isomerase","Cationic antimicrobial peptide (CAMP) resistance"
"map02010","K23535","WP_010902633.1","QSJ49_RS05020","ABC transporter permease","ABC transporters"
"map02010","K15495","WP_205250872.1","QSJ49_RS07795","extracellular solute-binding protein","ABC transporters"
"map02010","K11069","WP_010903369.1","QSJ49_RS08880","PotD/PotF family extracellular solute-binding protein","ABC transporters"
"map02010","K23536","WP_136361262.1","QSJ49_RS05015","ABC transporter permease","ABC transporters"
"map02010","K02064","WP_205250997.1","QSJ49_RS08915","thiamine ABC transporter substrate binding subunit","ABC transporters"
"map02010","K02010","WP_205251679.1","QSJ49_RS05100","ABC transporter ATP-binding protein","ABC transporters"
"map02010","K11069","WP_010902567.1","QSJ49_RS04675","PotD/PotF family extracellular solute-binding protein","ABC transporters"
"map02010","K12368","WP_205251280.1","QSJ49_RS01105","ABC transporter substrate-binding protein","ABC transporters"
"map02010","K02041","WP_205251092.1","QSJ49_RS09735","phosphonate ABC transporter ATP-binding protein","ABC transporters"
"map02010","K02040","WP_205251269.1","QSJ49_RS00905","substrate-binding domain-containing protein","ABC transporters"
"map02010","K02006","WP_338416952.1","QSJ49_RS07930","ABC transporter ATP-binding protein","ABC transporters"
"map02010","K02007","WP_205250895.1","QSJ49_RS07945","energy-coupling factor ABC transporter permease","ABC transporters"
"map02010","K02037","WP_010902292.1","QSJ49_RS03250","phosphate ABC transporter permease subunit PstC","ABC transporters"
"map02010","K03523","WP_338416962.1","QSJ49_RS00220","biotin transporter BioY","ABC transporters"
"map02010","K09815","WP_205250706.1","QSJ49_RS11790","metal ABC transporter substrate-binding protein","ABC transporters"
"map02010","K12370","WP_205251282.1","QSJ49_RS01115","ABC transporter permease","ABC transporters"
"map02010","K02038","WP_205251499.1","QSJ49_RS03245","phosphate ABC transporter permease PstA","ABC transporters"
"map02010","K09817","WP_205250705.1","QSJ49_RS11795","metal ABC transporter ATP-binding protein","ABC transporters"
"map02010","K05815","WP_176705181.1","QSJ49_RS11740","carbohydrate ABC transporter permease","ABC transporters"
"map02010","K05814","WP_176705180.1","QSJ49_RS11745","sugar ABC transporter permease","ABC transporters"
"map02010","K02063","WP_338416974.1","QSJ49_RS00550","iron ABC transporter permease","ABC transporters"
"map02010","K02009","WP_205250894.1","QSJ49_RS07940","energy-coupling factor ABC transporter substrate-binding protein","ABC transporters"
"map02010","K09816","WP_205250704.1","QSJ49_RS11800","metal ABC transporter permease","ABC transporters"
"map02010","K05813","WP_205250709.1","QSJ49_RS11750","ABC transporter substrate-binding protein","ABC transporters"
"map02010","K02038","WP_010903856.1","QSJ49_RS00895","phosphate ABC transporter permease PstA","ABC transporters"
"map02010","K11072","WP_205250995.1","QSJ49_RS08885","ABC transporter ATP-binding protein","ABC transporters"
"map02010","K23188","WP_010903912.1","QSJ49_RS01225","ABC transporter ATP-binding protein","ABC transporters"
"map02010","K11070","WP_205250994.1","QSJ49_RS08870","ABC transporter permease","ABC transporters"
"map02010","K01998","WP_205251589.1","QSJ49_RS04050","hypothetical protein","ABC transporters"
"map02010","K10112","WP_205250710.1","QSJ49_RS11735","ABC transporter ATP-binding protein","ABC transporters"
"map02010","K02040","WP_205251500.1","QSJ49_RS03255","PstS family phosphate ABC transporter substrate-binding protein","ABC transporters"
"map02010","K23537","WP_010902634.1","QSJ49_RS05025","ABC transporter ATP-binding protein","ABC transporters"
"map02010","K02036","WP_205251268.1","QSJ49_RS00890","phosphate ABC transporter ATP-binding protein PstB","ABC transporters"
"map02010","K02042","WP_205251091.1","QSJ49_RS09730","phosphonate ABC transporter-2C permease protein PhnE","ABC transporters"
"map02010","K02012","WP_205251680.1","QSJ49_RS05110","iron ABC transporter substrate-binding protein","ABC transporters"
"map02010","K02036","WP_010902290.1","QSJ49_RS03240","phosphate ABC transporter ATP-binding protein PstB","ABC transporters"
"map02010","K07335","WP_205251670.1","QSJ49_RS05030","BMP family protein","ABC transporters"
"map02010","K02037","WP_010903857.1","QSJ49_RS00900","phosphate ABC transporter permease subunit PstC","ABC transporters"
"map02010","K07335","WP_205251636.1","QSJ49_RS04605","BMP family protein","ABC transporters"
"map02010","K02044","WP_205251093.1","QSJ49_RS09740","phosphate/phosphite/phosphonate ABC transporter substrate-binding protein","ABC transporters"
"map02010","K02011","WP_010902650.1","QSJ49_RS05105","iron ABC transporter permease","ABC transporters"
"map02010","K02064","WP_235218902.1","QSJ49_RS00545","thiamine ABC transporter substrate binding subunit","ABC transporters"
"map02010","K11071","WP_010903368.1","QSJ49_RS08875","ABC transporter permease","ABC transporters"
"map02020","K03412","WP_136361302.1","QSJ49_RS05295","protein-glutamate methylesterase CheB","Two-component system"
"map02020","K03406","WP_229373347.1","QSJ49_RS07185","methyl-accepting chemotaxis protein","Two-component system"
"map02020","K03406","WP_229373395.1","QSJ49_RS03910","methyl-accepting chemotaxis protein","Two-component system"
"map02020","K03406","WP_205250941.1","QSJ49_RS08440","chemotaxis signal transducer protein CosT","Two-component system"
"map02020","K02040","WP_205251500.1","QSJ49_RS03255","PstS family phosphate ABC transporter substrate-binding protein","Two-component system"
"map02020","K03406","WP_205250928.1","QSJ49_RS08335","methyl-accepting chemotaxis protein","Two-component system"
"map02020","K03408","WP_010902667.1","QSJ49_RS05185","chemotaxis protein CheW","Two-component system"
"map02020","K00425","WP_136361714.1","QSJ49_RS11225","cytochrome ubiquinol oxidase subunit I","Two-component system"
"map02020","K01644","WP_205251580.1","QSJ49_RS03950","CoA ester lyase","Two-component system"
"map02020","K00626","WP_205251599.1","QSJ49_RS04155","thiolase domain-containing protein","Two-component system"
"map02020","K03406","WP_205251635.1","QSJ49_RS04600","chemotaxis signal transducer protein Htr6","Two-component system"
"map02020","K03406","WP_176705234.1","QSJ49_RS11510","chemotaxis signal transducer protein Car","Two-component system"
"map02020","K03406","WP_205250907.1","QSJ49_RS08040","sensory rhodopsin I transducer Htr1","Two-component system"
"map02020","K03406","WP_205251640.1","QSJ49_RS04650","chemotaxis signal transducer protein Htr4","Two-component system"
"map02020","K03406","WP_205250940.1","QSJ49_RS08435","chemotaxis signal transducer protein Htr7","Two-component system"
"map02020","K01546","WP_338416991.1","QSJ49_RS10625","potassium-transporting ATPase subunit KdpA","Two-component system"
"map02020","K16692","WP_012289457.1","QSJ49_RS10185","AAA family ATPase","Two-component system"
"map02020","K03408","WP_010902693.1","QSJ49_RS05305","chemotaxis protein CheW","Two-component system"
"map02020","K03406","WP_205251453.1","QSJ49_RS02870","chemotaxis signal transducer protein MpcT","Two-component system"
"map02020","K01547","WP_318655303.1","QSJ49_RS10620","potassium-transporting ATPase subunit KdpB","Two-component system"
"map02020","K03406","WP_205251691.1","QSJ49_RS05240","methyl-accepting chemotaxis protein","Two-component system"
"map02020","K03406","WP_205251642.1","QSJ49_RS04670","chemotaxis signal transducer protein Htr18","Two-component system"
"map02020","K01915","WP_205251098.1","QSJ49_RS09770","type I glutamate--ammonia ligase","Two-component system"
"map02020","K02040","WP_205251269.1","QSJ49_RS00905","substrate-binding domain-containing protein","Two-component system"
"map02020","K03406","WP_010903109.1","QSJ49_RS07510","chemotaxis signal transducer protein Htr8","Two-component system"
"map02020","K01077","WP_205250720.1","QSJ49_RS11680","alkaline phosphatase","Two-component system"
"map02020","K00426","WP_136361715.1","QSJ49_RS11220","cytochrome d ubiquinol oxidase subunit II","Two-component system"
"map02020","K03407","WP_205251694.1","QSJ49_RS05290","chemotaxis protein CheA","Two-component system"
"map02020","K00575","WP_012289253.1","QSJ49_RS05270","protein-glutamate O-methyltransferase CheR","Two-component system"
"map02020","K03406","WP_205251933.1","QSJ49_RS07010","methyl-accepting chemotaxis protein","Two-component system"
"map02020","K00626","WP_205251681.1","QSJ49_RS05135","thiolase family protein","Two-component system"
"map02020","K03413","WP_010902692.1","QSJ49_RS05300","chemotaxis protein CheY","Two-component system"
"map02020","K08177","WP_205251371.1","QSJ49_RS02145","MFS transporter","Two-component system"
"map02020","K03406","WP_205250944.1","QSJ49_RS08465","sensory rhodopsin II transducer Htr2","Two-component system"
"map02020","K03406","WP_205251712.1","QSJ49_RS05455","chemotaxis signal transducer protein Htr13","Two-component system"
"map02020","K01548","WP_010904058.1","QSJ49_RS10615","potassium-transporting ATPase subunit KdpC","Two-component system"
"map02020","K03406","WP_205250989.1","QSJ49_RS08830","chemotaxis signal transducer protein BasT","Two-component system"
"map02020","K00404","WP_227970929.1","QSJ49_RS05385","hypothetical protein","Two-component system"
"map02024","K01658","WP_205250899.1","QSJ49_RS07990","anthranilate synthase component II","Quorum sensing"
"map02024","K02055","WP_012289662.1","QSJ49_RS11435","extracellular solute-binding protein","Quorum sensing"
"map02024","K02032","WP_235218849.1","QSJ49_RS00405","oligopeptide/dipeptide ABC transporter ATP-binding protein","Quorum sensing"
"map02024","K01658","WP_205251466.1","QSJ49_RS02980","aminodeoxychorismate/anthranilate synthase component II","Quorum sensing"
"map02024","K02034","WP_010903752.1","QSJ49_RS00350","ABC transporter permease","Quorum sensing"
"map02024","K02035","WP_235218851.1","QSJ49_RS00385","ABC transporter substrate-binding protein","Quorum sensing"
"map02024","K02035","WP_235157155.1","QSJ49_RS00360","ABC transporter substrate-binding protein","Quorum sensing"
"map02024","K02033","WP_235157159.1","QSJ49_RS00355","ABC transporter permease","Quorum sensing"
