locus_tag,protein_id,product
QSJ49_RS06395,WP_338416918.1,amino acid permease
QSJ49_RS06400,WP_338416919.1,5'/3'-nucleotidase SurE
QSJ49_RS06405,WP_235169081.1,hypothetical protein
QSJ49_RS06410,WP_010902900.1,chorismate mutase
QSJ49_RS06415,WP_338416920.1,shikimate kinase
QSJ49_RS06420,WP_010902902.1,DUF5796 family protein
QSJ49_RS06425,WP_012289298.1,hypothetical protein
QSJ49_RS06430,WP_338416921.1,ABC transporter ATP-binding protein
QSJ49_RS06435,WP_235157797.1,ABC transporter permease
QSJ49_RS06440,WP_227970938.1,hypothetical protein
QSJ49_RS06445,WP_338416922.1,DEAD/DEAH box helicase
QSJ49_RS06450,WP_338416923.1,metallophosphoesterase
QSJ49_RS06455,WP_338416924.1,hypothetical protein
QSJ49_RS06460,WP_338416925.1,Single-stranded DNA binding protein
QSJ49_RS06465,WP_136361455.1,2%2C5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase
QSJ49_RS06470,WP_010902911.1,hypothetical protein
QSJ49_RS06475,WP_205252721.1,FAD-dependent oxidoreductase
QSJ49_RS06480,WP_010902913.1,DUF357 domain-containing protein
QSJ49_RS06485,WP_010902914.1,hypothetical protein
QSJ49_RS06490,WP_010902915.1,translation initiation factor IF-2 subunit beta
QSJ49_RS06495,WP_010902916.1,UPF0058 family protein
QSJ49_RS06500,WP_010902917.1,DUF555 domain-containing protein
QSJ49_RS06505,WP_010902918.1,DNA-3-methyladenine glycosylase
QSJ49_RS06510,WP_285265904.1,hypothetical protein
QSJ49_RS06515,NA,IS6 family transposase
QSJ49_RS06520,WP_338416926.1,hypothetical protein
QSJ49_RS06525,WP_338416927.1,NAD(P)H-hydrate dehydratase
QSJ49_RS06530,WP_338416928.1,cyclic pyranopterin monophosphate synthase MoaC
QSJ49_RS06535,WP_338416929.1,GTPase HflX
QSJ49_RS06540,WP_010902925.1,ribosome assembly factor SBDS
QSJ49_RS06545,WP_010902926.1,Rpp14/Pop5 family protein
QSJ49_RS06550,WP_205251822.1,class I SAM-dependent methyltransferase
QSJ49_RS06555,WP_012289302.1,RNase P subunit p30 family protein
QSJ49_RS06560,WP_205252728.1,TrkA family potassium uptake protein
QSJ49_RS06565,WP_010902930.1,hypothetical protein
QSJ49_RS06570,WP_010902931.1,TrkH family potassium uptake protein
QSJ49_RS06575,WP_010902932.1,Lrp/AsnC family transcriptional regulator
QSJ49_RS06580,WP_010902933.1,RNA-binding protein
QSJ49_RS06585,WP_205251823.1,DUF1918 domain-containing protein
QSJ49_RS06590,WP_010902935.1,hypothetical protein
QSJ49_RS06595,WP_010902937.1,peptidylprolyl isomerase
QSJ49_RS06600,WP_010902938.1,hypothetical protein
QSJ49_RS06605,WP_010902939.1,class IV adenylate cyclase
QSJ49_RS06610,WP_285265534.1,methionine adenosyltransferase
QSJ49_RS06615,WP_338416930.1,tRNA sulfurtransferase
QSJ49_RS06620,WP_235157784.1,DUF5804 family protein
QSJ49_RS06625,WP_136361467.1,PLP-dependent cysteine synthase family protein
QSJ49_RS06630,WP_012289304.1,thioredoxin family protein
QSJ49_RS06635,WP_338416931.1,thioredoxin domain-containing protein
QSJ49_RS06640,WP_285255027.1,phosphoribosylamine--glycine ligase
QSJ49_RS06645,WP_010902947.1,FAD-binding protein
QSJ49_RS06650,WP_010902948.1,succinate dehydrogenase/fumarate reductase iron-sulfur subunit
QSJ49_RS06655,WP_010902949.1,succinate dehydrogenase hydrophobic membrane anchor subunit
QSJ49_RS06660,WP_012289306.1,succinate dehydrogenase%2C cytochrome b556 subunit
QSJ49_RS06665,WP_010902951.1,DNA-3-methyladenine glycosylase
QSJ49_RS06670,WP_205251828.1,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
QSJ49_RS06680,WP_010902953.1,hypothetical protein
QSJ49_RS06685,WP_229373430.1,hypothetical protein
QSJ49_RS06690,WP_227970939.1,hypothetical protein
QSJ49_RS06695,WP_010902956.1,hypothetical protein
QSJ49_RS06700,WP_205251830.1,hypothetical protein
QSJ49_RS06705,WP_012289308.1,thrombospondin type 3 repeat-containing protein
QSJ49_RS06710,WP_205251831.1,right-handed parallel beta-helix repeat-containing protein
QSJ49_RS06715,WP_205251890.1,GtrA family protein
QSJ49_RS06725,WP_205251832.1,FAD-dependent thymidylate synthase
QSJ49_RS06730,WP_012289310.1,cupin domain-containing protein
QSJ49_RS06735,WP_205251833.1,MBL fold metallo-hydrolase
QSJ49_RS06740,WP_205251834.1,DUF5827 family protein
QSJ49_RS06745,WP_229373431.1,hypothetical protein
QSJ49_RS06750,WP_205251836.1,superoxide dismutase
QSJ49_RS06755,WP_338416932.1,deoxyribodipyrimidine photo-lyase
QSJ49_RS06760,WP_205251838.1,hotdog fold thioesterase
QSJ49_RS06765,WP_205251839.1,sulfatase-like hydrolase/transferase
QSJ49_RS06770,WP_205251840.1,long-chain fatty acid--CoA ligase
QSJ49_RS06775,WP_285253123.1,N-acyl homoserine lactonase family protein
QSJ49_RS06780,WP_285271477.1,SDR family NAD(P)-dependent oxidoreductase
QSJ49_RS06785,WP_285271476.1,TIGR04024 family LLM class F420-dependent oxidoreductase
QSJ49_RS06790,WP_235218856.1,6-hydroxymethylpterin diphosphokinase MptE-like protein
QSJ49_RS06795,WP_205251845.1,dihydropteroate synthase
QSJ49_RS06800,WP_205251846.1,hypothetical protein
QSJ49_RS06805,WP_012289315.1,TrmJ/YjtD family RNA methyltransferase
QSJ49_RS06810,WP_205251847.1,MaoC family dehydratase
QSJ49_RS06815,WP_205251848.1,DMT family transporter
QSJ49_RS06820,WP_205251849.1,Lrp/AsnC family transcriptional regulator
QSJ49_RS06825,WP_285271553.1,Glu-tRNA(Gln) amidotransferase subunit GatE
QSJ49_RS06830,WP_205251851.1,PH domain-containing protein
QSJ49_RS06835,WP_205251852.1,PH domain-containing protein
QSJ49_RS06840,WP_205251853.1,class II fumarate hydratase
QSJ49_RS06845,WP_010902985.1,BolA family transcriptional regulator
QSJ49_RS06850,WP_338416933.1,flap endonuclease-1
QSJ49_RS06855,WP_338416934.1,GNAT family N-acetyltransferase
QSJ49_RS06860,WP_010902988.1,DUF3054 domain-containing protein
QSJ49_RS06865,WP_010902989.1,ornithine cyclodeaminase family protein
QSJ49_RS06870,WP_205251857.1,presenilin family intramembrane aspartyl protease PSH
QSJ49_RS06875,WP_010902991.1,H/ACA ribonucleoprotein complex subunit GAR1
QSJ49_RS06880,WP_205251858.1,signal recognition particle subunit SRP19
QSJ49_RS06885,WP_285271404.1,PGF-CTERM-anchored ABC transporter substrate-binding protein
QSJ49_RS06890,WP_010902994.1,vitamin B12 ABC transporter permease BtuC
QSJ49_RS06895,WP_136361471.1,heme ABC transporter ATP-binding protein
QSJ49_RS06900,WP_205251861.1,hypothetical protein
QSJ49_RS06905,WP_229373432.1,PAS domain S-box protein
QSJ49_RS06910,WP_229373433.1,sensor histidine kinase
QSJ49_RS06915,WP_205251863.1,hypothetical protein
QSJ49_RS06920,WP_010903000.1,Lrp/AsnC family transcriptional regulator
QSJ49_RS06925,WP_010903001.1,inositol monophosphatase
QSJ49_RS06935,WP_012289318.1,hypothetical protein
QSJ49_RS06940,WP_338416935.1,DUF5784 family protein
QSJ49_RS06945,WP_338416936.1,hypothetical protein
QSJ49_RS06950,WP_338416937.1,ATP-dependent DNA helicase
QSJ49_RS06955,WP_136361476.1,HEWD family protein
QSJ49_RS06960,WP_136361477.1,acyltransferase
QSJ49_RS06965,WP_010903008.1,hypothetical protein
QSJ49_RS06970,WP_205251866.1,mechanosensitive ion channel domain-containing protein
QSJ49_RS06975,WP_205251867.1,diadenylate cyclase DacZ
QSJ49_RS06980,WP_338416938.1,hypothetical protein
QSJ49_RS06985,WP_338416939.1,N-6 DNA methylase
QSJ49_RS06995,WP_010903011.1,transcription initiation factor IIB family protein
QSJ49_RS07000,WP_010903012.1,phosphopantetheine adenylyltransferase
QSJ49_RS07005,WP_010903013.1,winged helix-turn-helix domain-containing protein
QSJ49_RS07010,WP_205251933.1,methyl-accepting chemotaxis protein
QSJ49_RS07015,WP_205251871.1,glutamate--cysteine ligase
QSJ49_RS07020,WP_010903016.1,GNAT family N-acetyltransferase
QSJ49_RS07025,WP_010903017.1,DUF309 domain-containing protein
QSJ49_RS07030,WP_010903018.1,UPF0179 family protein
QSJ49_RS07035,WP_010903019.1,DUF5820 family protein
QSJ49_RS07040,WP_010903020.1,helix-turn-helix domain-containing protein
QSJ49_RS07045,WP_010903021.1,peptide-methionine (R)-S-oxide reductase MsrB
QSJ49_RS07050,WP_235157764.1,DEAD/DEAH box helicase family protein
QSJ49_RS07055,WP_010903023.1,thioesterase family protein
QSJ49_RS07060,WP_205250787.1,5'-nucleotidase C-terminal domain-containing protein
QSJ49_RS07065,WP_205250788.1,DUF63 family protein
QSJ49_RS07070,WP_205250789.1,YcaO-like family protein
QSJ49_RS07075,WP_012289323.1,DUF5821 family protein
QSJ49_RS07080,WP_205250790.1,CHAT domain-containing protein
QSJ49_RS07085,WP_205250791.1,serine hydroxymethyltransferase
QSJ49_RS07090,WP_010903030.1,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
QSJ49_RS07095,WP_205250792.1,TFIIB-type zinc ribbon-containing protein
QSJ49_RS07100,WP_205250793.1,alpha/beta fold hydrolase
QSJ49_RS07105,WP_338416940.1,hypothetical protein
QSJ49_RS07110,WP_205250795.1,DUF1028 domain-containing protein
QSJ49_RS07115,WP_205250796.1,hypothetical protein
QSJ49_RS07120,WP_205250797.1,amphi-Trp domain-containing protein
QSJ49_RS07125,WP_010903037.1,PadR family transcriptional regulator
QSJ49_RS07130,WP_205250798.1,hypothetical protein
QSJ49_RS07135,WP_205250799.1,AI-2E family transporter
QSJ49_RS07140,WP_205250800.1,2-phospho-L-lactate transferase
QSJ49_RS07145,WP_205250801.1,tRNA-dihydrouridine synthase
QSJ49_RS07150,WP_205250802.1,deoxyhypusine synthase
QSJ49_RS07155,WP_010903043.1,30S ribosomal protein S17e
QSJ49_RS07160,WP_205250803.1,aspartate-semialdehyde dehydrogenase
QSJ49_RS07165,WP_285271486.1,hypothetical protein
QSJ49_RS07170,WP_205250805.1,D-2-hydroxyacid dehydrogenase
QSJ49_RS07175,WP_010903046.1,hypothetical protein
QSJ49_RS07180,WP_010903047.1,hypothetical protein
QSJ49_RS07185,WP_229373347.1,methyl-accepting chemotaxis protein
QSJ49_RS07190,WP_338416941.1,histidinol dehydrogenase
QSJ49_RS07195,WP_012289329.1,dodecin
QSJ49_RS07200,WP_338416942.1,metal-dependent hydrolase
QSJ49_RS07205,WP_010903052.1,DUF5816 domain-containing protein
QSJ49_RS07210,WP_205250808.1,5'-nucleotidase C-terminal domain-containing protein
QSJ49_RS07215,WP_205250809.1,transcriptional regulator TrmB
QSJ49_RS07220,WP_205250810.1,translation initiation factor eIF-2B
QSJ49_RS07225,WP_205250811.1,hypothetical protein
QSJ49_RS07230,WP_235157758.1,RtcB family protein
QSJ49_RS07235,WP_205250813.1,DoxX family protein
QSJ49_RS07240,WP_205250814.1,archease
QSJ49_RS07245,WP_205250815.1,N-acetyltransferase
QSJ49_RS07250,WP_205250816.1,phytoene/squalene synthase family protein
QSJ49_RS07255,WP_049892509.1,hypothetical protein
QSJ49_RS07260,WP_227970876.1,hypothetical protein
QSJ49_RS07265,WP_205250817.1,AAA family ATPase
QSJ49_RS07270,WP_010903065.1,SRPBCC family protein
QSJ49_RS07275,WP_205250818.1,bacterioopsin transcriptional activator Bat
QSJ49_RS07280,WP_205250819.1,Brp/Blh family beta-carotene 15%2C15'-dioxygenase
QSJ49_RS07285,WP_012289336.1,bacteriorhodopsin-regulating transcriptional regulator Brz
QSJ49_RS07290,WP_010903069.1,bacteriorhodopsin
QSJ49_RS07295,WP_010903070.1,hypothetical protein
QSJ49_RS07300,WP_205250820.1,DNA primase small subunit PriS
QSJ49_RS07305,WP_010903072.1,hypothetical protein
QSJ49_RS07310,WP_205250821.1,CDC48 family AAA ATPase
QSJ49_RS07315,WP_205250822.1,hypothetical protein
QSJ49_RS07320,WP_205250823.1,alpha/beta hydrolase
QSJ49_RS07325,WP_229373348.1,COG1361 S-layer family protein
QSJ49_RS07330,WP_010903077.1,RND family transporter
QSJ49_RS07335,WP_205250825.1,3-methyl-2-oxobutanoate hydroxymethyltransferase
QSJ49_RS07340,WP_012289339.1,DUF5822 domain-containing protein
QSJ49_RS07345,WP_012289340.1,HAD hydrolase-like protein
QSJ49_RS07350,WP_010903081.1,serine O-acetyltransferase
QSJ49_RS07355,WP_010903082.1,acyl-CoA dehydrogenase family protein
QSJ49_RS07360,WP_010903083.1,multiprotein-bridging factor 1 family protein
QSJ49_RS07365,WP_205250826.1,hypothetical protein
QSJ49_RS07370,WP_010903085.1,hypothetical protein
QSJ49_RS07375,WP_010903086.1,pyridoxamine 5'-phosphate oxidase family protein
QSJ49_RS07380,WP_010903087.1,DNA-binding protein
QSJ49_RS07385,WP_010903088.1,helix-turn-helix domain-containing protein
QSJ49_RS07395,WP_010903089.1,DUF420 domain-containing protein
QSJ49_RS07400,WP_205250827.1,amidophosphoribosyltransferase
QSJ49_RS07405,WP_010903091.1,50S ribosomal protein L37e
QSJ49_RS07410,WP_012289341.1,LSM domain-containing protein
QSJ49_RS07415,WP_205250828.1,M42 family metallopeptidase
QSJ49_RS07420,WP_205250829.1,hypothetical protein
QSJ49_RS07425,WP_205250830.1,zinc-dependent metalloprotease
QSJ49_RS07430,WP_012289342.1,hypothetical protein
QSJ49_RS07435,WP_205250831.1,DEAD/DEAH box helicase
QSJ49_RS07440,WP_205250832.1,MBL fold metallo-hydrolase
QSJ49_RS07445,WP_205250833.1,heme-containing aerotactic transducer HemAT
QSJ49_RS07450,WP_205250834.1,mRNA surveillance protein pelota
QSJ49_RS07455,WP_205251893.1,ribosome rescue protein RqcH
QSJ49_RS07460,WP_205250835.1,tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3
QSJ49_RS07465,WP_205250836.1,OB-fold nucleic acid binding domain-containing protein
QSJ49_RS07470,WP_012289345.1,hypothetical protein
QSJ49_RS07475,WP_205250837.1,YIP1 family protein
QSJ49_RS07480,WP_010903105.1,thymidine kinase
QSJ49_RS07485,WP_010903106.1,universal stress protein
QSJ49_RS07490,WP_205250838.1,DUF2892 domain-containing protein
QSJ49_RS07495,WP_205250839.1,AAA family ATPase
QSJ49_RS07500,WP_205250841.1,A/G-specific adenine glycosylase
QSJ49_RS07505,WP_205250842.1,hypothetical protein
QSJ49_RS07510,WP_010903109.1,chemotaxis signal transducer protein Htr8
QSJ49_RS07515,WP_010903110.1,aspartate aminotransferase family protein
QSJ49_RS07520,WP_229373434.1,MgtC/SapB family protein
QSJ49_RS07525,WP_205250843.1,sodium-dependent transporter
QSJ49_RS07530,WP_010903113.1,sodium-dependent transporter
QSJ49_RS07535,WP_205250844.1,acyl-CoA carboxylase subunit beta
QSJ49_RS07540,WP_338416943.1,acc operon protein
QSJ49_RS07545,WP_205250846.1,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha
QSJ49_RS07550,WP_338416944.1,hypothetical protein
QSJ49_RS07555,WP_168731175.1,hypothetical protein
QSJ49_RS07560,WP_338416945.1,biotin--[acetyl-CoA-carboxylase] ligase
QSJ49_RS07565,WP_010903120.1,universal stress protein
QSJ49_RS07570,WP_205250849.1,HD domain-containing protein
QSJ49_RS07575,WP_205250850.1,hypothetical protein
QSJ49_RS07580,WP_010903123.1,SDR family oxidoreductase
QSJ49_RS07585,WP_012289349.1,ADP-forming succinate--CoA ligase subunit beta
QSJ49_RS07590,WP_010903125.1,succinate--CoA ligase subunit alpha
QSJ49_RS07595,WP_010903126.1,site-specific DNA-methyltransferase
QSJ49_RS07600,WP_205250851.1,chloride channel protein
QSJ49_RS07605,WP_205250852.1,hypothetical protein
QSJ49_RS07610,WP_205250853.1,hypothetical protein
QSJ49_RS07620,WP_205250854.1,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
QSJ49_RS07625,WP_010903129.1,glutaredoxin
QSJ49_RS07630,WP_229373349.1,DUF547 domain-containing protein
QSJ49_RS07635,WP_010903130.1,MarR family transcriptional regulator
QSJ49_RS07640,WP_010903131.1,precorrin-6Y C5%2C15-methyltransferase (decarboxylating) subunit CbiT
QSJ49_RS07645,WP_010903132.1,cobalt-factor II C(20)-methyltransferase
QSJ49_RS07650,WP_010903133.1,cobalt-precorrin-4/precorrin-4 C(11)-methyltransferase
QSJ49_RS07655,WP_136361491.1,cobalt-precorrin 5A hydrolase
QSJ49_RS07660,WP_136361492.1,SAM-dependent methyltransferase
QSJ49_RS07665,WP_205250855.1,precorrin-3B C(17)-methyltransferase
QSJ49_RS07670,WP_205250856.1,ferredoxin
QSJ49_RS07675,WP_136361494.1,cobalamin biosynthesis protein
QSJ49_RS07680,WP_205250857.1,CbiX/SirB N-terminal domain-containing protein
QSJ49_RS07685,WP_010903140.1,DUF3209 family protein
QSJ49_RS07690,WP_205250858.1,transcriptional regulator
QSJ49_RS07695,WP_205250859.1,VWA domain-containing protein
QSJ49_RS07700,WP_205250860.1,cobaltochelatase subunit CobN
QSJ49_RS07705,WP_205250861.1,precorrin-8X methylmutase
QSJ49_RS07710,WP_205250862.1,cobalt-precorrin-7 (C(5))-methyltransferase
QSJ49_RS07715,WP_205250863.1,sirohydrochlorin chelatase
QSJ49_RS07720,WP_205250864.1,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
QSJ49_RS07725,WP_205251895.1,cobyrinic acid a%2Cc-diamide synthase
QSJ49_RS07730,WP_235157612.1,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase
QSJ49_RS07735,WP_205250865.1,cobyric acid synthase
QSJ49_RS07740,WP_205250866.1,HAD family hydrolase
QSJ49_RS07745,WP_205250867.1,cobalamin biosynthesis protein
QSJ49_RS07750,WP_205250868.1,adenosylcobinamide-GDP ribazoletransferase
QSJ49_RS07755,WP_197535909.1,NTP transferase domain-containing protein
QSJ49_RS07760,WP_338416946.1,threonine-phosphate decarboxylase CobD
QSJ49_RS07765,WP_338416947.1,adenosylcobinamide amidohydrolase CbiZ
QSJ49_RS07770,NA,transposase
QSJ49_RS07775,WP_338416948.1,hypothetical protein
QSJ49_RS07780,NA,transposase
QSJ49_RS07785,WP_010903161.1,hypothetical protein
QSJ49_RS07790,WP_205250871.1,ABC transporter permease
QSJ49_RS07795,WP_205250872.1,extracellular solute-binding protein
QSJ49_RS07800,WP_010903164.1,Tfx family DNA-binding protein
QSJ49_RS07805,WP_235262944.1,aminomethyl-transferring glycine dehydrogenase subunit GcvPB
QSJ49_RS07810,WP_338416949.1,aminomethyl-transferring glycine dehydrogenase subunit GcvPA
QSJ49_RS07815,WP_010903167.1,glycine cleavage system protein GcvH
QSJ49_RS07820,WP_205250875.1,glycine cleavage system aminomethyltransferase GcvT
QSJ49_RS07825,WP_205250876.1,hypothetical protein
QSJ49_RS07830,NA,transposase
QSJ49_RS07835,WP_010903169.1,chemotaxis protein CheC
QSJ49_RS07840,WP_205250877.1,NYN domain-containing protein
QSJ49_RS07845,WP_205250878.1,TIGR00266 family protein
QSJ49_RS07850,WP_205250879.1,TatD family hydrolase
QSJ49_RS07855,WP_205250880.1,DUF2150 family protein
QSJ49_RS07860,WP_205250881.1,Ig-like domain-containing protein
QSJ49_RS07865,WP_285253456.1,hydroxymethylglutaryl-CoA synthase
QSJ49_RS07870,WP_205252020.1,NAD(P)H-dependent oxidoreductase
QSJ49_RS07875,WP_012289362.1,helix-turn-helix domain-containing protein
QSJ49_RS07880,WP_010903178.1,GNAT family N-acetyltransferase
QSJ49_RS07885,WP_285253454.1,transporter
QSJ49_RS07890,WP_285266139.1,pyridoxamine 5'-phosphate oxidase family protein
QSJ49_RS07895,WP_205252023.1,replication factor C large subunit
QSJ49_RS07900,WP_338416950.1,heme A synthase
QSJ49_RS07905,WP_010903183.1,NADP-dependent malic enzyme
QSJ49_RS07910,WP_010903184.1,hypothetical protein
QSJ49_RS07915,WP_235168915.1,EamA family transporter
QSJ49_RS07920,WP_338416951.1,aldo/keto reductase
QSJ49_RS07925,WP_010903187.1,hypothetical protein
QSJ49_RS07930,WP_338416952.1,ABC transporter ATP-binding protein
QSJ49_RS07935,WP_205250893.1,cobalt ECF transporter T component CbiQ
QSJ49_RS07940,WP_205250894.1,energy-coupling factor ABC transporter substrate-binding protein
QSJ49_RS07945,WP_205250895.1,energy-coupling factor ABC transporter permease
QSJ49_RS07950,WP_229373350.1,plastocyanin/azurin family copper-binding protein
QSJ49_RS07960,WP_205250896.1,hypothetical protein
QSJ49_RS07965,WP_010903194.1,DUF5830 family protein
QSJ49_RS07970,WP_205250897.1,VTT domain-containing protein
QSJ49_RS07975,WP_010903196.1,HVO_2523 family zinc finger protein
QSJ49_RS07980,WP_205250898.1,adenosylcobalamin-dependent ribonucleoside-diphosphate reductase
QSJ49_RS07985,WP_010903198.1,hypothetical protein
QSJ49_RS07990,WP_205250899.1,anthranilate synthase component II
QSJ49_RS07995,WP_205250900.1,anthranilate synthase component I
QSJ49_RS08000,WP_205250901.1,phosphoribosylanthranilate isomerase
QSJ49_RS08005,WP_010903202.1,anthranilate phosphoribosyltransferase
QSJ49_RS08015,WP_205250903.1,hypothetical protein
QSJ49_RS08020,WP_205250904.1,hypothetical protein
QSJ49_RS08025,WP_010903207.1,PGF-CTERM sorting domain-containing protein
QSJ49_RS08030,WP_205250905.1,hypothetical protein
QSJ49_RS08035,WP_205250906.1,universal stress protein
QSJ49_RS08040,WP_205250907.1,sensory rhodopsin I transducer Htr1
QSJ49_RS08045,WP_205250908.1,sensory rhodopsin I
QSJ49_RS08050,WP_010903212.1,CBS domain-containing protein
QSJ49_RS08055,WP_010903213.1,hypothetical protein
QSJ49_RS08060,WP_010903214.1,DNA repair and recombination protein RadB
QSJ49_RS08065,WP_205250909.1,sugar nucleotide-binding protein
QSJ49_RS08070,WP_010903216.1,CDC48 family AAA ATPase
QSJ49_RS08075,WP_010903217.1,30S ribosomal protein S8e
QSJ49_RS08080,WP_010903218.1,DUF2240 family protein
QSJ49_RS08085,WP_205250910.1,hypothetical protein
QSJ49_RS08090,WP_205250911.1,orotidine-5'-phosphate decarboxylase
QSJ49_RS08095,WP_205250912.1,hypothetical protein
QSJ49_RS08100,WP_227970881.1,J domain-containing protein
QSJ49_RS08105,WP_205250913.1,HAD family hydrolase
QSJ49_RS08110,WP_205250914.1,GTPBP1 family GTP-binding protein
QSJ49_RS08115,WP_205250915.1,hypothetical protein
QSJ49_RS08120,WP_205250916.1,hypothetical protein
QSJ49_RS08125,WP_010903227.1,phytoene/squalene synthase family protein
QSJ49_RS08130,WP_205250917.1,bisanhydrobacterioruberin hydratase
QSJ49_RS08135,WP_010903229.1,prenyltransferase
QSJ49_RS08140,WP_205250918.1,phytoene desaturase family protein
QSJ49_RS08145,WP_010903231.1,methenyltetrahydromethanopterin cyclohydrolase
QSJ49_RS08150,WP_010903232.1,MFS transporter
QSJ49_RS08160,WP_010903233.1,putative RNA uridine N3 methyltransferase
QSJ49_RS08165,WP_010903234.1,50S ribosomal protein L3
QSJ49_RS08170,WP_205250919.1,50S ribosomal protein L4
QSJ49_RS08175,WP_010903236.1,50S ribosomal protein L23
QSJ49_RS08180,WP_010903237.1,50S ribosomal protein L2
QSJ49_RS08185,WP_010903238.1,30S ribosomal protein S19
QSJ49_RS08190,WP_010903239.1,50S ribosomal protein L22
QSJ49_RS08195,WP_010903240.1,30S ribosomal protein S3
QSJ49_RS08200,WP_010903241.1,50S ribosomal protein L29
QSJ49_RS08205,WP_010903242.1,ribonuclease P protein component 1
QSJ49_RS08210,WP_010903243.1,30S ribosomal protein S17
QSJ49_RS08215,WP_010903244.1,50S ribosomal protein L14
QSJ49_RS08220,WP_010903245.1,50S ribosomal protein L24
QSJ49_RS08225,WP_010903246.1,30S ribosomal protein S4e
QSJ49_RS08230,WP_205250920.1,50S ribosomal protein L5
QSJ49_RS08235,WP_010903248.1,30S ribosomal protein S14
QSJ49_RS08240,WP_010903249.1,30S ribosomal protein S8
QSJ49_RS08245,WP_010903250.1,50S ribosomal protein L6
QSJ49_RS08250,WP_010903251.1,50S ribosomal protein L32e
QSJ49_RS08255,WP_010903252.1,50S ribosomal protein L19e
QSJ49_RS08260,WP_010903253.1,50S ribosomal protein L18
QSJ49_RS08265,WP_010903254.1,30S ribosomal protein S5
QSJ49_RS08270,WP_205250921.1,50S ribosomal protein L30
QSJ49_RS08275,WP_010903256.1,uL15m family ribosomal protein
QSJ49_RS08280,WP_205250922.1,preprotein translocase subunit SecY
QSJ49_RS08285,WP_205250923.1,ABC transporter substrate-binding protein
QSJ49_RS08290,WP_205250924.1,potassium transporter TrkG
QSJ49_RS08295,WP_205250925.1,potassium transporter TrkG
QSJ49_RS08300,WP_010903260.1,hypothetical protein
QSJ49_RS08305,WP_010903261.1,adenylate kinase
QSJ49_RS08310,WP_010903262.1,EMC3/TMCO1 family protein
QSJ49_RS08315,WP_010903263.1,(d)CMP kinase
QSJ49_RS08320,WP_205250926.1,RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5
QSJ49_RS08330,WP_205250927.1,pentapeptide repeat-containing protein
QSJ49_RS08335,WP_205250928.1,methyl-accepting chemotaxis protein
QSJ49_RS08340,WP_010903267.1,hypothetical protein
QSJ49_RS08345,WP_205250929.1,MOSC domain-containing protein
QSJ49_RS08350,WP_205250930.1,hypothetical protein
QSJ49_RS08355,WP_010903270.1,HtlC
QSJ49_RS08360,WP_205250931.1,hypothetical protein
QSJ49_RS08365,WP_205250932.1,hypothetical protein
QSJ49_RS08370,WP_205250933.1,transcription factor S
QSJ49_RS08375,WP_205250934.1,hypothetical protein
QSJ49_RS08380,WP_267875145.1,NUDIX domain-containing protein
QSJ49_RS08385,WP_205250935.1,ZIP family metal transporter
QSJ49_RS08390,WP_010903274.1,DUF2071 domain-containing protein
QSJ49_RS08395,WP_010903275.1,SDR family oxidoreductase
QSJ49_RS08400,WP_205250936.1,redox-regulated ATPase YchF
QSJ49_RS08405,WP_205250937.1,PAS domain-containing protein
QSJ49_RS08410,WP_010903278.1,universal stress protein
QSJ49_RS08415,WP_205250938.1,deoxyribodipyrimidine photo-lyase
QSJ49_RS08420,WP_205250939.1,phytoene desaturase family protein
QSJ49_RS08425,WP_049892515.1,translation initiation factor eIF-1A
QSJ49_RS08430,WP_010903282.1,hypothetical protein
QSJ49_RS08435,WP_205250940.1,chemotaxis signal transducer protein Htr7
QSJ49_RS08440,WP_205250941.1,chemotaxis signal transducer protein CosT
QSJ49_RS08445,WP_229373355.1,glycine betaine ABC transporter substrate-binding protein
QSJ49_RS08450,WP_267875136.1,hypothetical protein
QSJ49_RS08455,WP_205250942.1,hypothetical protein
QSJ49_RS08460,WP_205250943.1,sensory rhodopsin II
QSJ49_RS08465,WP_205250944.1,sensory rhodopsin II transducer Htr2
QSJ49_RS08470,WP_205250945.1,Nif3-like dinuclear metal center hexameric protein
QSJ49_RS08475,WP_010903289.1,agmatinase
QSJ49_RS08480,WP_010903290.1,translation initiation factor IF-5A
QSJ49_RS08485,WP_205250946.1,creatininase family protein
QSJ49_RS08490,WP_205250947.1,AarF/ABC1/UbiB kinase family protein
QSJ49_RS08495,WP_205250948.1,Hsp20/alpha crystallin family protein
QSJ49_RS08500,WP_205250949.1,HAD family hydrolase
QSJ49_RS08505,WP_205250950.1,4a-hydroxytetrahydrobiopterin dehydratase
QSJ49_RS08510,WP_010903296.1,glutamyl-tRNA reductase
QSJ49_RS08515,WP_205250951.1,bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase
