"protein_id","gene","product","KO"
"WP_336330526.1","ACNO8S_RS08445","molybdopterin synthase","K03635"
"WP_336331118.1","ACNO8S_RS19670","gamma-glutamylputrescine synthetase","K01915"
"WP_336357983.1","ACNO8S_RS06060","ABC transporter ATP-binding protein","K01995"
"WP_336358169.1","ACNO8S_RS08450","cyclic pyranopterin monophosphate synthase MoaC","K03637"
"WP_336358891.1","ACNO8S_RS19460","extracellular solute-binding protein","K02027"
"WP_371726961.1","ACNO8S_RS12135","ABC transporter ATP-binding protein","K01995"
"WP_371727274.1","ACNO8S_RS03620","triphosphoribosyl-dephospho-CoA synthase","K05966"
"WP_420181771.1","ACNO8S_RS08065","cobyrinic acid a%2Cc-diamide synthase","K02224"
"WP_420181772.1","ACNO8S_RS08085","TrkH family potassium uptake protein","K03498"
"WP_420181773.1","ACNO8S_RS08100","thioredoxin domain-containing protein","K06888"
"WP_420181774.1","ACNO8S_RS08200","2%2C5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase","K14654"
"WP_420181776.1","ACNO8S_RS08215","hypothetical protein","K09746"
"WP_420181777.1","ACNO8S_RS08230","DEAD/DEAH box helicase","K03724"
"WP_420181778.1","ACNO8S_RS08250","MutS-related protein","K07456"
"WP_420181779.1","ACNO8S_RS08265","heavy metal translocating P-type ATPase","K17686"
"WP_420181780.1","ACNO8S_RS08270","sulfite exporter TauE/SafE family protein","K09792"
"WP_420181784.1","ACNO8S_RS08355","DNA-3-methyladenine glycosylase family protein","K03660"
"WP_420181785.1","ACNO8S_RS08365","NAD(P)H-hydrate dehydratase","K23997"
"WP_420181788.1","ACNO8S_RS08430","phosphomethylpyrimidine synthase ThiC","K03147"
"WP_420181789.1","ACNO8S_RS08435","extracellular solute-binding protein","K15495"
"WP_420181790.1","ACNO8S_RS08455","molybdopterin-binding protein","K03638"
"WP_420181794.1","ACNO8S_RS08500","molybdopterin-dependent oxidoreductase","K00370"
"WP_420181796.1","ACNO8S_RS08545","TorD/DmsD family molecular chaperone","K23349"
"WP_420181797.1","ACNO8S_RS08550","NrfD/PsrC family molybdoenzyme membrane anchor subunit","K00185"
"WP_420181798.1","ACNO8S_RS08570","helix-turn-helix domain-containing protein","K23348"
"WP_420181804.1","ACNO8S_RS08885","adenylosuccinate synthase","K01939"
"WP_420181805.1","ACNO8S_RS08945","magnesium/cobalt transporter CorA","K03284"
"WP_420181806.1","ACNO8S_RS08970","gephyrin-like molybdotransferase Glp","K03750"
"WP_420181807.1","ACNO8S_RS08975","molybdopterin biosynthesis protein","K03750"
"WP_420181807.1","ACNO8S_RS08975","molybdopterin biosynthesis protein","K07219"
"WP_420181808.1","ACNO8S_RS08985","NAD(P)/FAD-dependent oxidoreductase","K03885"
"WP_420181811.1","ACNO8S_RS09055","aldehyde ferredoxin oxidoreductase family protein","K03738"
"WP_420181816.1","ACNO8S_RS09115","formate dehydrogenase subunit alpha","K00123"
"WP_420181818.1","ACNO8S_RS09235","M48 family metallopeptidase","K03799"
"WP_420181821.1","ACNO8S_RS09340","phosphoribosylformylglycinamidine synthase subunit PurL","K23269"
"WP_420181823.1","ACNO8S_RS09400","NAD(P)-dependent alcohol dehydrogenase","K18382"
"WP_420181824.1","ACNO8S_RS09425","ABC transporter ATP-binding protein","K01995"
"WP_420181840.1","ACNO8S_RS09605","DNA cytosine methyltransferase","K00558"
"WP_420181850.1","ACNO8S_RS09800","NADH-quinone oxidoreductase subunit N","K00343"
"WP_420181853.1","ACNO8S_RS09870","glycoside hydrolase family 68 protein","K00692"
"WP_420181854.1","ACNO8S_RS09875","GH32 C-terminal domain-containing protein","K01193"
"WP_420181856.1","ACNO8S_RS09915","NAD(P)/FAD-dependent oxidoreductase","K03885"
"WP_420181857.1","ACNO8S_RS09925","cob(I)yrinic acid a%2Cc-diamide adenosyltransferase","K00798"
"WP_420181859.1","ACNO8S_RS09955","aminomethyl-transferring glycine dehydrogenase subunit GcvPB","K00283"
"WP_420181860.1","ACNO8S_RS09985","TatD family hydrolase","K07049"
"WP_420181861.1","ACNO8S_RS09990","phosphate ABC transporter ATP-binding protein PstB","K02036"
"WP_420181862.1","ACNO8S_RS10000","phosphate ABC transporter permease subunit PstC","K02037"
"WP_420181863.1","ACNO8S_RS10050","anthranilate synthase component II","K01658"
"WP_420181864.1","ACNO8S_RS10055","anthranilate synthase component I","K01657"
"WP_420181866.1","ACNO8S_RS10110","nickel pincer cofactor biosynthesis protein LarC","K09121"
"WP_420181874.1","ACNO8S_RS10315","50S ribosomal protein L32e","K02912"
"WP_420181876.1","ACNO8S_RS10440","GTPBP1 family GTP-binding protein","K03231"
"WP_420181877.1","ACNO8S_RS10455","adenosylcobalamin-dependent ribonucleoside-diphosphate reductase","K00525"
"WP_420181884.1","ACNO8S_RS10560","segregation/condensation protein A","K05896"
"WP_420181885.1","ACNO8S_RS10565","chromosome segregation protein SMC","K03529"
"WP_420181886.1","ACNO8S_RS10575","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB","K02434"
"WP_420181887.1","ACNO8S_RS10590","DNA topoisomerase I","K03168"
"WP_420181888.1","ACNO8S_RS10615","APC family permease","K03294"
"WP_420181889.1","ACNO8S_RS10645","aspartate--tRNA(Asn) ligase","K09759"
"WP_420181891.1","ACNO8S_RS10765","bacterio-opsin activator domain-containing protein","K06930"
"WP_420181894.1","ACNO8S_RS10805","DUF2070 family protein","K08979"
"WP_420181895.1","ACNO8S_RS10870","glutamyl-tRNA reductase","K02492"
"WP_420181898.1","ACNO8S_RS10960","valine--tRNA ligase","K01873"
"WP_420181900.1","ACNO8S_RS11010","hydroxymethylglutaryl-CoA synthase","K01641"
"WP_420181902.1","ACNO8S_RS11035","replication factor C large subunit","K04800"
"WP_420181903.1","ACNO8S_RS11045","amino acid ABC transporter ATP-binding protein","K02028"
"WP_420181905.1","ACNO8S_RS11065","methyl-accepting chemotaxis protein","K03406"
"WP_420181906.1","ACNO8S_RS11090","tRNA pseudouridine(13) synthase TruD","K06176"
"WP_420181907.1","ACNO8S_RS11110","C-terminal binding protein","K00058"
"WP_420181908.1","ACNO8S_RS11115","thiamine-phosphate synthase family protein","K22206"
"WP_420181909.1","ACNO8S_RS11125","TenA family protein","K03707"
"WP_420181910.1","ACNO8S_RS11155","peptidyl-tRNA hydrolase Pth2","K04794"
"WP_420181912.1","ACNO8S_RS11185","ATP-binding cassette domain-containing protein","K01990"
"WP_420181915.1","ACNO8S_RS11225","urocanate hydratase","K01712"
"WP_420181916.1","ACNO8S_RS11235","imidazolonepropionase","K01468"
"WP_420181917.1","ACNO8S_RS11240","histidine ammonia-lyase","K01745"
"WP_420181918.1","ACNO8S_RS11245","AAA family ATPase","K13525"
"WP_420181919.1","ACNO8S_RS11250","4-phosphopantoate--beta-alanine ligase","K09722"
"WP_420181921.1","ACNO8S_RS11285","methionine--tRNA ligase","K01874"
"WP_420181924.1","ACNO8S_RS11350","amidohydrolase family protein","K07045"
"WP_420181925.1","ACNO8S_RS11360","DUF371 domain-containing protein","K09738"
"WP_420181927.1","ACNO8S_RS11430","DNA polymerase domain-containing protein","K02319"
"WP_420181928.1","ACNO8S_RS11450","DNA double-strand break repair ATPase Rad50","K03546"
"WP_420181932.1","ACNO8S_RS11480","ATPase%2C T2SS/T4P/T4SS family","K07332"
"WP_420181940.1","ACNO8S_RS11575","ABC transporter ATP-binding protein","K06147"
"WP_420181945.1","ACNO8S_RS11630","3-dehydroquinate synthase II","K11646"
"WP_420181946.1","ACNO8S_RS11635","2-amino-3%2C7-dideoxy-D-threo-hept-6-ulosonate synthase","K16306"
"WP_420181947.1","ACNO8S_RS11645","tryptophan synthase subunit beta","K01696"
"WP_420181948.1","ACNO8S_RS11650","indole-3-glycerol phosphate synthase","K01609"
"WP_420181950.1","ACNO8S_RS11665","methyl-accepting chemotaxis protein","K03406"
"WP_420181951.1","ACNO8S_RS11700","oleate hydratase","K10254"
"WP_420181952.1","ACNO8S_RS11710","aspartate/glutamate racemase family protein","K25316"
"WP_420181954.1","ACNO8S_RS11720","Brp/Blh family beta-carotene 15%2C15'-dioxygenase","K21817"
"WP_420181955.1","ACNO8S_RS11725","phytoene desaturase family protein","K20611"
"WP_420181961.1","ACNO8S_RS11785","MGMT family protein","K00567"
"WP_420181962.1","ACNO8S_RS11790","glycerophosphodiester phosphodiesterase","K01126"
"WP_420181963.1","ACNO8S_RS11795","deoxyhypusine synthase","K00809"
"WP_420181964.1","ACNO8S_RS11800","AzlC family ABC transporter permease","K26605"
"WP_420181969.1","ACNO8S_RS11890","cobyric acid synthase","K02232"
"WP_420181970.1","ACNO8S_RS11915","FAD-binding domain-containing protein","K01669"
"WP_420181974.1","ACNO8S_RS11975","FAD-dependent oxidoreductase","K00111"
"WP_420181975.1","ACNO8S_RS11985","4-alpha-glucanotransferase","K00705"
"WP_420181979.1","ACNO8S_RS12025","malate synthase AceB","K19282"
"WP_420181983.1","ACNO8S_RS12055","acyl-CoA dehydrogenase family protein","K00252"
"WP_420181984.1","ACNO8S_RS12060","aldehyde dehydrogenase family protein","K00128"
"WP_420181985.1","ACNO8S_RS12065","aminoglycoside N(3)-acetyltransferase","K00662"
"WP_420181986.1","ACNO8S_RS12070","zinc-dependent alcohol dehydrogenase family protein","K00001"
"WP_420181990.1","ACNO8S_RS12090","3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein","K15016"
"WP_420181991.1","ACNO8S_RS12095","acyl-CoA dehydrogenase family protein","K00249"
"WP_420181994.1","ACNO8S_RS12120","ABC transporter substrate-binding protein","K01999"
"WP_420181995.1","ACNO8S_RS12140","ABC transporter ATP-binding protein","K01996"
"WP_420181997.1","ACNO8S_RS12170","pyridoxal-phosphate-dependent aminotransferase family protein","K00830"
"WP_420182007.1","ACNO8S_RS12330","aldehyde ferredoxin oxidoreductase family protein","K03738"
"WP_420182011.1","ACNO8S_RS12410","C-terminal binding protein","K00058"
"WP_420182016.1","ACNO8S_RS12445","aldehyde ferredoxin oxidoreductase family protein","K03738"
"WP_420182017.1","ACNO8S_RS12465","Brp/Blh family beta-carotene 15%2C15'-dioxygenase","K21817"
"WP_420182023.1","ACNO8S_RS12595","carboxypeptidase M32","K01299"
"WP_420182024.1","ACNO8S_RS12610","YqcI/YcgG family protein","K09190"
"WP_420182028.1","ACNO8S_RS12685","DUF402 domain-containing protein","K22469"
"WP_420182031.1","ACNO8S_RS12700","excinuclease ABC subunit UvrA","K03701"
"WP_420182034.1","ACNO8S_RS12745","sulfurtransferase","K01011"
"WP_420182035.1","ACNO8S_RS12785","hemolysin family protein","K03699"
"WP_420182037.1","ACNO8S_RS12805","thiamine phosphate synthase","K00788"
"WP_420182038.1","ACNO8S_RS12825","phosphate ABC transporter permease PstA","K02038"
"WP_420182041.1","ACNO8S_RS12875","ribosomal protein S18-alanine N-acetyltransferase","K03789"
"WP_420182043.1","ACNO8S_RS12910","7-carboxy-7-deazaguanine synthase QueE","K10026"
"WP_420182044.1","ACNO8S_RS12915","6-pyruvoyl trahydropterin synthase family protein","K01737"
"WP_420182046.1","ACNO8S_RS12950","selenium-binding family protein","K17285"
"WP_420182047.1","ACNO8S_RS12985","aminopeptidase","K19689"
"WP_420182050.1","ACNO8S_RS13105","30S ribosomal protein S6e","K02991"
"WP_420182053.1","ACNO8S_RS13140","DHH family phosphoesterase","K07097"
"WP_420182055.1","ACNO8S_RS13180","dipeptide ABC transporter ATP-binding protein","K02031"
"WP_420182055.1","ACNO8S_RS13180","dipeptide ABC transporter ATP-binding protein","K02032"
"WP_420182056.1","ACNO8S_RS13185","ABC transporter substrate-binding protein","K12368"
"WP_420182057.1","ACNO8S_RS13210","lipoate--protein ligase family protein","K16869"
"WP_420182058.1","ACNO8S_RS13235","nicotinate phosphoribosyltransferase","K00763"
"WP_420182061.1","ACNO8S_RS13265","NUDIX domain-containing protein","K08963"
"WP_420182062.1","ACNO8S_RS13315","protein-L-isoaspartate(D-aspartate) O-methyltransferase","K00573"
"WP_420182063.1","ACNO8S_RS13335","type II glyceraldehyde-3-phosphate dehydrogenase","K00150"
"WP_420182092.1","ACNO8S_RS13595","HNH endonuclease","K07454"
"WP_420182095.1","ACNO8S_RS13610","hypothetical protein","K09228"
"WP_420182096.1","ACNO8S_RS13615","DNA cytosine methyltransferase","K00558"
"WP_420182097.1","ACNO8S_RS13620","DNA cytosine methyltransferase","K00558"
"WP_420182098.1","ACNO8S_RS13625","hypothetical protein","K03575"
"WP_420182107.1","ACNO8S_RS13745","cbb3-type cytochrome c oxidase subunit I","K02274"
"WP_420182108.1","ACNO8S_RS13765","ABC transporter ATP-binding protein","K06147"
"WP_420182109.1","ACNO8S_RS13770","DUF192 domain-containing protein","K09005"
"WP_420182110.1","ACNO8S_RS13805","Hsp20/alpha crystallin family protein","K13993"
"WP_420182115.1","ACNO8S_RS13885","glycoside hydrolase family 15 protein","K01178"
"WP_420182143.1","ACNO8S_RS14160","elongation factor EF-2","K03234"
"WP_420182145.1","ACNO8S_RS14275","coenzyme F420-0:L-glutamate ligase","K12234"
"WP_420182146.1","ACNO8S_RS14280","5%2C10-methylenetetrahydromethanopterin reductase","K00320"
"WP_420182148.1","ACNO8S_RS14305","AAA family ATPase","K03924"
"WP_420182153.1","ACNO8S_RS14340","bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase","K00941"
"WP_420182156.1","ACNO8S_RS14390","DUF460 domain-containing protein","K09150"
"WP_420182158.1","ACNO8S_RS14415","ABC transporter ATP-binding protein","K01995"
"WP_420182159.1","ACNO8S_RS14425","branched-chain amino acid ABC transporter permease","K01997"
"WP_420182160.1","ACNO8S_RS14430","ABC transporter substrate-binding protein","K01999"
"WP_420182163.1","ACNO8S_RS14545","bifunctional N(6)-L-threonylcarbamoyladenine synthase/serine/threonine protein kinase","K15904"
"WP_420182164.1","ACNO8S_RS14555","non-canonical purine NTP pyrophosphatase","K01519"
"WP_420182167.1","ACNO8S_RS14590","ribonuclease Z","K00784"
"WP_420182168.1","ACNO8S_RS14605","PhzF family phenazine biosynthesis protein","K06998"
"WP_420182173.1","ACNO8S_RS14655","succinylglutamate desuccinylase/aspartoacylase family protein","K06987"
"WP_420182174.1","ACNO8S_RS14660","pyridoxal-phosphate dependent enzyme","K01733"
"WP_420182176.1","ACNO8S_RS14675","TiaS agmantine-binding domain-containing protein","K06932"
"WP_420182177.1","ACNO8S_RS14680","transcriptional regulator","K07728"
"WP_420182179.1","ACNO8S_RS14690","orotate phosphoribosyltransferase","K00762"
"WP_420182180.1","ACNO8S_RS14695","phosphoglucosamine mutase","K15778"
"WP_420182182.1","ACNO8S_RS14735","glycoside hydrolase family 97 catalytic domain-containing protein","K01187"
"WP_420182183.1","ACNO8S_RS14750","DNA mismatch repair protein MutS","K03555"
"WP_420182185.1","ACNO8S_RS14760","ABC transporter ATP-binding protein","K01990"
"WP_420182187.1","ACNO8S_RS14815","DNA mismatch repair endonuclease MutL","K03572"
"WP_420182188.1","ACNO8S_RS14820","sugar kinase","K00874"
"WP_420182194.1","ACNO8S_RS14880","replication factor C small subunit","K04801"
"WP_420182199.1","ACNO8S_RS14915","nickel pincer cofactor biosynthesis protein LarB","K06898"
"WP_420182200.1","ACNO8S_RS14925","ribose-5-phosphate isomerase RpiA","K01807"
"WP_420182202.1","ACNO8S_RS14935","phosphoglucosamine mutase","K03431"
"WP_420182204.1","ACNO8S_RS14970","TAXI family TRAP transporter solute-binding subunit","K07080"
"WP_420182207.1","ACNO8S_RS15005","carbon starvation protein A","K06200"
"WP_420182208.1","ACNO8S_RS15010","ArsA family ATPase","K01551"
"WP_420182211.1","ACNO8S_RS15050","hemolysin family protein","K03699"
"WP_420182212.1","ACNO8S_RS15060","redoxin domain-containing protein","K24129"
"WP_420182221.1","ACNO8S_RS15175","MFS transporter","K02575"
"WP_420182222.1","ACNO8S_RS15180","assimilatory nitrate reductase NasA","K00372"
"WP_420182223.1","ACNO8S_RS15185","glutamate-1-semialdehyde 2%2C1-aminomutase","K01845"
"WP_420182227.1","ACNO8S_RS15265","leucine--tRNA ligase","K01869"
"WP_420182228.1","ACNO8S_RS15275","ABC transporter permease","K23535"
"WP_420182229.1","ACNO8S_RS15285","BMP family lipoprotein","K07335"
"WP_420182230.1","ACNO8S_RS15300","IMP cyclohydrolase","K11176"
"WP_420182234.1","ACNO8S_RS15335","threonine synthase","K01733"
"WP_420182235.1","ACNO8S_RS15355","[LysW]-lysine hydrolase","K05831"
"WP_420182237.1","ACNO8S_RS15365","acetylglutamate/acetylaminoadipate kinase","K05828"
"WP_420182238.1","ACNO8S_RS15390","argininosuccinate synthase","K01940"
"WP_420182239.1","ACNO8S_RS15420","DNA-directed DNA polymerase II large subunit","K02322"
"WP_420182240.1","ACNO8S_RS15430","phosphoglycerate dehydrogenase","K00058"
"WP_420182241.1","ACNO8S_RS15445","glycine--tRNA ligase","K01880"
"WP_420182245.1","ACNO8S_RS15470","RNA-guided endonuclease InsQ/TnpB family protein","K07496"
"WP_420182246.1","ACNO8S_RS15510","DNA-directed DNA polymerase II small subunit","K02323"
"WP_420182248.1","ACNO8S_RS15530","ATP-dependent DNA helicase","K10844"
"WP_420182251.1","ACNO8S_RS15585","radical SAM protein","K07129"
"WP_420182254.1","ACNO8S_RS15600","DUF373 family protein","K08975"
"WP_420182257.1","ACNO8S_RS15680","phosphoribosyltransferase","K07100"
"WP_420182261.1","ACNO8S_RS15725","BMP family lipoprotein","K07335"
"WP_420182262.1","ACNO8S_RS15730","LAGLIDADG family homing endonuclease","K10726"
"WP_420182264.1","ACNO8S_RS15755","MinD/ParA family ATP-binding protein","K03609"
"WP_420182265.1","ACNO8S_RS15760","transcription initiation factor IIB","K03124"
"WP_420182272.1","ACNO8S_RS15910","redoxin domain-containing protein","K03564"
"WP_420182275.1","ACNO8S_RS15985","MBL fold metallo-hydrolase","K06167"
"WP_420182278.1","ACNO8S_RS16010","translation initiation factor IF-2 subunit gamma","K03242"
"WP_420182279.1","ACNO8S_RS16055","ATP phosphoribosyltransferase","K00765"
"WP_420182280.1","ACNO8S_RS16065","amidohydrolase","K12960"
"WP_420182282.1","ACNO8S_RS16090","DNA primase regulatory subunit PriL","K18882"
"WP_420182284.1","ACNO8S_RS16155","twin-arginine translocase subunit TatC","K03118"
"WP_420182285.1","ACNO8S_RS16160","twin-arginine translocase subunit TatC","K03118"
"WP_420182286.1","ACNO8S_RS16175","helix-hairpin-helix domain-containing protein","K07456"
"WP_420182289.1","ACNO8S_RS00025","MATE family efflux transporter","K26937"
"WP_420182290.1","ACNO8S_RS00040","DEAD/DEAH box helicase","K03726"
"WP_420182291.1","ACNO8S_RS00045","KEOPS complex subunit Cgi121","K09119"
"WP_420182295.1","ACNO8S_RS00170","class I SAM-dependent methyltransferase","K07055"
"WP_420182296.1","ACNO8S_RS00175","60S ribosomal export protein NMD3","K07562"
"WP_420182297.1","ACNO8S_RS00180","NAD-dependent epimerase/dehydratase family protein","K01784"
"WP_420182301.1","ACNO8S_RS00255","type 1 glutamine amidotransferase","K01951"
"WP_420182305.1","ACNO8S_RS00295","endonuclease NucS","K07503"
"WP_420182306.1","ACNO8S_RS00310","DNA mismatch repair protein MutS","K03555"
"WP_420182309.1","ACNO8S_RS00355","leucine--tRNA ligase","K01869"
"WP_420182311.1","ACNO8S_RS00385","dihydrolipoyl dehydrogenase","K00382"
"WP_420182312.1","ACNO8S_RS00405","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","K00161"
"WP_420182313.1","ACNO8S_RS00410","lipoyl synthase","K03644"
"WP_420182315.1","ACNO8S_RS00435","topoisomerase DNA-binding C4 zinc finger domain-containing protein","K03168"
"WP_420182316.1","ACNO8S_RS00440","tRNA-intron lyase","K01170"
"WP_420182317.1","ACNO8S_RS00445","tryptophan--tRNA ligase","K01867"
"WP_420182318.1","ACNO8S_RS00450","phenylalanine--tRNA ligase subunit alpha","K01889"
"WP_420182319.1","ACNO8S_RS00455","phenylalanine--tRNA ligase subunit beta","K01890"
"WP_420182320.1","ACNO8S_RS00465","quinone-dependent dihydroorotate dehydrogenase","K00254"
"WP_420182324.1","ACNO8S_RS00535","signal peptidase I","K13280"
"WP_420182326.1","ACNO8S_RS00605","excinuclease ABC subunit UvrB","K03702"
"WP_420182327.1","ACNO8S_RS00620","cobalt-precorrin-4/precorrin-4 C(11)-methyltransferase","K05936"
"WP_420182332.1","ACNO8S_RS00690","cobaltochelatase subunit CobN","K02230"
"WP_420182333.1","ACNO8S_RS00700","cobalt-precorrin-7 (C(5))-methyltransferase","K03399"
"WP_420182340.1","ACNO8S_RS00840","NAD-dependent DNA ligase LigA","K01972"
"WP_420182342.1","ACNO8S_RS00850","ATP-binding cassette domain-containing protein","K01990"
"WP_420182349.1","ACNO8S_RS00930","galactonate dehydratase","K01684"
"WP_420182350.1","ACNO8S_RS01010","hydroxymethylbilane synthase","K01749"
"WP_420182351.1","ACNO8S_RS01020","uroporphyrinogen-III synthase","K01719"
"WP_420182352.1","ACNO8S_RS01025","PspA/IM30 family protein","K03969"
"WP_420182354.1","ACNO8S_RS01090","aminotransferase class V-fold PLP-dependent enzyme","K11717"
"WP_420182358.1","ACNO8S_RS01265","bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","K01625"
"WP_420182360.1","ACNO8S_RS01275","AEC family transporter","K13936"
"WP_420182363.1","ACNO8S_RS01385","electron transfer flavoprotein subunit alpha/FixB family protein","K03522"
"WP_420182367.1","ACNO8S_RS01505","lysine--tRNA ligase","K04566"
"WP_420182368.1","ACNO8S_RS01545","DUF7411 family protein","K07585"
"WP_420182369.1","ACNO8S_RS01555","histidine--tRNA ligase","K01892"
"WP_420182370.1","ACNO8S_RS01585","proteasome-activating nucleotidase Pan2","K03420"
"WP_420182372.1","ACNO8S_RS01640","glucose-6-phosphate isomerase","K01810"
"WP_420182375.1","ACNO8S_RS01670","ribonuclease HII","K03470"
"WP_420182376.1","ACNO8S_RS01715","sodium:solute symporter family transporter","K14393"
"WP_420182378.1","ACNO8S_RS01730","bacterio-opsin activator domain-containing protein","K06930"
"WP_420182379.1","ACNO8S_RS01735","acetate--CoA ligase","K01895"
"WP_420182382.1","ACNO8S_RS01780","STT3 domain-containing protein","K07151"
"WP_420182383.1","ACNO8S_RS01785","NAD-dependent epimerase/dehydratase family protein","K01784"
"WP_420182385.1","ACNO8S_RS01795","NAD-dependent epimerase/dehydratase family protein","K06118"
"WP_420182400.1","ACNO8S_RS02040","phosphoribosylformylglycinamidine synthase I","K23265"
"WP_420182403.1","ACNO8S_RS02175","MOSC domain-containing protein","K07140"
"WP_420182404.1","ACNO8S_RS02215","DUF255 domain-containing protein","K06888"
"WP_420182406.1","ACNO8S_RS02225","FxsA family protein","K07113"
"WP_420182419.1","ACNO8S_RS02465","carbamoyl-phosphate synthase large subunit","K01955"
"WP_420182424.1","ACNO8S_RS02520","PGF-CTERM-anchored ABC transporter substrate-binding protein","K25034"
"WP_420182425.1","ACNO8S_RS02525","5-formyltetrahydrofolate cyclo-ligase","K01934"
"WP_420182438.1","ACNO8S_RS02590","5-formyltetrahydrofolate cyclo-ligase","K01934"
"WP_420182443.1","ACNO8S_RS02695","2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase","K15633"
"WP_420182446.1","ACNO8S_RS02775","isoaspartyl peptidase/L-asparaginase","K13051"
"WP_420182447.1","ACNO8S_RS02810","tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase","K15865"
"WP_420182451.1","ACNO8S_RS02900","ArsR/SmtB family transcription factor","K07721"
"WP_420182452.1","ACNO8S_RS02935","DUF1611 domain-containing protein","K26272"
"WP_420182453.1","ACNO8S_RS02940","dipeptide epimerase","K19802"
"WP_420182458.1","ACNO8S_RS03090","radical SAM protein","K22227"
"WP_420182461.1","ACNO8S_RS03130","thiolase family protein","K00626"
"WP_420182463.1","ACNO8S_RS03160","threonine synthase","K01733"
"WP_420182466.1","ACNO8S_RS03185","proteasome assembly chaperone family protein","K07159"
"WP_420182468.1","ACNO8S_RS03195","translation initiation factor IF-2 subunit alpha","K03237"
"WP_420182475.1","ACNO8S_RS03275","Na(+)/H(+) antiporter subunit D","K05568"
"WP_420182476.1","ACNO8S_RS03280","cation:proton antiporter","K05568"
"WP_420182480.1","ACNO8S_RS03345","M48 family metalloprotease","K03799"
"WP_420182481.1","ACNO8S_RS03350","FAD-dependent oxidoreductase","K00384"
"WP_420182482.1","ACNO8S_RS03355","proteasome-activating nucleotidase Pan1","K03420"
"WP_420182483.1","ACNO8S_RS03360","DUF420 domain-containing protein","K08976"
"WP_420182484.1","ACNO8S_RS03365","HD domain-containing protein","K06885"
"WP_420182494.1","ACNO8S_RS03525","flap endonuclease-1","K04799"
"WP_420182495.1","ACNO8S_RS03555","presenilin family intramembrane aspartyl protease PSH","K28485"
"WP_420182497.1","ACNO8S_RS03610","2-phospho-L-lactate transferase","K11212"
"WP_420182499.1","ACNO8S_RS03705","30S ribosomal protein S2","K02967"
"WP_420182501.1","ACNO8S_RS03755","ArsA family ATPase","K01551"
"WP_420182502.1","ACNO8S_RS03760","glutamate--tRNA ligase","K01885"
"WP_420182505.1","ACNO8S_RS03800","FAD-dependent monooxygenase","K00313"
"WP_420182508.1","ACNO8S_RS03930","uracil-DNA glycosylase","K21929"
"WP_420182509.1","ACNO8S_RS03935","chorismate synthase","K01736"
"WP_420182510.1","ACNO8S_RS03940","3-phosphoshikimate 1-carboxyvinyltransferase","K00800"
"WP_420182511.1","ACNO8S_RS03950","ZIP family metal transporter","K07238"
"WP_420182513.1","ACNO8S_RS04035","ABC transporter permease","K02063"
"WP_420182514.1","ACNO8S_RS04040","thiamine ABC transporter substrate-binding protein","K02064"
"WP_420182520.1","ACNO8S_RS04130","proline--tRNA ligase","K01881"
"WP_420182521.1","ACNO8S_RS04145","glutamate synthase large subunit","K00265"
"WP_420182523.1","ACNO8S_RS04170","beta-glucosidase","K05349"
"WP_420182526.1","ACNO8S_RS04205","DEAD/DEAH box helicase","K10843"
"WP_420182527.1","ACNO8S_RS04210","globin-coupled sensor protein","K03406"
"WP_420182529.1","ACNO8S_RS04220","dihydropteroate synthase","K00796"
"WP_420182530.1","ACNO8S_RS04240","bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","K00602"
"WP_420182532.1","ACNO8S_RS04275","diaminopimelate decarboxylase","K01586"
"WP_420182535.1","ACNO8S_RS04300","2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase","K00674"
"WP_420182536.1","ACNO8S_RS04305","4-hydroxy-tetrahydrodipicolinate reductase","K00215"
"WP_420182537.1","ACNO8S_RS04310","4-hydroxy-tetrahydrodipicolinate synthase","K01714"
"WP_420182538.1","ACNO8S_RS04330","PUA domain-containing protein","K07398"
"WP_420182539.1","ACNO8S_RS04340","AEC family transporter","K24180"
"WP_420182542.1","ACNO8S_RS04375","DUF7139 domain-containing protein","K28349"
"WP_420182544.1","ACNO8S_RS04405","glycoside hydrolase family 13 protein","K01182"
"WP_420182549.1","ACNO8S_RS04465","alpha%2Calpha-trehalose-phosphate synthase (UDP-forming)","K00697"
"WP_420182551.1","ACNO8S_RS04535","ABC transporter permease","K02004"
"WP_420182553.1","ACNO8S_RS04550","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase","K00549"
"WP_420182554.1","ACNO8S_RS04555","HemK2/MTQ2 family protein methyltransferase","K02493"
"WP_420182555.1","ACNO8S_RS04595","3-hydroxyacyl-CoA dehydrogenase family protein","K00074"
"WP_420182558.1","ACNO8S_RS04620","redox-regulated ATPase YchF","K06942"
