locus_tag,protein_id,product
ACNO8S_RS15700,WP_420182260.1,hypothetical protein
ACNO8S_RS15705,WP_014039076.1,hypothetical protein
ACNO8S_RS15710,WP_014039077.1,SLC13 family permease
ACNO8S_RS15720,WP_146417698.1,methyl-accepting chemotaxis protein
ACNO8S_RS15725,WP_420182261.1,BMP family lipoprotein
ACNO8S_RS15730,WP_420182262.1,LAGLIDADG family homing endonuclease
ACNO8S_RS15735,WP_014039081.1,hypothetical protein
ACNO8S_RS15740,WP_008307136.1,hypothetical protein
ACNO8S_RS15745,WP_420182263.1,hypothetical protein
ACNO8S_RS15750,WP_050007189.1,hypothetical protein
ACNO8S_RS15755,WP_420182264.1,MinD/ParA family ATP-binding protein
ACNO8S_RS15760,WP_420182265.1,transcription initiation factor IIB
ACNO8S_RS15765,WP_014039086.1,hypothetical protein
ACNO8S_RS15770,WP_420182266.1,hypothetical protein
ACNO8S_RS15775,WP_014039088.1,NADPH-dependent FMN reductase
ACNO8S_RS15780,WP_023843050.1,hypothetical protein
ACNO8S_RS15785,WP_151102732.1,Rieske (2Fe-2S) protein
ACNO8S_RS15790,WP_064288513.1,MATE family efflux transporter
ACNO8S_RS15795,WP_420182267.1,TetR/AcrR family transcriptional regulator
ACNO8S_RS15800,WP_005536716.1,HTH-type transcriptional regulator Lrp
ACNO8S_RS15805,WP_014039093.1,type I glutamate--ammonia ligase
ACNO8S_RS15810,WP_420182268.1,phosphatase PAP2 family protein
ACNO8S_RS15815,WP_050037325.1,YihY/virulence factor BrkB family protein
ACNO8S_RS15820,WP_129755835.1,MATE family efflux transporter
ACNO8S_RS15825,WP_050037327.1,hypothetical protein
ACNO8S_RS15830,WP_050037328.1,tRNA (guanine(26)-N(2))-dimethyltransferase
ACNO8S_RS15835,WP_420182269.1,histidine kinase N-terminal 7TM domain-containing protein
ACNO8S_RS15840,WP_014039100.1,hypothetical protein
ACNO8S_RS15845,WP_420182793.1,acetoacetate decarboxylase family protein
ACNO8S_RS15850,WP_420182270.1,SDR family oxidoreductase
ACNO8S_RS15855,WP_008307104.1,imidazole glycerol phosphate synthase subunit HisH
ACNO8S_RS15860,WP_014039103.1,hypothetical protein
ACNO8S_RS15865,WP_050037332.1,uracil-DNA glycosylase
ACNO8S_RS15870,WP_420182271.1,RidA family protein
ACNO8S_RS15875,WP_129755841.1,DUF99 family protein
ACNO8S_RS15880,WP_004515979.1,DUF5786 family protein
ACNO8S_RS15885,WP_050007199.1,MBL fold metallo-hydrolase
ACNO8S_RS15890,WP_014039108.1,hypothetical protein
ACNO8S_RS15895,WP_004960523.1,50S ribosomal protein L40e
ACNO8S_RS15900,WP_191450542.1,hypothetical protein
ACNO8S_RS15905,WP_014039110.1,DUF367 family protein
ACNO8S_RS15910,WP_420182272.1,redoxin domain-containing protein
ACNO8S_RS15915,WP_014039112.1,nuclear transport factor 2 family protein
ACNO8S_RS15920,WP_420182273.1,class I SAM-dependent DNA methyltransferase
ACNO8S_RS15925,WP_129755845.1,serine--tRNA ligase
ACNO8S_RS15930,WP_014039115.1,universal stress protein
ACNO8S_RS15935,WP_420182274.1,MBL fold metallo-hydrolase
ACNO8S_RS15940,WP_129755847.1,cation:proton antiporter
ACNO8S_RS15945,WP_050037338.1,PaaI family thioesterase
ACNO8S_RS15950,WP_008307084.1,hypothetical protein
ACNO8S_RS15955,WP_014039119.1,NUDIX hydrolase
ACNO8S_RS15960,WP_023843054.1,thiolase family protein
ACNO8S_RS15965,WP_014039121.1,pyridoxamine 5'-phosphate oxidase family protein
ACNO8S_RS15970,WP_420182794.1,DUF1508 domain-containing protein
ACNO8S_RS15975,WP_008307079.1,ATP-binding protein
ACNO8S_RS15980,WP_014039123.1,hypothetical protein
ACNO8S_RS15985,WP_420182275.1,MBL fold metallo-hydrolase
ACNO8S_RS15990,WP_014039125.1,hypothetical protein
ACNO8S_RS15995,WP_420182276.1,DUF5787 family protein
ACNO8S_RS16000,WP_175055148.1,hypothetical protein
ACNO8S_RS16005,WP_420182277.1,DUF7351 domain-containing protein
ACNO8S_RS16010,WP_420182278.1,translation initiation factor IF-2 subunit gamma
ACNO8S_RS16015,WP_004960452.1,hypothetical protein
ACNO8S_RS16020,WP_004516007.1,DNA-directed RNA polymerase
ACNO8S_RS16025,WP_004960449.1,transcription elongation factor subunit Spt4
ACNO8S_RS16030,WP_014039131.1,GTP-dependent dephospho-CoA kinase family protein
ACNO8S_RS16035,WP_151102751.1,rubrerythrin-like domain-containing protein
ACNO8S_RS16040,WP_146417725.1,TIGR01177 family methyltransferase
ACNO8S_RS16045,WP_014039133.1,DUF7473 family protein
ACNO8S_RS16050,WP_014039134.1,HalOD1 output domain-containing protein
ACNO8S_RS16055,WP_420182279.1,ATP phosphoribosyltransferase
ACNO8S_RS16060,WP_420182795.1,MFS transporter
ACNO8S_RS16065,WP_420182280.1,amidohydrolase
ACNO8S_RS16070,WP_420182281.1,hypothetical protein
ACNO8S_RS16075,WP_146417728.1,adenosylhomocysteinase
ACNO8S_RS16080,WP_129755856.1,acyltransferase
ACNO8S_RS16085,WP_008307040.1,hypothetical protein
ACNO8S_RS16090,WP_420182282.1,DNA primase regulatory subunit PriL
ACNO8S_RS16095,WP_014039142.1,DUF7472 family protein
ACNO8S_RS16100,WP_420182283.1,SWIM zinc finger family protein
ACNO8S_RS16105,WP_014039144.1,Holliday junction resolvase Hjc
ACNO8S_RS16110,WP_014039145.1,DUF4382 domain-containing protein
ACNO8S_RS16115,WP_014039146.1,DUF7139 domain-containing protein
ACNO8S_RS16120,WP_129755858.1,alpha/beta fold hydrolase
ACNO8S_RS16125,WP_004516027.1,DNA polymerase sliding clamp
ACNO8S_RS16130,WP_064287083.1,copper-containing nitrite reductase
ACNO8S_RS16135,WP_014039149.1,23S rRNA (uridine(2552)-2'-O)-methyltransferase
ACNO8S_RS16140,WP_050037354.1,queuosine precursor transporter
ACNO8S_RS16145,WP_007187877.1,ribbon-helix-helix domain-containing protein
ACNO8S_RS16150,WP_050007588.1,cupredoxin domain-containing protein
ACNO8S_RS16155,WP_420182284.1,twin-arginine translocase subunit TatC
ACNO8S_RS16160,WP_420182285.1,twin-arginine translocase subunit TatC
ACNO8S_RS16165,WP_151102759.1,histidine phosphatase family protein
ACNO8S_RS16170,WP_151102760.1,ATP-dependent sacrificial sulfur transferase LarE
ACNO8S_RS16175,WP_420182286.1,helix-hairpin-helix domain-containing protein
ACNO8S_RS18390,NA,transcription initiation factor IIB family protein
ACNO8S_RS18395,WP_014030637.1,VOC family protein
ACNO8S_RS18400,WP_008313766.1,IS6 family transposase
ACNO8S_RS18405,WP_420183082.1,halocyanin domain-containing protein
ACNO8S_RS18410,NA,helix-turn-helix transcriptional regulator
ACNO8S_RS18415,WP_420183083.1,UPF0175 family protein
ACNO8S_RS18420,NA,twitching motility protein PilT
ACNO8S_RS18425,NA,hypothetical protein
ACNO8S_RS18430,WP_014030579.1,ParA family protein
ACNO8S_RS18435,WP_014030580.1,hypothetical protein
ACNO8S_RS18440,NA,IS6 family transposase
ACNO8S_RS18445,NA,MFS transporter
ACNO8S_RS18450,WP_420183084.1,UvrD-helicase domain-containing protein
ACNO8S_RS18455,WP_420183085.1,PD-(D/E)XK nuclease family protein
ACNO8S_RS18460,WP_050036688.1,divalent-cation tolerance protein CutA
ACNO8S_RS18465,WP_225308227.1,hypothetical protein
ACNO8S_RS18470,NA,hypothetical protein
ACNO8S_RS18475,NA,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
ACNO8S_RS18480,WP_023842880.1,VOC family protein
ACNO8S_RS18485,WP_064288215.1,hypothetical protein
ACNO8S_RS18490,WP_064288214.1,hypothetical protein
ACNO8S_RS18495,WP_129754833.1,hypothetical protein
ACNO8S_RS18500,WP_420183086.1,hypothetical protein
ACNO8S_RS18505,WP_014030594.1,hypothetical protein
ACNO8S_RS18510,WP_146418398.1,hypothetical protein
ACNO8S_RS18515,WP_420183087.1,PadR family transcriptional regulator
ACNO8S_RS18520,WP_420183088.1,hypothetical protein
ACNO8S_RS18525,WP_121578452.1,winged helix-turn-helix domain-containing protein
ACNO8S_RS18530,WP_420183089.1,hypothetical protein
ACNO8S_RS18535,WP_151104294.1,hypothetical protein
ACNO8S_RS18540,WP_420183090.1,three-Cys-motif partner protein TcmP
ACNO8S_RS18545,WP_420183091.1,radical SAM protein
ACNO8S_RS18550,WP_420183092.1,radical SAM protein
ACNO8S_RS18555,WP_050036669.1,hypothetical protein
ACNO8S_RS18560,WP_023842882.1,ArsR/SmtB family transcription factor
ACNO8S_RS18565,WP_050036668.1,hypothetical protein
ACNO8S_RS18570,WP_014030608.1,hypothetical protein
ACNO8S_RS18575,WP_050036667.1,type II toxin-antitoxin system HicB family antitoxin
ACNO8S_RS18580,WP_008313655.1,type II toxin-antitoxin system HicA family toxin
ACNO8S_RS18585,WP_014030611.1,hypothetical protein
ACNO8S_RS18590,WP_014030612.1,hypothetical protein
ACNO8S_RS18595,WP_420183093.1,hypothetical protein
ACNO8S_RS18600,WP_014030614.1,type II toxin-antitoxin system death-on-curing family toxin
ACNO8S_RS18605,WP_004592295.1,hypothetical protein
ACNO8S_RS18610,WP_050007970.1,hypothetical protein
ACNO8S_RS18615,WP_050036662.1,hypothetical protein
ACNO8S_RS18620,WP_420183094.1,hypothetical protein
ACNO8S_RS18625,WP_420183095.1,hypothetical protein
ACNO8S_RS18630,WP_064288956.1,hypothetical protein
ACNO8S_RS18635,WP_014030623.1,S16 family serine protease
ACNO8S_RS18640,WP_023842890.1,hypothetical protein
ACNO8S_RS18645,WP_420183096.1,hypothetical protein
ACNO8S_RS18650,WP_420183097.1,VirB4 family type IV secretion system protein
ACNO8S_RS18655,WP_420183098.1,hypothetical protein
ACNO8S_RS18660,WP_023842893.1,PrgI family protein
ACNO8S_RS18665,WP_050036656.1,hypothetical protein
ACNO8S_RS18670,WP_050036655.1,hypothetical protein
ACNO8S_RS18675,WP_228841613.1,hypothetical protein
ACNO8S_RS18680,WP_228841615.1,copper amine oxidase
ACNO8S_RS18685,WP_420183099.1,hypothetical protein
ACNO8S_RS18690,WP_050036652.1,hypothetical protein
ACNO8S_RS18695,WP_154020781.1,hypothetical protein
ACNO8S_RS18700,NA,SOSS complex subunit B family protein
ACNO8S_RS18705,WP_420183100.1,hypothetical protein
ACNO8S_RS18710,WP_255355532.1,hypothetical protein
ACNO8S_RS18715,WP_420183101.1,DUF7437 domain-containing protein
ACNO8S_RS18720,WP_050036649.1,hypothetical protein
ACNO8S_RS18725,NA,IS5 family transposase
ACNO8S_RS18730,NA,twitching motility protein PilT
ACNO8S_RS18735,NA,UPF0175 family protein
ACNO8S_RS18740,WP_014030575.1,twitching motility protein PilT
ACNO8S_RS18745,WP_014030574.1,UPF0175 family protein
ACNO8S_RS18750,WP_014030573.1,DUF7437 domain-containing protein
ACNO8S_RS18770,NA,cell division control protein Cdc6
ACNO8S_RS18775,NA,IS1595 family transposase
ACNO8S_RS18780,WP_014030570.1,hypothetical protein
ACNO8S_RS18785,WP_008308706.1,ArsR/SmtB family transcription factor
ACNO8S_RS18790,WP_225306838.1,hypothetical protein
ACNO8S_RS18795,NA,FAD:protein FMN transferase
ACNO8S_RS18800,WP_050036494.1,universal stress protein
ACNO8S_RS18805,WP_420183102.1,heavy metal translocating P-type ATPase
ACNO8S_RS18810,WP_151104275.1,Cdc6/Cdc18 family protein
ACNO8S_RS18815,WP_154020777.1,hypothetical protein
ACNO8S_RS18820,WP_420183103.1,hypothetical protein
ACNO8S_RS18825,WP_225308230.1,ABC transporter substrate-binding protein
ACNO8S_RS18830,WP_420183104.1,ABC transporter substrate-binding protein
ACNO8S_RS18835,WP_129754838.1,nickel ABC transporter permease
ACNO8S_RS18840,WP_129754837.1,nickel transporter permease
ACNO8S_RS18845,WP_050036499.1,ABC transporter ATP-binding protein
ACNO8S_RS18850,WP_191907528.1,oligopeptide/dipeptide ABC transporter ATP-binding protein
ACNO8S_RS18855,WP_420183105.1,hypothetical protein
ACNO8S_RS18860,WP_050036502.1,DUF3368 domain-containing protein
ACNO8S_RS18865,WP_050036503.1,UPF0175 family protein
ACNO8S_RS18870,WP_014030986.1,hypothetical protein
ACNO8S_RS18875,WP_014030985.1,hypothetical protein
ACNO8S_RS18880,NA,HAD-IC family P-type ATPase
ACNO8S_RS18885,NA,helix-turn-helix transcriptional regulator
ACNO8S_RS18890,WP_023842947.1,Lrp/AsnC family transcriptional regulator
ACNO8S_RS18895,WP_420183106.1,TrmB family transcriptional regulator
ACNO8S_RS18900,WP_014030981.1,HEAT repeat domain-containing protein
ACNO8S_RS18905,WP_014030980.1,CBS domain-containing protein
ACNO8S_RS18910,WP_014030979.1,pyridoxamine 5'-phosphate oxidase family protein
ACNO8S_RS18915,WP_129756365.1,cation-translocating P-type ATPase
ACNO8S_RS18920,NA,hypothetical protein
ACNO8S_RS18925,NA,hypothetical protein
ACNO8S_RS18930,NA,hypothetical protein
ACNO8S_RS18935,NA,IS6 family transposase
ACNO8S_RS18940,NA,hypothetical protein
ACNO8S_RS18945,WP_050038214.1,sulfite exporter TauE/SafE family protein
ACNO8S_RS18950,WP_014030973.1,heavy metal translocating P-type ATPase
ACNO8S_RS18955,WP_023842943.1,cytochrome d ubiquinol oxidase subunit II
ACNO8S_RS18960,WP_050036509.1,cytochrome ubiquinol oxidase subunit I
ACNO8S_RS18965,NA,IS6 family transposase
ACNO8S_RS18970,WP_151148286.1,phosphoenolpyruvate hydrolase family protein
ACNO8S_RS18975,WP_014030968.1,cupin domain-containing protein
ACNO8S_RS18980,WP_151148288.1,Tm-1-like ATP-binding domain-containing protein
ACNO8S_RS18985,WP_014030966.1,hypothetical protein
ACNO8S_RS18990,WP_050036512.1,hypothetical protein
ACNO8S_RS18995,WP_420183107.1,hypothetical protein
ACNO8S_RS19000,WP_014030963.1,hypothetical protein
ACNO8S_RS19005,WP_420183108.1,DUF3592 domain-containing protein
ACNO8S_RS19010,WP_008308249.1,histidinol-phosphatase HisJ family protein
ACNO8S_RS19015,WP_420183109.1,2-phosphosulfolactate phosphatase
ACNO8S_RS19020,WP_129754733.1,energy-coupling factor transporter transmembrane component T family protein
ACNO8S_RS19025,WP_151148294.1,ABC transporter ATP-binding protein
ACNO8S_RS19030,WP_225306815.1,hypothetical protein
ACNO8S_RS19035,WP_420183110.1,bifunctional metallophosphatase/5'-nucleotidase
ACNO8S_RS19040,WP_151148298.1,acetamidase/formamidase family protein
ACNO8S_RS19045,WP_064287195.1,tubulin/FtsZ family protein
ACNO8S_RS19050,WP_420183127.1,FAD binding domain-containing protein
ACNO8S_RS19055,WP_064287194.1,universal stress protein
ACNO8S_RS19060,WP_151104054.1,molybdopterin-dependent oxidoreductase
ACNO8S_RS19065,WP_064287192.1,4Fe-4S dicluster domain-containing protein
ACNO8S_RS19070,WP_420183111.1,TorD/DmsD family molecular chaperone
ACNO8S_RS19075,WP_014030948.1,ethylbenzene dehydrogenase-related protein
ACNO8S_RS19080,WP_064287189.1,HEAT repeat domain-containing protein
ACNO8S_RS19085,WP_420183112.1,hypothetical protein
ACNO8S_RS19090,WP_420183113.1,P-loop NTPase
ACNO8S_RS19095,WP_420183114.1,hypothetical protein
ACNO8S_RS19100,WP_420183115.1,hypothetical protein
ACNO8S_RS19105,WP_420183116.1,BREX protein BrxB domain-containing protein
ACNO8S_RS19110,WP_420183117.1,hypothetical protein
ACNO8S_RS19115,WP_420183118.1,hypothetical protein
ACNO8S_RS19120,WP_420183119.1,hypothetical protein
ACNO8S_RS19125,WP_420183120.1,BREX-5 system adenine-specific DNA-methyltransferase PglX
ACNO8S_RS19130,WP_050036529.1,hypothetical protein
ACNO8S_RS19135,WP_420183121.1,BREX-5 system phosphatase PglZ
ACNO8S_RS19140,WP_420183122.1,BREX-5 system adenine-specific DNA-methyltransferase PglX
ACNO8S_RS19145,WP_420183123.1,helicase-related protein
ACNO8S_RS19150,WP_050036533.1,phosphonate ABC transporter%2C permease protein PhnE
ACNO8S_RS19155,WP_050036534.1,phosphonate ABC transporter%2C permease protein PhnE
ACNO8S_RS19160,WP_008308314.1,phosphonate ABC transporter ATP-binding protein
ACNO8S_RS19165,WP_191906075.1,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein
ACNO8S_RS19170,WP_014030929.1,MgtC/SapB family protein
ACNO8S_RS19175,WP_050007814.1,HAD-IIA family hydrolase
ACNO8S_RS19180,WP_023842940.1,glycerophosphodiester phosphodiesterase
ACNO8S_RS19185,WP_050007813.1,ABC transporter ATP-binding protein
ACNO8S_RS19190,WP_420183124.1,carbohydrate ABC transporter permease
ACNO8S_RS19195,WP_420183125.1,carbohydrate ABC transporter permease
ACNO8S_RS19200,WP_008308325.1,ABC transporter substrate-binding protein
ACNO8S_RS19205,WP_420183126.1,NADH:flavin oxidoreductase
ACNO8S_RS19210,WP_151148314.1,thiolase C-terminal domain-containing protein
ACNO8S_RS19215,WP_050007977.1,Zn-ribbon domain-containing OB-fold protein
ACNO8S_RS19220,WP_050036536.1,orc1/cdc6 family replication initiation protein
ACNO8S_RS19225,WP_014030918.1,helix-turn-helix domain-containing protein
ACNO8S_RS19230,WP_420183007.1,heavy metal translocating P-type ATPase
ACNO8S_RS19235,WP_420183008.1,MgtC/SapB family protein
ACNO8S_RS19240,WP_420183009.1,ABC1 kinase family protein
ACNO8S_RS19245,WP_014030914.1,hypothetical protein
ACNO8S_RS19250,WP_420183010.1,UbiD family decarboxylase
ACNO8S_RS19255,WP_420183011.1,prenyl carboxy-lyase
ACNO8S_RS19260,WP_064287173.1,acyl-CoA synthetase
ACNO8S_RS19265,WP_050036542.1,acyl-CoA dehydrogenase family protein
ACNO8S_RS19270,WP_050036543.1,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha
ACNO8S_RS19275,WP_014030908.1,acyl-CoA carboxylase subunit beta
ACNO8S_RS19280,WP_420183012.1,MaoC family dehydratase
ACNO8S_RS19285,WP_008308352.1,class I SAM-dependent methyltransferase
ACNO8S_RS19290,WP_420183013.1,HpcH/HpaI aldolase/citrate lyase family protein
ACNO8S_RS19295,WP_050036547.1,amidohydrolase family protein
ACNO8S_RS19300,WP_050036548.1,enoyl-CoA hydratase/isomerase family protein
ACNO8S_RS19305,WP_151104211.1,helix-turn-helix domain-containing protein
ACNO8S_RS19310,WP_146418170.1,1%2C2-phenylacetyl-CoA epoxidase subunit PaaA
ACNO8S_RS19315,NA,PacF protein
ACNO8S_RS19320,NA,PacF protein
ACNO8S_RS19325,WP_050036549.1,1%2C2-phenylacetyl-CoA epoxidase subunit PaaC
ACNO8S_RS19330,WP_151104029.1,1%2C2-phenylacetyl-CoA epoxidase subunit PaaD
ACNO8S_RS19335,WP_004594293.1,1%2C2-phenylacetyl-CoA epoxidase subunit PaaE
ACNO8S_RS19340,WP_420183014.1,aldehyde dehydrogenase family protein
ACNO8S_RS19345,WP_008308373.1,MaoC/PaaZ C-terminal domain-containing protein
ACNO8S_RS19350,WP_014030896.1,hydroxyphenylacetyl-CoA thioesterase PaaI
ACNO8S_RS19355,WP_044952595.1,phenylacetate--CoA ligase PaaK
ACNO8S_RS19360,WP_420183015.1,thiolase domain-containing protein
ACNO8S_RS19365,WP_151104025.1,zinc ribbon domain-containing protein
ACNO8S_RS19370,WP_420183016.1,thiolase family protein
ACNO8S_RS19375,WP_014030891.1,3-hydroxyacyl-CoA dehydrogenase family protein
ACNO8S_RS19380,WP_050036556.1,enoyl-CoA hydratase/isomerase family protein
ACNO8S_RS19385,WP_014030889.1,IclR family transcriptional regulator
ACNO8S_RS19390,WP_050036557.1,EthD domain-containing protein
ACNO8S_RS19395,WP_420183017.1,VOC family protein
ACNO8S_RS19400,WP_420183018.1,penicillin acylase family protein
ACNO8S_RS19405,WP_420183019.1,ABC transporter substrate-binding protein
ACNO8S_RS19410,WP_014030884.1,ABC transporter permease
ACNO8S_RS19415,WP_014030883.1,ABC transporter ATP-binding protein
ACNO8S_RS19420,WP_014030882.1,ABC transporter ATP-binding protein
ACNO8S_RS19425,WP_014030881.1,IclR family transcriptional regulator
ACNO8S_RS19430,WP_420183020.1,ABC transporter ATP-binding protein
ACNO8S_RS19435,WP_050007469.1,aminotransferase class V-fold PLP-dependent enzyme
ACNO8S_RS19440,WP_014030878.1,PIG-L deacetylase family protein
ACNO8S_RS19445,WP_420183021.1,beta-N-acetylhexosaminidase
ACNO8S_RS19450,WP_420183022.1,carbohydrate ABC transporter permease
ACNO8S_RS19455,WP_008308407.1,carbohydrate ABC transporter permease
ACNO8S_RS19460,WP_336358891.1,extracellular solute-binding protein
ACNO8S_RS19465,WP_420183023.1,SIS domain-containing protein
ACNO8S_RS19470,WP_014030872.1,galactonate dehydratase
ACNO8S_RS19475,WP_014030871.1,IclR family transcriptional regulator
ACNO8S_RS19480,WP_420183024.1,glucose 1-dehydrogenase
ACNO8S_RS19485,WP_050036566.1,HD domain-containing protein
ACNO8S_RS19490,WP_023842934.1,EthD family reductase
ACNO8S_RS19495,WP_014030867.1,NAD-dependent succinate-semialdehyde dehydrogenase
ACNO8S_RS19500,WP_191449317.1,NADPH-dependent F420 reductase
ACNO8S_RS19505,WP_420183025.1,AMP-binding protein
ACNO8S_RS19510,WP_014030864.1,PaaI family thioesterase
ACNO8S_RS19515,WP_420183026.1,LLM class flavin-dependent oxidoreductase
ACNO8S_RS19520,WP_420183027.1,M24 family metallopeptidase
ACNO8S_RS19525,WP_050007351.1,NAD-dependent epimerase/dehydratase family protein
ACNO8S_RS19530,WP_129754787.1,thiamine pyrophosphate-binding protein
ACNO8S_RS19535,WP_420183128.1,ABC transporter substrate-binding protein
ACNO8S_RS19540,WP_008308436.1,pyridoxal phosphate-dependent aminotransferase
ACNO8S_RS19545,WP_050036573.1,branched-chain amino acid ABC transporter permease
ACNO8S_RS19550,WP_151148339.1,branched-chain amino acid ABC transporter permease
ACNO8S_RS19555,WP_014030855.1,ABC transporter ATP-binding protein
ACNO8S_RS19560,WP_014030854.1,ABC transporter ATP-binding protein
ACNO8S_RS19565,WP_050036575.1,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
ACNO8S_RS19570,WP_050036576.1,alpha-ketoacid dehydrogenase subunit beta
ACNO8S_RS19575,WP_420183028.1,dihydrolipoamide acetyltransferase family protein
ACNO8S_RS19580,WP_420183029.1,dihydrolipoyl dehydrogenase
ACNO8S_RS19585,WP_044952666.1,DUF7576 family protein
ACNO8S_RS19590,WP_420183030.1,rod-determining factor RdfA
ACNO8S_RS19595,WP_420183031.1,universal stress protein
ACNO8S_RS19600,WP_420183032.1,DUF211 domain-containing protein
ACNO8S_RS19605,WP_420183033.1,VIT1/CCC1 transporter family protein
ACNO8S_RS19610,WP_420183034.1,MauE/DoxX family redox-associated membrane protein
ACNO8S_RS19615,WP_420183035.1,hypothetical protein
ACNO8S_RS19620,WP_191449320.1,DUF7139 domain-containing protein
ACNO8S_RS19625,WP_014030841.1,hypothetical protein
ACNO8S_RS19630,WP_014030840.1,hypothetical protein
ACNO8S_RS19635,WP_064287142.1,hypothetical protein
ACNO8S_RS19640,WP_420183036.1,DUF7093 family protein
ACNO8S_RS19645,WP_191449321.1,hypothetical protein
ACNO8S_RS19650,WP_420183037.1,NAD(P)/FAD-dependent oxidoreductase
ACNO8S_RS19655,WP_146418219.1,ABC transporter substrate-binding protein
ACNO8S_RS19660,WP_420183038.1,IucA/IucC family protein
ACNO8S_RS19665,WP_050036587.1,diaminobutyrate--2-oxoglutarate transaminase family protein
ACNO8S_RS19670,WP_336331118.1,gamma-glutamylputrescine synthetase
ACNO8S_RS19675,WP_420183039.1,IucA/IucC family protein
ACNO8S_RS19680,WP_420183040.1,ABC transporter ATP-binding protein
ACNO8S_RS19685,WP_420183041.1,hypothetical protein
ACNO8S_RS19690,WP_420183042.1,hypothetical protein
ACNO8S_RS19695,WP_151104001.1,ParA family protein
ACNO8S_RS19700,WP_151104000.1,exodeoxyribonuclease VII large subunit
ACNO8S_RS19705,WP_014030824.1,exodeoxyribonuclease VII small subunit
ACNO8S_RS19710,WP_420183043.1,HNH endonuclease
ACNO8S_RS19715,WP_420183044.1,PQQ-binding-like beta-propeller repeat protein
ACNO8S_RS19720,WP_420183045.1,hypothetical protein
ACNO8S_RS19725,WP_064287138.1,hypothetical protein
ACNO8S_RS19730,WP_050036592.1,DUF7475 family protein
ACNO8S_RS19735,WP_129754840.1,GNAT family N-acetyltransferase
ACNO8S_RS19740,WP_023842926.1,hypothetical protein
ACNO8S_RS19745,WP_420183046.1,ArsR/SmtB family transcription factor
ACNO8S_RS19750,WP_420183047.1,hypothetical protein
ACNO8S_RS19755,WP_008308543.1,amphi-Trp domain-containing protein
ACNO8S_RS19760,WP_225308212.1,coenzyme F420-0:L-glutamate ligase
ACNO8S_RS19765,WP_050007337.1,CNNM domain-containing protein
ACNO8S_RS19770,WP_014030810.1,hypothetical protein
ACNO8S_RS19775,WP_420183048.1,IS6 family transposase
ACNO8S_RS19780,WP_420183049.1,Fic family protein
ACNO8S_RS19785,NA,hypothetical protein
ACNO8S_RS19790,WP_151148362.1,transposase
ACNO8S_RS19795,WP_420183050.1,tyrosine-type recombinase/integrase
ACNO8S_RS19800,WP_420183051.1,hypothetical protein
ACNO8S_RS19805,WP_420183052.1,VWA domain-containing protein
ACNO8S_RS19810,WP_050036601.1,hypothetical protein
ACNO8S_RS19815,NA,ISH3 family transposase
ACNO8S_RS19820,WP_228841619.1,IS1595 family transposase
ACNO8S_RS19825,WP_154020780.1,hypothetical protein
ACNO8S_RS19830,NA,ISH3 family transposase
ACNO8S_RS19835,WP_420183053.1,hypothetical protein
ACNO8S_RS19840,WP_336358965.1,hypothetical protein
ACNO8S_RS19845,WP_336358964.1,hypothetical protein
ACNO8S_RS19850,WP_420183054.1,hypothetical protein
ACNO8S_RS19855,WP_420183055.1,hypothetical protein
ACNO8S_RS19860,WP_420183056.1,hypothetical protein
ACNO8S_RS19865,WP_420183057.1,hypothetical protein
ACNO8S_RS19870,WP_420183058.1,PadR family transcriptional regulator
ACNO8S_RS19875,WP_420183059.1,DUF7389 domain-containing protein
ACNO8S_RS19880,WP_420183060.1,N-6 DNA methylase
ACNO8S_RS19885,WP_147439962.1,hypothetical protein
ACNO8S_RS19890,WP_420183061.1,hypothetical protein
ACNO8S_RS19895,WP_151147793.1,hypothetical protein
ACNO8S_RS19900,WP_151147796.1,hypothetical protein
ACNO8S_RS19905,WP_420183062.1,transcription initiation factor IIB
ACNO8S_RS19910,WP_420183063.1,hypothetical protein
ACNO8S_RS19915,WP_420183130.1,hypothetical protein
ACNO8S_RS19920,NA,HNH endonuclease
ACNO8S_RS19925,WP_420183064.1,hypothetical protein
ACNO8S_RS19930,WP_420183065.1,hypothetical protein
ACNO8S_RS19935,WP_170098914.1,hypothetical protein
ACNO8S_RS19940,WP_420183066.1,hypothetical protein
ACNO8S_RS19945,WP_420183067.1,hypothetical protein
ACNO8S_RS19950,WP_191449697.1,hypothetical protein
ACNO8S_RS19955,WP_420183068.1,hypothetical protein
ACNO8S_RS19960,WP_008313421.1,hypothetical protein
ACNO8S_RS19965,WP_239642335.1,hypothetical protein
ACNO8S_RS19970,WP_420183069.1,hypothetical protein
ACNO8S_RS19975,WP_420183070.1,hypothetical protein
ACNO8S_RS19980,WP_420183071.1,response regulator
ACNO8S_RS19985,WP_165896937.1,HalOD1 output domain-containing protein
ACNO8S_RS19990,WP_165896938.1,HalOD1 output domain-containing protein
ACNO8S_RS19995,NA,PAS domain-containing sensor histidine kinase
ACNO8S_RS20000,NA,hypothetical protein
ACNO8S_RS20005,WP_420183072.1,hypothetical protein
ACNO8S_RS20010,WP_367176285.1,hypothetical protein
ACNO8S_RS20015,WP_420183073.1,ArdC-like ssDNA-binding domain-containing protein
