"Pathway","KO","protein_id","gene","product","Description"
"map01200","K19281","WP_420182665.1","ACNO8S_RS06265","L-malyl-CoA/beta-methylmalyl-CoA lyase","Carbon metabolism"
"map01200","K01738","WP_151103051.1","ACNO8S_RS03990","cysteine synthase A","Carbon metabolism"
"map01200","K00174","WP_151146412.1","ACNO8S_RS06390","2-oxoacid:acceptor oxidoreductase subunit alpha","Carbon metabolism"
"map01200","K01895","WP_151103525.1","ACNO8S_RS09160","acyl-CoA synthetase","Carbon metabolism"
"map01200","K00029","WP_151145550.1","ACNO8S_RS11070","NADP-dependent malic enzyme","Carbon metabolism"
"map01200","K01895","WP_420182656.1","ACNO8S_RS06085","AMP-binding protein","Carbon metabolism"
"map01200","K19268","WP_191449366.1","ACNO8S_RS06250","methylaspartate mutase subunit E","Carbon metabolism"
"map01200","K03738","WP_420182007.1","ACNO8S_RS12330","aldehyde ferredoxin oxidoreductase family protein","Carbon metabolism"
"map01200","K00320","WP_420182146.1","ACNO8S_RS14280","5-2C10-methylenetetrahydromethanopterin reductase","Carbon metabolism"
"map01200","K15633","WP_420182443.1","ACNO8S_RS02695","2-2C3-bisphosphoglycerate-independent phosphoglycerate mutase","Carbon metabolism"
"map01200","K01895","WP_050037520.1","ACNO8S_RS01725","acetate--CoA ligase","Carbon metabolism"
"map01200","K00248","WP_050037012.1","ACNO8S_RS12115","acyl-CoA dehydrogenase family protein","Carbon metabolism"
"map01200","K00261","WP_420183001.1","ACNO8S_RS17510","glutamate dehydrogenase GdhB","Carbon metabolism"
"map01200","K00600","WP_129755194.1","ACNO8S_RS07680","serine hydroxymethyltransferase","Carbon metabolism"
"map01200","K11263","WP_050036543.1","ACNO8S_RS19270","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","Carbon metabolism"
"map01200","K00123","WP_420182997.1","ACNO8S_RS17465","formate dehydrogenase subunit alpha","Carbon metabolism"
"map01200","K03738","WP_420182016.1","ACNO8S_RS12445","aldehyde ferredoxin oxidoreductase family protein","Carbon metabolism"
"map01200","K00161","WP_420182312.1","ACNO8S_RS00405","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","Carbon metabolism"
"map01200","K01846","WP_014040435.1","ACNO8S_RS07610","methylaspartate mutase subunit S","Carbon metabolism"
"map01200","K00161","WP_050036575.1","ACNO8S_RS19565","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","Carbon metabolism"
"map01200","K01491","WP_050038114.1","ACNO8S_RS07670","bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","Carbon metabolism"
"map01200","K00627","WP_420183028.1","ACNO8S_RS19575","dihydrolipoamide acetyltransferase family protein","Carbon metabolism"
"map01200","K01625","WP_420182358.1","ACNO8S_RS01265","bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase","Carbon metabolism"
"map01200","K00627","WP_050037403.1","ACNO8S_RS00395","dihydrolipoamide acetyltransferase family protein","Carbon metabolism"
"map01200","K00297","WP_420182937.1","ACNO8S_RS16690","methylenetetrahydrofolate reductase","Carbon metabolism"
"map01200","K03841","WP_004960905.1","ACNO8S_RS08225","class 1 fructose-bisphosphatase","Carbon metabolism"
"map01200","K04835","WP_191449367.1","ACNO8S_RS06255","methylaspartate ammonia-lyase","Carbon metabolism"
"map01200","K00161","WP_014039819.1","ACNO8S_RS04055","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","Carbon metabolism"
"map01200","K01810","WP_420182372.1","ACNO8S_RS01640","glucose-6-phosphate isomerase","Carbon metabolism"
"map01200","K00175","WP_151103327.1","ACNO8S_RS06395","2-oxoacid:ferredoxin oxidoreductase subunit beta","Carbon metabolism"
"map01200","K00873","WP_050038287.1","ACNO8S_RS05835","pyruvate kinase","Carbon metabolism"
"map01200","K00162","WP_050036576.1","ACNO8S_RS19570","alpha-ketoacid dehydrogenase subunit beta","Carbon metabolism"
"map01200","K00248","WP_050038008.1","ACNO8S_RS06650","acyl-CoA dehydrogenase","Carbon metabolism"
"map01200","K00261","WP_050038380.1","ACNO8S_RS17525","Glu/Leu/Phe/Val family dehydrogenase","Carbon metabolism"
"map01200","K00239","WP_151103053.1","ACNO8S_RS04020","L-aspartate oxidase","Carbon metabolism"
"map01200","K01895","WP_064287173.1","ACNO8S_RS19260","acyl-CoA synthetase","Carbon metabolism"
"map01200","K00927","WP_050037149.1","ACNO8S_RS13935","phosphoglycerate kinase","Carbon metabolism"
"map01200","K01803","WP_004515640.1","ACNO8S_RS05090","triose-phosphate isomerase","Carbon metabolism"
"map01200","K00150","WP_420182063.1","ACNO8S_RS13335","type II glyceraldehyde-3-phosphate dehydrogenase","Carbon metabolism"
"map01200","K00124","WP_023843324.1","ACNO8S_RS09120","4Fe-4S dicluster domain-containing protein","Carbon metabolism"
"map01200","K00033","WP_014041329.1","ACNO8S_RS12980","phosphogluconate dehydrogenase (NAD(+)-dependent-2C decarboxylating)","Carbon metabolism"
"map01200","K00948","WP_050037253.1","ACNO8S_RS15200","ribose-phosphate diphosphokinase","Carbon metabolism"
"map01200","K01079","WP_014039045.1","ACNO8S_RS15520","phosphoserine phosphatase SerB","Carbon metabolism"
"map01200","K27802","WP_044952865.1","ACNO8S_RS17215","hypothetical protein","Carbon metabolism"
"map01200","K00261","WP_420182689.1","ACNO8S_RS06680","Glu/Leu/Phe/Val family dehydrogenase","Carbon metabolism"
"map01200","K03841","WP_151103345.1","ACNO8S_RS06660","class 1 fructose-bisphosphatase","Carbon metabolism"
"map01200","K00074","WP_014030891.1","ACNO8S_RS19375","3-hydroxyacyl-CoA dehydrogenase family protein","Carbon metabolism"
"map01200","K00174","WP_014040648.1","ACNO8S_RS08820","2-oxoacid:acceptor oxidoreductase subunit alpha","Carbon metabolism"
"map01200","K01849","WP_004961266.1","ACNO8S_RS07395","cobalamin B12-binding domain-containing protein","Carbon metabolism"
"map01200","K01903","WP_014040054.1","ACNO8S_RS05395","ADP-forming succinate--CoA ligase subunit beta","Carbon metabolism"
"map01200","K01595","WP_050037886.1","ACNO8S_RS05885","phosphoenolpyruvate carboxylase","Carbon metabolism"
"map01200","K00134","WP_008307604.1","ACNO8S_RS13930","type I glyceraldehyde-3-phosphate dehydrogenase","Carbon metabolism"
"map01200","K01689","WP_050006905.1","ACNO8S_RS03700","phosphopyruvate hydratase","Carbon metabolism"
"map01200","K00058","WP_420182011.1","ACNO8S_RS12410","C-terminal binding protein","Carbon metabolism"
"map01200","K00058","WP_420181907.1","ACNO8S_RS11110","C-terminal binding protein","Carbon metabolism"
"map01200","K00123","WP_420182926.1","ACNO8S_RS18265","formate dehydrogenase subunit alpha","Carbon metabolism"
"map01200","K00239","WP_014040516.1","ACNO8S_RS08040","FAD-binding protein","Carbon metabolism"
"map01200","K05606","WP_050007297.1","ACNO8S_RS06030","methylmalonyl-CoA epimerase","Carbon metabolism"
"map01200","K01848","WP_050037945.1","ACNO8S_RS06035","acyl-CoA mutase large subunit family protein","Carbon metabolism"
"map01200","K01938","WP_014031176.1","ACNO8S_RS16755","formate--tetrahydrofolate ligase","Carbon metabolism"
"map01200","K00248","WP_014040344.1","ACNO8S_RS07125","acyl-CoA dehydrogenase family protein","Carbon metabolism"
"map01200","K01807","WP_420182200.1","ACNO8S_RS14925","ribose-5-phosphate isomerase RpiA","Carbon metabolism"
"map01200","K00874","WP_420182636.1","ACNO8S_RS05830","bifunctional 2-dehydro-3-deoxygluconokinase/2-dehydro-3-deoxygalactonokinase","Carbon metabolism"
"map01200","K00248","WP_420182693.1","ACNO8S_RS06700","acyl-CoA dehydrogenase family protein","Carbon metabolism"
"map01200","K01659","WP_014041557.1","ACNO8S_RS14640","citrate synthase","Carbon metabolism"
"map01200","K00248","WP_008313353.1","ACNO8S_RS08795","acyl-CoA dehydrogenase family protein","Carbon metabolism"
"map01200","K00175","WP_008313341.1","ACNO8S_RS08825","thiamine pyrophosphate-dependent enzyme","Carbon metabolism"
"map01200","K05308","WP_014040150.1","ACNO8S_RS05940","mandelate racemase/muconate lactonizing enzyme family protein","Carbon metabolism"
"map01200","K00074","WP_146417271.1","ACNO8S_RS06655","3-hydroxyacyl-CoA dehydrogenase family protein","Carbon metabolism"
"map01200","K11645","WP_004962592.1","ACNO8S_RS04950","class I fructose-bisphosphate aldolase","Carbon metabolism"
"map01200","K00241","WP_420182776.1","ACNO8S_RS08005","succinate dehydrogenase-2C cytochrome b556 subunit","Carbon metabolism"
"map01200","K01738","WP_151103497.1","ACNO8S_RS08665","PLP-dependent cysteine synthase family protein","Carbon metabolism"
"map01200","K00283","WP_420181859.1","ACNO8S_RS09955","aminomethyl-transferring glycine dehydrogenase subunit GcvPB","Carbon metabolism"
"map01200","K01007","WP_014041022.1","ACNO8S_RS11260","phosphoenolpyruvate synthase","Carbon metabolism"
"map01200","K01754","WP_014041555.1","ACNO8S_RS14630","threonine ammonia-lyase","Carbon metabolism"
"map01200","K25026","WP_420182637.1","ACNO8S_RS05840","ROK family protein","Carbon metabolism"
"map01200","K00626","WP_420183015.1","ACNO8S_RS19360","thiolase domain-containing protein","Carbon metabolism"
"map01200","K01491","WP_064288995.1","ACNO8S_RS18310","bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase","Carbon metabolism"
"map01200","K00830","WP_420181997.1","ACNO8S_RS12170","pyridoxal-phosphate-dependent aminotransferase family protein","Carbon metabolism"
"map01200","K01902","WP_014040053.1","ACNO8S_RS05390","succinate--CoA ligase subunit alpha","Carbon metabolism"
"map01200","K00240","WP_129755225.1","ACNO8S_RS08015","succinate dehydrogenase/fumarate reductase iron-sulfur subunit","Carbon metabolism"
"map01200","K00058","WP_420182240.1","ACNO8S_RS15430","phosphoglycerate dehydrogenase","Carbon metabolism"
"map01200","K11529","WP_420182953.1","ACNO8S_RS16905","glycerate kinase type-2 family protein","Carbon metabolism"
"map01200","K01079","WP_146417896.1","ACNO8S_RS18335","HAD family hydrolase","Carbon metabolism"
"map01200","K00626","WP_008309110.1","ACNO8S_RS07375","thiolase domain-containing protein","Carbon metabolism"
"map01200","K00640","WP_420182773.1","ACNO8S_RS07985","serine O-acetyltransferase","Carbon metabolism"
"map01200","K00626","WP_420182461.1","ACNO8S_RS03130","thiolase family protein","Carbon metabolism"
"map01200","K15016","WP_420181990.1","ACNO8S_RS12090","3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein","Carbon metabolism"
"map01200","K01679","WP_014039729.1","ACNO8S_RS03505","class II fumarate hydratase","Carbon metabolism"
"map01200","K01754","WP_050038210.1","ACNO8S_RS08640","threonine ammonia-lyase","Carbon metabolism"
"map01200","K01848","WP_151103504.1","ACNO8S_RS08845","methylmalonyl-CoA mutase family protein","Carbon metabolism"
"map01200","K03738","WP_420181811.1","ACNO8S_RS09055","aldehyde ferredoxin oxidoreductase family protein","Carbon metabolism"
"map01200","K01895","WP_420182379.1","ACNO8S_RS01735","acetate--CoA ligase","Carbon metabolism"
"map01210","K00133","WP_420182583.1","ACNO8S_RS05035","aspartate-semialdehyde dehydrogenase","2-Oxocarboxylic acid metabolism"
"map01210","K01687","WP_064288443.1","ACNO8S_RS04770","dihydroxy-acid dehydratase","2-Oxocarboxylic acid metabolism"
"map01210","K00812","WP_008308436.1","ACNO8S_RS19540","pyridoxal phosphate-dependent aminotransferase","2-Oxocarboxylic acid metabolism"
"map01210","K00382","WP_420183029.1","ACNO8S_RS19580","dihydrolipoyl dehydrogenase","2-Oxocarboxylic acid metabolism"
"map01210","K00053","WP_050037790.1","ACNO8S_RS04905","ketol-acid reductoisomerase","2-Oxocarboxylic acid metabolism"
"map01210","K05831","WP_420182235.1","ACNO8S_RS15355","[LysW]-lysine hydrolase","2-Oxocarboxylic acid metabolism"
"map01210","K27802","WP_014041311.1","ACNO8S_RS12880","aconitate hydratase","2-Oxocarboxylic acid metabolism"
"map01210","K01652","WP_420182574.1","ACNO8S_RS04895","biosynthetic-type acetolactate synthase large subunit","2-Oxocarboxylic acid metabolism"
"map01210","K00812","WP_014039664.1","ACNO8S_RS03120","pyridoxal phosphate-dependent aminotransferase","2-Oxocarboxylic acid metabolism"
"map01210","K01659","WP_014041557.1","ACNO8S_RS14640","citrate synthase","2-Oxocarboxylic acid metabolism"
"map01210","K05829","WP_008307210.1","ACNO8S_RS15370","N-acetyl-gamma-glutamyl-phosphate reductase","2-Oxocarboxylic acid metabolism"
"map01210","K01652","WP_014039805.1","ACNO8S_RS03975","thiamine pyrophosphate-binding protein","2-Oxocarboxylic acid metabolism"
"map01210","K05828","WP_420182237.1","ACNO8S_RS15365","acetylglutamate/acetylaminoadipate kinase","2-Oxocarboxylic acid metabolism"
"map01210","K00161","WP_014039819.1","ACNO8S_RS04055","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","2-Oxocarboxylic acid metabolism"
"map01210","K00812","WP_014040207.1","ACNO8S_RS06270","pyridoxal phosphate-dependent aminotransferase","2-Oxocarboxylic acid metabolism"
"map01210","K00161","WP_050036575.1","ACNO8S_RS19565","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","2-Oxocarboxylic acid metabolism"
"map01210","K00830","WP_420181997.1","ACNO8S_RS12170","pyridoxal-phosphate-dependent aminotransferase family protein","2-Oxocarboxylic acid metabolism"
"map01210","K00826","WP_004964767.1","ACNO8S_RS00940","branched-chain amino acid transaminase","2-Oxocarboxylic acid metabolism"
"map01210","K00174","WP_151146412.1","ACNO8S_RS06390","2-oxoacid:acceptor oxidoreductase subunit alpha","2-Oxocarboxylic acid metabolism"
"map01210","K00382","WP_420182311.1","ACNO8S_RS00385","dihydrolipoyl dehydrogenase","2-Oxocarboxylic acid metabolism"
"map01210","K00031","WP_014039605.1","ACNO8S_RS02770","isocitrate dehydrogenase (NADP(+))","2-Oxocarboxylic acid metabolism"
"map01210","K00161","WP_420182312.1","ACNO8S_RS00405","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","2-Oxocarboxylic acid metabolism"
"map01210","K00836","WP_050036587.1","ACNO8S_RS19665","diaminobutyrate--2-oxoglutarate transaminase family protein","2-Oxocarboxylic acid metabolism"
"map01210","K00175","WP_151103327.1","ACNO8S_RS06395","2-oxoacid:ferredoxin oxidoreductase subunit beta","2-Oxocarboxylic acid metabolism"
"map01210","K01649","WP_014040938.1","ACNO8S_RS10780","(R)-citramalate synthase","2-Oxocarboxylic acid metabolism"
"map01210","K01649","WP_014039970.1","ACNO8S_RS04890","LeuA family protein","2-Oxocarboxylic acid metabolism"
"map01210","K01703","WP_064288455.1","ACNO8S_RS04915","3-isopropylmalate dehydratase large subunit","2-Oxocarboxylic acid metabolism"
"map01210","K01652","WP_129754787.1","ACNO8S_RS19530","thiamine pyrophosphate-binding protein","2-Oxocarboxylic acid metabolism"
"map01210","K01704","WP_014039975.1","ACNO8S_RS04920","3-isopropylmalate dehydratase small subunit","2-Oxocarboxylic acid metabolism"
"map01210","K00162","WP_050036576.1","ACNO8S_RS19570","alpha-ketoacid dehydrogenase subunit beta","2-Oxocarboxylic acid metabolism"
"map01210","K01653","WP_008309974.1","ACNO8S_RS04900","acetolactate synthase small subunit","2-Oxocarboxylic acid metabolism"
"map01210","K00174","WP_014040648.1","ACNO8S_RS08820","2-oxoacid:acceptor oxidoreductase subunit alpha","2-Oxocarboxylic acid metabolism"
"map01210","K01438","WP_129755584.1","ACNO8S_RS12600","M20 family metallopeptidase","2-Oxocarboxylic acid metabolism"
"map01210","K00627","WP_420183028.1","ACNO8S_RS19575","dihydrolipoamide acetyltransferase family protein","2-Oxocarboxylic acid metabolism"
"map01210","K00175","WP_008313341.1","ACNO8S_RS08825","thiamine pyrophosphate-dependent enzyme","2-Oxocarboxylic acid metabolism"
"map01210","K00812","WP_146417132.1","ACNO8S_RS09700","pyridoxal phosphate-dependent aminotransferase","2-Oxocarboxylic acid metabolism"
"map01210","K00928","WP_014041676.1","ACNO8S_RS15315","aspartate kinase","2-Oxocarboxylic acid metabolism"
"map01210","K27802","WP_044952865.1","ACNO8S_RS17215","hypothetical protein","2-Oxocarboxylic acid metabolism"
"map01210","K01649","WP_064288214.1","ACNO8S_RS18490","hypothetical protein","2-Oxocarboxylic acid metabolism"
"map01210","K00627","WP_050037403.1","ACNO8S_RS00395","dihydrolipoamide acetyltransferase family protein","2-Oxocarboxylic acid metabolism"
"map01210","K00826","WP_420182673.1","ACNO8S_RS06355","aminotransferase class IV","2-Oxocarboxylic acid metabolism"
"map01212","K00632","WP_420183016.1","ACNO8S_RS19370","thiolase family protein","Fatty acid metabolism"
"map01212","K01897","WP_420182910.1","ACNO8S_RS17990","bacteriohemerythrin","Fatty acid metabolism"
"map01212","K11263","WP_023843149.1","ACNO8S_RS03390","acetyl-CoA carboxylase biotin carboxylase subunit","Fatty acid metabolism"
"map01212","K00248","WP_014040344.1","ACNO8S_RS07125","acyl-CoA dehydrogenase family protein","Fatty acid metabolism"
"map01212","K00248","WP_050038008.1","ACNO8S_RS06650","acyl-CoA dehydrogenase","Fatty acid metabolism"
"map01212","K00249","WP_420181991.1","ACNO8S_RS12095","acyl-CoA dehydrogenase family protein","Fatty acid metabolism"
"map01212","K00059","WP_014039064.1","ACNO8S_RS15630","SDR family oxidoreductase","Fatty acid metabolism"
"map01212","K00626","WP_420182461.1","ACNO8S_RS03130","thiolase family protein","Fatty acid metabolism"
"map01212","K00059","WP_050038446.1","ACNO8S_RS18345","SDR family NAD(P)-dependent oxidoreductase","Fatty acid metabolism"
"map01212","K00248","WP_050037012.1","ACNO8S_RS12115","acyl-CoA dehydrogenase family protein","Fatty acid metabolism"
"map01212","K01897","WP_129755219.1","ACNO8S_RS07940","AMP-dependent synthetase/ligase","Fatty acid metabolism"
"map01212","K00248","WP_008313353.1","ACNO8S_RS08795","acyl-CoA dehydrogenase family protein","Fatty acid metabolism"
"map01212","K00626","WP_420183015.1","ACNO8S_RS19360","thiolase domain-containing protein","Fatty acid metabolism"
"map01212","K00626","WP_014040363.1","ACNO8S_RS07230","thiolase C-terminal domain-containing protein","Fatty acid metabolism"
"map01212","K00249","WP_050036542.1","ACNO8S_RS19265","acyl-CoA dehydrogenase family protein","Fatty acid metabolism"
"map01212","K00626","WP_151148314.1","ACNO8S_RS19210","thiolase C-terminal domain-containing protein","Fatty acid metabolism"
"map01212","K11263","WP_050036543.1","ACNO8S_RS19270","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","Fatty acid metabolism"
"map01212","K00632","WP_023843054.1","ACNO8S_RS15960","thiolase family protein","Fatty acid metabolism"
"map01212","K00626","WP_008309110.1","ACNO8S_RS07375","thiolase domain-containing protein","Fatty acid metabolism"
"map01212","K00248","WP_420182693.1","ACNO8S_RS06700","acyl-CoA dehydrogenase family protein","Fatty acid metabolism"
"map01212","K00059","WP_420182725.1","ACNO8S_RS07260","beta-ketoacyl-ACP reductase","Fatty acid metabolism"
"map01212","K00059","WP_050037425.1","ACNO8S_RS00630","SDR family oxidoreductase","Fatty acid metabolism"
"map01220","K00001","WP_014039859.1","ACNO8S_RS04250","zinc-dependent alcohol dehydrogenase family protein","Degradation of aromatic compounds"
"map01220","K07104","WP_050038184.1","ACNO8S_RS08340","VOC family protein","Degradation of aromatic compounds"
"map01220","K00001","WP_420181986.1","ACNO8S_RS12070","zinc-dependent alcohol dehydrogenase family protein","Degradation of aromatic compounds"
"map01230","K01953","WP_129755303.1","ACNO8S_RS09260","asparagine synthase C-terminal domain-containing protein","Biosynthesis of amino acids"
"map01230","K01733","WP_420182174.1","ACNO8S_RS14660","pyridoxal-phosphate dependent enzyme","Biosynthesis of amino acids"
"map01230","K00053","WP_050037790.1","ACNO8S_RS04905","ketol-acid reductoisomerase","Biosynthesis of amino acids"
"map01230","K01689","WP_050006905.1","ACNO8S_RS03700","phosphopyruvate hydratase","Biosynthesis of amino acids"
"map01230","K00133","WP_420182583.1","ACNO8S_RS05035","aspartate-semialdehyde dehydrogenase","Biosynthesis of amino acids"
"map01230","K00765","WP_420182279.1","ACNO8S_RS16055","ATP phosphoribosyltransferase","Biosynthesis of amino acids"
"map01230","K01658","WP_420182929.1","ACNO8S_RS18300","anthranilate synthase component II","Biosynthesis of amino acids"
"map01230","K01754","WP_420182941.1","ACNO8S_RS16715","threonine ammonia-lyase","Biosynthesis of amino acids"
"map01230","K01079","WP_146417896.1","ACNO8S_RS18335","HAD family hydrolase","Biosynthesis of amino acids"
"map01230","K02500","WP_129755313.1","ACNO8S_RS09360","imidazole glycerol phosphate synthase subunit HisF","Biosynthesis of amino acids"
"map01230","K01754","WP_050038210.1","ACNO8S_RS08640","threonine ammonia-lyase","Biosynthesis of amino acids"
"map01230","K01649","WP_014040938.1","ACNO8S_RS10780","(R)-citramalate synthase","Biosynthesis of amino acids"
"map01230","K01659","WP_014041557.1","ACNO8S_RS14640","citrate synthase","Biosynthesis of amino acids"
"map01230","K01439","WP_191449099.1","ACNO8S_RS17325","M20 family metallopeptidase","Biosynthesis of amino acids"
"map01230","K04517","WP_420182589.1","ACNO8S_RS05205","prephenate dehydrogenase/arogenate dehydrogenase family protein","Biosynthesis of amino acids"
"map01230","K00058","WP_420182240.1","ACNO8S_RS15430","phosphoglycerate dehydrogenase","Biosynthesis of amino acids"
"map01230","K01609","WP_420181948.1","ACNO8S_RS11650","indole-3-glycerol phosphate synthase","Biosynthesis of amino acids"
"map01230","K05831","WP_420182235.1","ACNO8S_RS15355","[LysW]-lysine hydrolase","Biosynthesis of amino acids"
"map01230","K01695","WP_014041088.1","ACNO8S_RS11640","tryptophan synthase subunit alpha","Biosynthesis of amino acids"
"map01230","K01915","WP_336331118.1","ACNO8S_RS19670","gamma-glutamylputrescine synthetase","Biosynthesis of amino acids"
"map01230","K00549","WP_420182553.1","ACNO8S_RS04550","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase","Biosynthesis of amino acids"
"map01230","K01476","WP_049942903.1","ACNO8S_RS05760","arginase","Biosynthesis of amino acids"
"map01230","K01738","WP_151103051.1","ACNO8S_RS03990","cysteine synthase A","Biosynthesis of amino acids"
"map01230","K02501","WP_008307104.1","ACNO8S_RS15855","imidazole glycerol phosphate synthase subunit HisH","Biosynthesis of amino acids"
"map01230","K00891","WP_420182684.1","ACNO8S_RS06575","shikimate kinase","Biosynthesis of amino acids"
"map01230","K01687","WP_064288443.1","ACNO8S_RS04770","dihydroxy-acid dehydratase","Biosynthesis of amino acids"
"map01230","K01079","WP_014039045.1","ACNO8S_RS15520","phosphoserine phosphatase SerB","Biosynthesis of amino acids"
"map01230","K00812","WP_008308436.1","ACNO8S_RS19540","pyridoxal phosphate-dependent aminotransferase","Biosynthesis of amino acids"
"map01230","K00836","WP_050036587.1","ACNO8S_RS19665","diaminobutyrate--2-oxoglutarate transaminase family protein","Biosynthesis of amino acids"
"map01230","K01657","WP_420181864.1","ACNO8S_RS10055","anthranilate synthase component I","Biosynthesis of amino acids"
"map01230","K00640","WP_420182773.1","ACNO8S_RS07985","serine O-acetyltransferase","Biosynthesis of amino acids"
"map01230","K00031","WP_014039605.1","ACNO8S_RS02770","isocitrate dehydrogenase (NADP(+))","Biosynthesis of amino acids"
"map01230","K01438","WP_129755584.1","ACNO8S_RS12600","M20 family metallopeptidase","Biosynthesis of amino acids"
"map01230","K00058","WP_420182011.1","ACNO8S_RS12410","C-terminal binding protein","Biosynthesis of amino acids"
"map01230","K00812","WP_146417132.1","ACNO8S_RS09700","pyridoxal phosphate-dependent aminotransferase","Biosynthesis of amino acids"
"map01230","K00872","WP_129756039.1","ACNO8S_RS02410","homoserine kinase","Biosynthesis of amino acids"
"map01230","K01755","WP_050037274.1","ACNO8S_RS15385","argininosuccinate lyase","Biosynthesis of amino acids"
"map01230","K16306","WP_420181946.1","ACNO8S_RS11635","2-amino-3-2C7-dideoxy-D-threo-hept-6-ulosonate synthase","Biosynthesis of amino acids"
"map01230","K01738","WP_151103497.1","ACNO8S_RS08665","PLP-dependent cysteine synthase family protein","Biosynthesis of amino acids"
"map01230","K01704","WP_014039975.1","ACNO8S_RS04920","3-isopropylmalate dehydratase small subunit","Biosynthesis of amino acids"
"map01230","K27802","WP_044952865.1","ACNO8S_RS17215","hypothetical protein","Biosynthesis of amino acids"
"map01230","K00826","WP_420182673.1","ACNO8S_RS06355","aminotransferase class IV","Biosynthesis of amino acids"
"map01230","K00549","WP_008310097.1","ACNO8S_RS04545","methionine synthase","Biosynthesis of amino acids"
"map01230","K01733","WP_151104088.1","ACNO8S_RS17955","threonine synthase","Biosynthesis of amino acids"
"map01230","K00812","WP_014040207.1","ACNO8S_RS06270","pyridoxal phosphate-dependent aminotransferase","Biosynthesis of amino acids"
"map01230","K01953","WP_191449581.1","ACNO8S_RS17735","asparagine synthase (glutamine-hydrolyzing)","Biosynthesis of amino acids"
"map01230","K04518","WP_014039223.1","ACNO8S_RS00370","prephenate dehydratase","Biosynthesis of amino acids"
"map01230","K01758","WP_050037154.1","ACNO8S_RS14165","trans-sulfuration enzyme family protein","Biosynthesis of amino acids"
"map01230","K00789","WP_014040623.1","ACNO8S_RS08650","methionine adenosyltransferase","Biosynthesis of amino acids"
"map01230","K01652","WP_014039805.1","ACNO8S_RS03975","thiamine pyrophosphate-binding protein","Biosynthesis of amino acids"
"map01230","K00003","WP_151103877.1","ACNO8S_RS14140","homoserine dehydrogenase","Biosynthesis of amino acids"
"map01230","K01940","WP_420182238.1","ACNO8S_RS15390","argininosuccinate synthase","Biosynthesis of amino acids"
"map01230","K01586","WP_420182532.1","ACNO8S_RS04275","diaminopimelate decarboxylase","Biosynthesis of amino acids"
"map01230","K00766","WP_014039518.1","ACNO8S_RS02190","anthranilate phosphoribosyltransferase","Biosynthesis of amino acids"
"map01230","K00873","WP_050038287.1","ACNO8S_RS05835","pyruvate kinase","Biosynthesis of amino acids"
"map01230","K01496","WP_008307361.1","ACNO8S_RS14705","phosphoribosyl-AMP cyclohydrolase","Biosynthesis of amino acids"
"map01230","K01714","WP_420182537.1","ACNO8S_RS04310","4-hydroxy-tetrahydrodipicolinate synthase","Biosynthesis of amino acids"
"map01230","K01696","WP_420181947.1","ACNO8S_RS11645","tryptophan synthase subunit beta","Biosynthesis of amino acids"
"map01230","K11645","WP_004962592.1","ACNO8S_RS04950","class I fructose-bisphosphate aldolase","Biosynthesis of amino acids"
"map01230","K00641","WP_050007728.1","ACNO8S_RS00910","homoserine O-acetyltransferase MetX","Biosynthesis of amino acids"
"map01230","K00927","WP_050037149.1","ACNO8S_RS13935","phosphoglycerate kinase","Biosynthesis of amino acids"
"map01230","K00265","WP_420182521.1","ACNO8S_RS04145","glutamate synthase large subunit","Biosynthesis of amino acids"
"map01230","K00817","WP_050037811.1","ACNO8S_RS05120","histidinol-phosphate transaminase","Biosynthesis of amino acids"
"map01230","K00826","WP_004964767.1","ACNO8S_RS00940","branched-chain amino acid transaminase","Biosynthesis of amino acids"
"map01230","K00800","WP_420182510.1","ACNO8S_RS03940","3-phosphoshikimate 1-carboxyvinyltransferase","Biosynthesis of amino acids"
"map01230","K01703","WP_064288455.1","ACNO8S_RS04915","3-isopropylmalate dehydratase large subunit","Biosynthesis of amino acids"
"map01230","K01653","WP_008309974.1","ACNO8S_RS04900","acetolactate synthase small subunit","Biosynthesis of amino acids"
"map01230","K01817","WP_151103587.1","ACNO8S_RS10060","phosphoribosylanthranilate isomerase","Biosynthesis of amino acids"
"map01230","K00766","WP_044952246.1","ACNO8S_RS10065","anthranilate phosphoribosyltransferase","Biosynthesis of amino acids"
"map01230","K01807","WP_420182200.1","ACNO8S_RS14925","ribose-5-phosphate isomerase RpiA","Biosynthesis of amino acids"
