Protein_ID,Organism,Original_ID,RBH_Partner_IDs
HA|WP_420182948.1,HA,WP_420182948.1,None
HA|WP_420182949.1,HA,WP_420182949.1,None
HA|WP_420182950.1,HA,WP_420182950.1,None
HA|WP_420182951.1,HA,WP_420182951.1,None
HA|WP_420182952.1,HA,WP_420182952.1,None
HA|WP_420182957.1,HA,WP_420182957.1,None
HA|WP_420182958.1,HA,WP_420182958.1,None
HA|WP_420182961.1,HA,WP_420182961.1,None
HA|WP_420182967.1,HA,WP_420182967.1,None
HA|WP_420182968.1,HA,WP_420182968.1,None
HA|WP_420182971.1,HA,WP_420182971.1,None
HA|WP_420182976.1,HA,WP_420182976.1,None
HA|WP_420182977.1,HA,WP_420182977.1,None
HA|WP_420182978.1,HA,WP_420182978.1,None
HA|WP_420182979.1,HA,WP_420182979.1,None
HA|WP_420182987.1,HA,WP_420182987.1,None
HA|WP_420182994.1,HA,WP_420182994.1,None
HA|WP_420182998.1,HA,WP_420182998.1,None
HA|WP_420183003.1,HA,WP_420183003.1,None
HA|WP_420183004.1,HA,WP_420183004.1,None
HA|WP_420183008.1,HA,WP_420183008.1,None
HA|WP_420183009.1,HA,WP_420183009.1,None
HA|WP_420183010.1,HA,WP_420183010.1,None
HA|WP_420183011.1,HA,WP_420183011.1,None
HA|WP_420183026.1,HA,WP_420183026.1,None
HA|WP_420183027.1,HA,WP_420183027.1,None
HA|WP_420183030.1,HA,WP_420183030.1,None
HA|WP_420183031.1,HA,WP_420183031.1,None
HA|WP_420183033.1,HA,WP_420183033.1,None
HA|WP_420183034.1,HA,WP_420183034.1,None
HA|WP_420183035.1,HA,WP_420183035.1,None
HA|WP_420183036.1,HA,WP_420183036.1,None
HA|WP_420183038.1,HA,WP_420183038.1,None
HA|WP_420183039.1,HA,WP_420183039.1,None
HA|WP_420183041.1,HA,WP_420183041.1,None
HA|WP_420183042.1,HA,WP_420183042.1,None
HA|WP_420183043.1,HA,WP_420183043.1,None
HA|WP_420183044.1,HA,WP_420183044.1,None
HA|WP_420183045.1,HA,WP_420183045.1,None
HA|WP_420183046.1,HA,WP_420183046.1,None
HA|WP_420183047.1,HA,WP_420183047.1,None
HA|WP_420183048.1,HA,WP_420183048.1,None
HA|WP_420183050.1,HA,WP_420183050.1,None
HA|WP_420183051.1,HA,WP_420183051.1,None
HA|WP_420183052.1,HA,WP_420183052.1,None
HA|WP_420183053.1,HA,WP_420183053.1,None
HA|WP_420183054.1,HA,WP_420183054.1,None
HA|WP_420183055.1,HA,WP_420183055.1,None
HA|WP_420183056.1,HA,WP_420183056.1,None
HA|WP_420183057.1,HA,WP_420183057.1,None
HA|WP_420183058.1,HA,WP_420183058.1,None
HA|WP_420183059.1,HA,WP_420183059.1,None
HA|WP_420183060.1,HA,WP_420183060.1,None
HA|WP_420183061.1,HA,WP_420183061.1,None
HA|WP_420183063.1,HA,WP_420183063.1,None
HA|WP_420183064.1,HA,WP_420183064.1,None
HA|WP_420183065.1,HA,WP_420183065.1,None
HA|WP_420183066.1,HA,WP_420183066.1,None
HA|WP_420183067.1,HA,WP_420183067.1,None
HA|WP_420183068.1,HA,WP_420183068.1,None
HA|WP_420183069.1,HA,WP_420183069.1,None
HA|WP_420183070.1,HA,WP_420183070.1,None
HA|WP_420183071.1,HA,WP_420183071.1,None
HA|WP_420183072.1,HA,WP_420183072.1,None
HA|WP_420183073.1,HA,WP_420183073.1,None
HA|WP_420183074.1,HA,WP_420183074.1,None
HA|WP_420183075.1,HA,WP_420183075.1,None
HA|WP_420183076.1,HA,WP_420183076.1,None
HA|WP_420183077.1,HA,WP_420183077.1,None
HA|WP_420183080.1,HA,WP_420183080.1,None
HA|WP_420183081.1,HA,WP_420183081.1,None
HA|WP_420183082.1,HA,WP_420183082.1,None
HA|WP_420183083.1,HA,WP_420183083.1,None
HA|WP_420183085.1,HA,WP_420183085.1,None
HA|WP_420183086.1,HA,WP_420183086.1,None
HA|WP_420183087.1,HA,WP_420183087.1,None
HA|WP_420183088.1,HA,WP_420183088.1,None
HA|WP_420183089.1,HA,WP_420183089.1,None
HA|WP_420183090.1,HA,WP_420183090.1,None
HA|WP_420183091.1,HA,WP_420183091.1,None
HA|WP_420183092.1,HA,WP_420183092.1,None
HA|WP_420183093.1,HA,WP_420183093.1,None
HA|WP_420183094.1,HA,WP_420183094.1,None
HA|WP_420183095.1,HA,WP_420183095.1,None
HA|WP_420183096.1,HA,WP_420183096.1,None
HA|WP_420183097.1,HA,WP_420183097.1,None
HA|WP_420183098.1,HA,WP_420183098.1,None
HA|WP_420183099.1,HA,WP_420183099.1,None
HA|WP_420183100.1,HA,WP_420183100.1,None
HA|WP_420183101.1,HA,WP_420183101.1,None
HA|WP_420183103.1,HA,WP_420183103.1,None
HA|WP_420183105.1,HA,WP_420183105.1,None
HA|WP_420183106.1,HA,WP_420183106.1,None
HA|WP_420183107.1,HA,WP_420183107.1,None
HA|WP_420183108.1,HA,WP_420183108.1,None
HA|WP_420183109.1,HA,WP_420183109.1,None
HA|WP_420183110.1,HA,WP_420183110.1,None
HA|WP_420183111.1,HA,WP_420183111.1,None
HA|WP_420183112.1,HA,WP_420183112.1,None
HA|WP_420183114.1,HA,WP_420183114.1,None
HA|WP_420183115.1,HA,WP_420183115.1,None
HA|WP_420183116.1,HA,WP_420183116.1,None
HA|WP_420183117.1,HA,WP_420183117.1,None
HA|WP_420183118.1,HA,WP_420183118.1,None
HA|WP_420183119.1,HA,WP_420183119.1,None
HA|WP_420183120.1,HA,WP_420183120.1,None
HA|WP_420183121.1,HA,WP_420183121.1,None
HA|WP_420183122.1,HA,WP_420183122.1,None
HA|WP_420183123.1,HA,WP_420183123.1,None
HA|WP_420183126.1,HA,WP_420183126.1,None
HA|WP_420183127.1,HA,WP_420183127.1,None
HA|WP_420183129.1,HA,WP_420183129.1,None
HA|WP_420183130.1,HA,WP_420183130.1,None
