"protein_id","gene","product","KO"
"WP_372480215.1","ACAH01_RS03260","DUF368 domain-containing protein","K08974"
"WP_372480216.1","ACAH01_RS03265","M20 family metallopeptidase","K01438"
"WP_372480217.1","ACAH01_RS03270","response regulator receiver protein","K26978"
"WP_372480221.1","ACAH01_RS03290","M48 family metallopeptidase","K03799"
"WP_372480223.1","ACAH01_RS03300","carboxypeptidase M32","K01299"
"WP_372480224.1","ACAH01_RS03305","methyl-accepting chemotaxis protein","K03406"
"WP_372480225.1","ACAH01_RS03310","molybdopterin-synthase adenylyltransferase MoeB","K21147"
"WP_372480226.1","ACAH01_RS03315","cobalamin-binding protein","K02016"
"WP_372480227.1","ACAH01_RS03325","phytoene/squalene synthase family protein","K02291"
"WP_372480231.1","ACAH01_RS03370","aminomethyltransferase family protein","K00605"
"WP_372480234.1","ACAH01_RS03385","aldo/keto reductase","K05275"
"WP_372480236.1","ACAH01_RS03410","nicotinate phosphoribosyltransferase","K00763"
"WP_372480237.1","ACAH01_RS03415","methyl-accepting chemotaxis protein","K03406"
"WP_372480241.1","ACAH01_RS03435","aminopeptidase","K19689"
"WP_372480243.1","ACAH01_RS03455","CheF family chemotaxis protein","K09156"
"WP_372480244.1","ACAH01_RS03475","chemotaxis protein CheA","K03407"
"WP_372480249.1","ACAH01_RS03570","archaellar assembly protein FlaJ","K07333"
"WP_372480252.1","ACAH01_RS03590","DHH family phosphoesterase","K07097"
"WP_372480257.1","ACAH01_RS03635","dihydroorotase","K01465"
"WP_372480261.1","ACAH01_RS03665","C-terminal binding protein","K00058"
"WP_372480265.1","ACAH01_RS03695","FecCD family ABC transporter permease","K02015"
"WP_372480266.1","ACAH01_RS03705","RIO1 family regulatory kinase/ATPase","K07179"
"WP_372480269.1","ACAH01_RS03725","peptide-methionine (S)-S-oxide reductase MsrA","K07304"
"WP_372480270.1","ACAH01_RS03730","NADH-quinone oxidoreductase subunit D","K13378"
"WP_372480271.1","ACAH01_RS03735","biotin/lipoate A/B protein ligase family protein","K03800"
"WP_372480291.1","ACAH01_RS03870","adenosylcobinamide-phosphate synthase CbiB","K02227"
"WP_372480292.1","ACAH01_RS03875","adenosylcobinamide-GDP ribazoletransferase","K02233"
"WP_372480294.1","ACAH01_RS03895","cob(I)yrinic acid a%2Cc-diamide adenosyltransferase","K19221"
"WP_372480296.1","ACAH01_RS03905","P-loop NTPase","K03609"
"WP_372480309.1","ACAH01_RS03990","SDR family NAD(P)-dependent oxidoreductase","K00059"
"WP_372480310.1","ACAH01_RS03995","galactonate dehydratase","K01684"
"WP_372480312.1","ACAH01_RS04005","galactonate dehydratase","K01684"
"WP_372480316.1","ACAH01_RS04025","ABC transporter substrate-binding protein","K02035"
"WP_372480317.1","ACAH01_RS04040","ABC transporter ATP-binding protein","K02031"
"WP_372480318.1","ACAH01_RS04050","inositol monophosphatase","K01092"
"WP_372480319.1","ACAH01_RS04055","sodium-dependent transporter","K03308"
"WP_372480324.1","ACAH01_RS04080","oligopeptide/dipeptide ABC transporter ATP-binding protein","K02032"
"WP_372480326.1","ACAH01_RS04095","ABC transporter permease","K02033"
"WP_372480329.1","ACAH01_RS04110","methyl-accepting chemotaxis protein","K03406"
"WP_372480330.1","ACAH01_RS04120","IclR family transcriptional regulator","K19333"
"WP_372480334.1","ACAH01_RS04150","AAA family ATPase","K03924"
"WP_372480340.1","ACAH01_RS04185","dTDP-4-dehydrorhamnose reductase","K00067"
"WP_372480341.1","ACAH01_RS04190","L-2-hydroxyglutarate oxidase","K15736"
"WP_372480344.1","ACAH01_RS04210","NAD-dependent epimerase/dehydratase family protein","K01784"
"WP_372480346.1","ACAH01_RS04225","alpha-glucosidase","K01182"
"WP_372480347.1","ACAH01_RS04230","alpha-glucosidase","K01182"
"WP_372480348.1","ACAH01_RS04235","ABC transporter substrate-binding protein","K02035"
"WP_372480349.1","ACAH01_RS04245","ABC transporter permease","K02034"
"WP_372480350.1","ACAH01_RS04250","ABC transporter ATP-binding protein","K02031"
"WP_372480354.1","ACAH01_RS04275","TrmB family transcriptional regulator","K23356"
"WP_372480356.1","ACAH01_RS04285","isochorismate synthase MenF","K02552"
"WP_372480362.1","ACAH01_RS04315","hydantoinase/oxoprolinase family protein","K01473"
"WP_372480363.1","ACAH01_RS04320","hydantoinase B/oxoprolinase family protein","K01474"
"WP_372480367.1","ACAH01_RS04340","hypothetical protein","K00102"
"WP_372480368.1","ACAH01_RS04345","AAA family ATPase","K03924"
"WP_372480369.1","ACAH01_RS04355","DUF2070 family protein","K08979"
"WP_372480370.1","ACAH01_RS04360","GMP synthase subunit A","K01951"
"WP_372480372.1","ACAH01_RS04375","(R)-citramalate synthase","K01649"
"WP_372480374.1","ACAH01_RS04415","tRNA pseudouridine(13) synthase TruD","K06176"
"WP_372480381.1","ACAH01_RS04490","RNA-guided endonuclease InsQ/TnpB family protein","K07496"
"WP_372480382.1","ACAH01_RS04500","sulfide-dependent adenosine diphosphate thiazole synthase","K22699"
"WP_372480383.1","ACAH01_RS04505","AAA family ATPase","K13525"
"WP_372480384.1","ACAH01_RS04510","4-phosphopantoate--beta-alanine ligase","K09722"
"WP_372480385.1","ACAH01_RS04520","pantoate kinase","K06982"
"WP_372480388.1","ACAH01_RS04545","M48 family metallopeptidase","K03799"
"WP_372480394.1","ACAH01_RS04605","S-adenosyl-l-methionine hydroxide adenosyltransferase family protein","K22205"
"WP_372480395.1","ACAH01_RS04610","nicotinamide-nucleotide adenylyltransferase","K00952"
"WP_372480399.1","ACAH01_RS04640","DNA repair protein NreA","K22585"
"WP_372480404.1","ACAH01_RS04685","nascent polypeptide-associated complex protein","K03626"
"WP_372480408.1","ACAH01_RS04710","ABC transporter permease","K23536"
"WP_372480409.1","ACAH01_RS04715","ABC transporter permease","K23535"
"WP_372480410.1","ACAH01_RS04720","ABC transporter ATP-binding protein","K23537"
"WP_372480411.1","ACAH01_RS04725","BMP family ABC transporter substrate-binding protein","K07335"
"WP_372480412.1","ACAH01_RS04730","beta-N-acetylhexosaminidase","K01207"
"WP_372480415.1","ACAH01_RS04760","2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase","K00674"
"WP_372480417.1","ACAH01_RS04770","cytochrome c biogenesis CcdA family protein","K06196"
"WP_372480419.1","ACAH01_RS04780","SCO family protein","K07152"
"WP_372480420.1","ACAH01_RS04785","diaminopimelate decarboxylase","K01586"
"WP_372480422.1","ACAH01_RS04795","phosphoribosyltransferase","K07100"
"WP_372480426.1","ACAH01_RS04825","adenylosuccinate lyase","K01756"
"WP_372480427.1","ACAH01_RS04830","PrsW family intramembrane metalloprotease","K24131"
"WP_372480429.1","ACAH01_RS04840","bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","K00602"
"WP_372480433.1","ACAH01_RS04875","glycosyl hydrolase family 18 protein","K01183"
"WP_372480435.1","ACAH01_RS04900","DEAD/DEAH box helicase","K10843"
"WP_372480445.1","ACAH01_RS04970","glutamate synthase large subunit","K00265"
"WP_372480447.1","ACAH01_RS04985","proline--tRNA ligase","K01881"
"WP_372480450.1","ACAH01_RS05005","beta-CASP ribonuclease aCPSF1","K07041"
"WP_372480451.1","ACAH01_RS05010","amidohydrolase","K12940"
"WP_372480455.1","ACAH01_RS05055","penicillin acylase family protein","K01434"
"WP_372480457.1","ACAH01_RS05075","PP2C family serine/threonine-protein phosphatase","K20074"
"WP_372480459.1","ACAH01_RS05085","CoA ester lyase","K01644"
"WP_372480460.1","ACAH01_RS05090","Glu/Leu/Phe/Val dehydrogenase","K00261"
"WP_372480461.1","ACAH01_RS05100","methyl-accepting chemotaxis protein","K03406"
"WP_372480463.1","ACAH01_RS05125","acyl-CoA dehydrogenase family protein","K00248"
"WP_372480464.1","ACAH01_RS05130","RtcB family protein","K14415"
"WP_372480466.1","ACAH01_RS05145","endonuclease III","K10773"
"WP_372480471.1","ACAH01_RS05200","ATP-NAD kinase","K00858"
"WP_372480472.1","ACAH01_RS05205","digeranylgeranylglycerophospholipid reductase","K17830"
"WP_372480474.1","ACAH01_RS05225","2-oxoacid:acceptor oxidoreductase subunit alpha","K00174"
"WP_372480476.1","ACAH01_RS05270","hydrolase","K01192"
"WP_372480483.1","ACAH01_RS05360","ATPase%2C T2SS/T4P/T4SS family","K07332"
"WP_372480493.1","ACAH01_RS05420","glycosyl transferase family 2","K13693"
"WP_372480494.1","ACAH01_RS05425","aspartate--tRNA(Asn) ligase","K09759"
"WP_372480495.1","ACAH01_RS05450","indole-3-glycerol phosphate synthase","K01609"
"WP_372480496.1","ACAH01_RS05455","tryptophan synthase subunit beta","K01696"
"WP_372480498.1","ACAH01_RS05485","site-specific DNA-methyltransferase","K24451"
"WP_372480499.1","ACAH01_RS05490","methyl-accepting chemotaxis protein","K03406"
"WP_372480511.1","ACAH01_RS05595","DNA topoisomerase I","K03168"
"WP_372480512.1","ACAH01_RS05600","UDP-N-acetyl glucosamine 2-epimerase","K01791"
"WP_372480514.1","ACAH01_RS05610","dihydrofolate reductase","K00287"
"WP_372480515.1","ACAH01_RS05615","thymidylate synthase","K00560"
"WP_372480516.1","ACAH01_RS05620","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB","K02434"
"WP_372480518.1","ACAH01_RS05635","chromosome segregation protein SMC","K03529"
"WP_372480519.1","ACAH01_RS05640","segregation/condensation protein A","K05896"
"WP_372480520.1","ACAH01_RS05645","AEC family transporter","K24180"
"WP_372480523.1","ACAH01_RS05665","tyrosine decarboxylase MfnA","K18933"
"WP_372480524.1","ACAH01_RS05675","methionine--tRNA ligase","K01874"
"WP_372480526.1","ACAH01_RS05710","DNA polymerase/3'-5' exonuclease PolX","K02347"
"WP_372480531.1","ACAH01_RS05735","methylaspartate ammonia-lyase","K04835"
"WP_372480535.1","ACAH01_RS05770","helicase C-terminal domain-containing protein","K10844"
"WP_372480539.1","ACAH01_RS05815","endonuclease V","K05982"
"WP_372480540.1","ACAH01_RS05825","molybdenum cofactor guanylyltransferase","K03752"
"WP_372480541.1","ACAH01_RS05835","pyridoxal phosphate-dependent aminotransferase","K00812"
"WP_372480546.1","ACAH01_RS05870","ABC transporter ATP-binding protein","K01990"
"WP_372480547.1","ACAH01_RS05900","D-aminoacyl-tRNA deacylase","K09716"
"WP_372480548.1","ACAH01_RS05910","shikimate dehydrogenase","K00014"
"WP_372480549.1","ACAH01_RS05920","aminodeoxychorismate synthase%2C component I","K01657"
"WP_372480550.1","ACAH01_RS05930","aminotransferase class IV","K00826"
"WP_372480553.1","ACAH01_RS05960","PKD domain-containing protein","K01183"
"WP_372480554.1","ACAH01_RS05965","glycosyl hydrolase family 18 protein","K01183"
"WP_372480555.1","ACAH01_RS05970","glycosyl hydrolase family 18 protein","K01183"
"WP_372480557.1","ACAH01_RS05985","Fe-S cluster assembly protein SufB","K09014"
"WP_372480562.1","ACAH01_RS06020","class 1 fructose-bisphosphatase","K03841"
"WP_372480563.1","ACAH01_RS06035","acyl-CoA dehydrogenase","K00248"
"WP_372480565.1","ACAH01_RS06065","proteasome-activating nucleotidase","K03420"
"WP_372480566.1","ACAH01_RS06080","DNA double-strand break repair protein Mre11","K03547"
"WP_372480567.1","ACAH01_RS06085","DNA double-strand break repair ATPase Rad50","K03546"
"WP_372480570.1","ACAH01_RS06105","DNA polymerase domain-containing protein","K02319"
"WP_372480571.1","ACAH01_RS06115","serine hydroxymethyltransferase","K00600"
"WP_372480575.1","ACAH01_RS06135","methylmalonyl-CoA mutase","K01848"
"WP_372480579.1","ACAH01_RS06165","pyridoxal-phosphate dependent enzyme","K01733"
"WP_372480580.1","ACAH01_RS06185","translation initiation factor IF-2 subunit alpha","K03237"
"WP_372480590.1","ACAH01_RS06265","Na(+)/H(+) antiporter subunit D","K05568"
"WP_372480592.1","ACAH01_RS06275","monovalent cation/H+ antiporter subunit D family protein","K05568"
"WP_372480593.1","ACAH01_RS06305","monovalent cation/H+ antiporter subunit E","K05569"
"WP_372480594.1","ACAH01_RS06310","bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC","K13038"
"WP_372480598.1","ACAH01_RS06335","M48 family metalloprotease","K03799"
"WP_372480602.1","ACAH01_RS06365","molecular chaperone DnaJ","K03686"
"WP_372480604.1","ACAH01_RS06375","aldo/keto reductase","K06222"
"WP_372480608.1","ACAH01_RS06405","DUF790 family protein","K09744"
"WP_372480612.1","ACAH01_RS06440","diphthine--ammonia ligase","K06927"
"WP_372480614.1","ACAH01_RS06450","metallophosphoesterase","K06953"
"WP_372480615.1","ACAH01_RS06460","pyridoxal phosphate-dependent aminotransferase","K00812"
"WP_372480620.1","ACAH01_RS06495","redox-regulated ATPase YchF","K06942"
"WP_372480622.1","ACAH01_RS06515","beta-ketoacyl synthase N-terminal-like domain-containing protein","K00626"
"WP_372480623.1","ACAH01_RS06535","methylmalonyl Co-A mutase-associated GTPase MeaB","K07588"
"WP_372480624.1","ACAH01_RS06550","ABC transporter permease","K01992"
"WP_372480625.1","ACAH01_RS06555","ABC transporter ATP-binding protein","K01990"
"WP_372480628.1","ACAH01_RS06575","heme o synthase","K02257"
"WP_372480631.1","ACAH01_RS06605","vitamin B12 ABC transporter permease BtuC","K25133"
"WP_372480632.1","ACAH01_RS06610","PGF-CTERM-anchored ABC transporter substrate-binding protein","K25034"
"WP_372480638.1","ACAH01_RS06670","flap endonuclease-1","K04799"
"WP_372480641.1","ACAH01_RS06685","class II fumarate hydratase","K01679"
"WP_372480644.1","ACAH01_RS06720","dihydropteroate synthase","K00796"
"WP_372480645.1","ACAH01_RS06725","6-hydroxymethylpterin diphosphokinase MptE-like protein","K07142"
"WP_372480647.1","ACAH01_RS06735","SDR family NAD(P)-dependent oxidoreductase","K00059"
"WP_372480648.1","ACAH01_RS06740","type III ribulose-bisphosphate carboxylase","K01601"
"WP_372480650.1","ACAH01_RS06750","carbohydrate kinase family protein","K26208"
"WP_372480654.1","ACAH01_RS06770","ribose 1%2C5-bisphosphate isomerase","K08963"
"WP_372480656.1","ACAH01_RS06780","NAD(P)-dependent oxidoreductase","K18121"
"WP_372480663.1","ACAH01_RS06825","oligosaccharyl transferase%2C archaeosortase A system-associated","K21306"
"WP_372480667.1","ACAH01_RS06855","phosphoribosylformylglycinamidine cyclo-ligase","K01933"
"WP_372480670.1","ACAH01_RS06910","arginase","K01476"
"WP_372480672.1","ACAH01_RS06920","DNA gyrase subunit A","K02469"
"WP_372480673.1","ACAH01_RS06930","methyl-accepting chemotaxis protein","K03406"
"WP_372480674.1","ACAH01_RS06935","DNA topoisomerase VI subunit B","K03167"
"WP_372480679.1","ACAH01_RS06970","ATP-dependent DNA ligase LigA","K10747"
"WP_372480680.1","ACAH01_RS06975","type II secretion system F family protein","K07333"
"WP_372480682.1","ACAH01_RS06995","NAD-dependent protein deacylase","K12410"
"WP_372480686.1","ACAH01_RS07040","ABC transporter permease","K01992"
"WP_372480687.1","ACAH01_RS07045","aldo/keto reductase","K23107"
"WP_372480689.1","ACAH01_RS07055","YqjF family protein","K09166"
"WP_372480691.1","ACAH01_RS07065","ABC transporter ATP-binding protein","K01990"
"WP_372480695.1","ACAH01_RS07085","DJ-1/PfpI family protein","K05520"
"WP_372480696.1","ACAH01_RS07110","heavy metal translocating P-type ATPase","K17686"
"WP_372480701.1","ACAH01_RS07155","redoxin domain-containing protein","K24129"
"WP_372480703.1","ACAH01_RS07165","methyl-accepting chemotaxis protein","K03406"
"WP_372480704.1","ACAH01_RS07180","3-hydroxyacyl-CoA dehydrogenase family protein","K00074"
"WP_372480706.1","ACAH01_RS07215","16S ribosomal RNA methyltransferase A","K02528"
"WP_372480707.1","ACAH01_RS07220","HemK2/MTQ2 family protein methyltransferase","K02493"
"WP_372480709.1","ACAH01_RS07230","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase","K00549"
"WP_372480711.1","ACAH01_RS07260","PfkB family carbohydrate kinase","K27475"
"WP_372480712.1","ACAH01_RS07265","1-phosphofructokinase","K00882"
"WP_372480714.1","ACAH01_RS07285","3-isopropylmalate dehydratase small subunit","K01704"
"WP_372480715.1","ACAH01_RS07290","3-isopropylmalate dehydratase large subunit","K01703"
"WP_372480716.1","ACAH01_RS07310","biosynthetic-type acetolactate synthase large subunit","K01652"
"WP_372480719.1","ACAH01_RS07350","M24 family metallopeptidase","K01262"
"WP_372480720.1","ACAH01_RS07355","3-phosphoshikimate 1-carboxyvinyltransferase","K00800"
"WP_372480721.1","ACAH01_RS07360","chorismate synthase","K01736"
"WP_372480722.1","ACAH01_RS07365","uracil-DNA glycosylase family protein","K21929"
"WP_372480724.1","ACAH01_RS07380","lactonase family protein","K07404"
"WP_372480730.1","ACAH01_RS07475","tRNA(Met) cytidine acetyltransferase TmcA","K06957"
"WP_372480733.1","ACAH01_RS07500","FAD-dependent monooxygenase","K00313"
"WP_372480734.1","ACAH01_RS07505","electron transfer flavoprotein subunit alpha/FixB family protein","K03522"
"WP_372480735.1","ACAH01_RS07510","electron transfer flavoprotein subunit beta/FixA family protein","K03521"
"WP_372480737.1","ACAH01_RS07530","glutamate--tRNA ligase","K01885"
"WP_372480738.1","ACAH01_RS07535","geranylfarnesyl diphosphate synthase","K13787"
"WP_372480739.1","ACAH01_RS07540","RNase J family beta-CASP ribonuclease","K12574"
"WP_372480741.1","ACAH01_RS07550","isopentenyl phosphate kinase","K06981"
"WP_372480742.1","ACAH01_RS07555","mevalonate kinase","K00869"
"WP_372480744.1","ACAH01_RS07580","phosphopyruvate hydratase","K01689"
"WP_372480745.1","ACAH01_RS07615","DNA-directed RNA polymerase subunit D","K03047"
"WP_372480748.1","ACAH01_RS07685","2-phospho-L-lactate transferase","K11212"
"WP_372480751.1","ACAH01_RS07710","biotin--[acetyl-CoA-carboxylase] ligase","K03524"
"WP_372480752.1","ACAH01_RS07715","acetyl-CoA carboxylase biotin carboxylase subunit","K11263"
"WP_372480753.1","ACAH01_RS07720","ABC transporter substrate-binding protein","K17315"
"WP_372480754.1","ACAH01_RS07730","FAD-dependent oxidoreductase","K00111"
"WP_372480756.1","ACAH01_RS07740","sodium-dependent transporter","K03308"
"WP_372480757.1","ACAH01_RS07750","HD domain-containing protein","K09163"
"WP_372480760.1","ACAH01_RS07780","aspartate-semialdehyde dehydrogenase","K00133"
"WP_372480765.1","ACAH01_RS07820","bacteriohemerythrin","K01897"
"WP_372480766.1","ACAH01_RS07835","histidinol dehydrogenase","K00013"
"WP_372480768.1","ACAH01_RS07845","HesB/IscA family protein","K13628"
"WP_372480774.1","ACAH01_RS07905","P-loop NTPase","K03593"
"WP_372480779.1","ACAH01_RS07935","molybdopterin-dependent oxidoreductase","K00370"
"WP_372480782.1","ACAH01_RS07950","ubiquinol-cytochrome c reductase iron-sulfur subunit","K03890"
"WP_372480783.1","ACAH01_RS07970","translation initiation factor eIF-2B","K03680"
"WP_372480784.1","ACAH01_RS02605","DUF192 domain-containing protein","K09005"
"WP_372480787.1","ACAH01_RS03060","HpcH/HpaI aldolase/citrate lyase family protein","K02510"
"WP_372480790.1","ACAH01_RS04595","thermosome subunit alpha","K22447"
"WP_372480791.1","ACAH01_RS04885","dihydropteroate synthase","K00796"
"WP_372480795.1","ACAH01_RS05905","sodium:calcium antiporter","K07301"
"WP_372480797.1","ACAH01_RS07120","cryptochrome/photolyase family protein","K06876"
"WP_372480801.1","ACAH01_RS07885","methyl-accepting chemotaxis protein","K03406"
"WP_372480803.1","ACAH01_RS08845","DNA adenine methylase","K06223"
"WP_372480804.1","ACAH01_RS09055","CDC48 family AAA ATPase","K13525"
"WP_372480806.1","ACAH01_RS11100","ABC transporter ATP-binding protein","K02052"
"WP_372480808.1","ACAH01_RS12955","NAD-binding protein","K10716"
"WP_372480812.1","ACAH01_RS14850","ABC transporter permease","K02034"
"WP_372480815.1","ACAH01_RS00290","methyltransferase domain-containing protein","K07446"
"WP_372480818.1","ACAH01_RS01305","phosphoglucosamine mutase","K15778"
"WP_372480819.1","ACAH01_RS01550","pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha","K00161"
"WP_372480821.1","ACAH01_RS16325","PP2C family serine/threonine-protein phosphatase","K20074"
"WP_372480822.1","ACAH01_RS16335","GTP 3'%2C8-cyclase MoaA","K03639"
"WP_372480824.1","ACAH01_RS16350","molybdopterin-dependent oxidoreductase","K07306"
"WP_372480825.1","ACAH01_RS16355","sulfate reduction electron transfer complex DsrMKJOP subunit DsrO","K00184"
"WP_372480826.1","ACAH01_RS16360","NrfD/PsrC family molybdoenzyme membrane anchor subunit","K00185"
"WP_372480827.1","ACAH01_RS16365","molecular chaperone","K23349"
"WP_372480830.1","ACAH01_RS16400","anion permease","K03306"
"WP_372480833.1","ACAH01_RS16415","AAA family ATPase","K04748"
"WP_372480834.1","ACAH01_RS16420","PQQ-binding-like beta-propeller repeat protein","K12132"
"WP_372480835.1","ACAH01_RS16425","protein kinase","K12132"
"WP_372480837.1","ACAH01_RS16435","orc1/cdc6 family replication initiation protein","K10725"
"WP_372480839.1","ACAH01_RS16450","threonine/serine dehydratase","K01754"
"WP_372480843.1","ACAH01_RS16475","superoxide dismutase","K04564"
"WP_372480844.1","ACAH01_RS16480","heavy metal translocating P-type ATPase","K01534"
"WP_372480846.1","ACAH01_RS16490","Fe-S cluster assembly protein SufB","K09014"
"WP_372480847.1","ACAH01_RS16500","ABC transporter substrate-binding protein","K02016"
"WP_372480848.1","ACAH01_RS16505","FecCD family ABC transporter permease","K02015"
"WP_372480849.1","ACAH01_RS16510","ABC transporter ATP-binding protein","K23188"
"WP_372480851.1","ACAH01_RS16540","polysaccharide lyase family 8 super-sandwich domain-containing protein","K01727"
"WP_372480852.1","ACAH01_RS16545","glycoside hydrolase family 2 TIM barrel-domain containing protein","K12111"
"WP_372480854.1","ACAH01_RS16565","ABC transporter substrate-binding protein","K02027"
"WP_372480855.1","ACAH01_RS16570","glycoside hydrolase family 88 protein","K18581"
"WP_372480858.1","ACAH01_RS16585","glycerate kinase","K11529"
"WP_372480861.1","ACAH01_RS16610","aldo/keto reductase","K06222"
"WP_372480867.1","ACAH01_RS16655","phytoene/squalene synthase family protein","K00801"
"WP_372480870.1","ACAH01_RS16675","ABC transporter permease","K02053"
"WP_372480871.1","ACAH01_RS16685","glutamate-5-semialdehyde dehydrogenase","K00147"
"WP_372480872.1","ACAH01_RS16695","pyrroline-5-carboxylate reductase","K00286"
"WP_372480874.1","ACAH01_RS16710","aminotransferase class V-fold PLP-dependent enzyme","K11717"
"WP_372480876.1","ACAH01_RS16725","NAD(P)/FAD-dependent oxidoreductase","K17218"
"WP_372480877.1","ACAH01_RS16740","sulfite exporter TauE/SafE family protein","K07090"
"WP_372480878.1","ACAH01_RS15850","anion permease","K03306"
"WP_372480879.1","ACAH01_RS15860","YeeE/YedE family protein","K07112"
"WP_372480882.1","ACAH01_RS15880","bacterio-opsin activator domain-containing protein","K06930"
"WP_372480884.1","ACAH01_RS15910","sulfite exporter TauE/SafE family protein","K09792"
"WP_372480885.1","ACAH01_RS15915","heavy metal translocating P-type ATPase","K17686"
"WP_372480886.1","ACAH01_RS15930","b(o/a)3-type cytochrome-c oxidase subunit 1","K02274"
"WP_372480888.1","ACAH01_RS15945","FAD-binding domain-containing protein","K01669"
"WP_372480896.1","ACAH01_RS16000","diaminobutyrate--2-oxoglutarate transaminase","K00836"
"WP_372480897.1","ACAH01_RS16005","aspartate aminotransferase family protein","K13745"
"WP_372480899.1","ACAH01_RS16020","lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein","K27501"
"WP_372480900.1","ACAH01_RS16025","gamma-glutamylputrescine synthetase","K01915"
"WP_372480919.1","ACAH01_RS16120","DUF4112 domain-containing protein","K08711"
"WP_372480924.1","ACAH01_RS16145","sugar phosphate isomerase/epimerase family protein","K03335"
"WP_372480929.1","ACAH01_RS16175","ATP-binding cassette domain-containing protein","K01990"
"WP_372480931.1","ACAH01_RS16185","ABC transporter substrate-binding protein","K02016"
"WP_372480932.1","ACAH01_RS16195","metal ABC transporter ATP-binding protein","K09817"
"WP_372480933.1","ACAH01_RS16200","metal ABC transporter substrate-binding protein","K09815"
"WP_372480934.1","ACAH01_RS16205","ABC transporter substrate-binding protein","K02016"
"WP_372480937.1","ACAH01_RS16220","UvrD-helicase domain-containing protein","K16898"
"WP_372480943.1","ACAH01_RS16255","serine/threonine protein kinase","K12132"
"WP_372480947.1","ACAH01_RS16280","protein kinase","K12132"
"WP_372480949.1","ACAH01_RS16295","protein kinase","K12132"
"WP_372480950.1","ACAH01_RS16300","HEAT repeat domain-containing protein","K12132"
"WP_372480951.1","ACAH01_RS16305","protein kinase","K12132"
"WP_372480953.1","ACAH01_RS15855","YeeE/YedE family protein","K07112"
"WP_372480955.1","ACAH01_RS16395","ferredoxin Fer","K02639"
