locus_tag,protein_id,product
ACAH01_RS12565,WP_153552602.1,universal stress protein
ACAH01_RS12570,WP_372479416.1,universal stress protein
ACAH01_RS12575,WP_372479417.1,ATP-binding protein
ACAH01_RS12580,WP_153552599.1,hypothetical protein
ACAH01_RS12585,WP_372479419.1,prolyl oligopeptidase family serine peptidase
ACAH01_RS12590,WP_372479420.1,methyl-accepting chemotaxis protein
ACAH01_RS12595,WP_372479421.1,DNA double-strand break repair nuclease NurA
ACAH01_RS12600,WP_170093716.1,hypothetical protein
ACAH01_RS12605,WP_170093715.1,Glu-tRNA(Gln) amidotransferase subunit GatD
ACAH01_RS12610,WP_372479423.1,GNAT family N-acetyltransferase
ACAH01_RS12615,WP_170093713.1,ubiquitin-like small modifier protein 1
ACAH01_RS12620,WP_372479424.1,pyridoxal 5'-phosphate synthase lyase subunit PdxS
ACAH01_RS12625,WP_372479425.1,thiol-disulfide oxidoreductase DCC family protein
ACAH01_RS12630,WP_372479426.1,mechanosensitive ion channel family protein
ACAH01_RS12635,WP_372479427.1,hypothetical protein
ACAH01_RS12640,WP_170093709.1,hypothetical protein
ACAH01_RS12645,WP_170093708.1,homoserine kinase
ACAH01_RS12650,WP_372479428.1,histidine kinase N-terminal 7TM domain-containing protein
ACAH01_RS12655,WP_372479429.1,NAD(P)/FAD-dependent oxidoreductase
ACAH01_RS12660,WP_153552585.1,DUF6149 family protein
ACAH01_RS12665,WP_372479430.1,NAD(P)/FAD-dependent oxidoreductase
ACAH01_RS12670,WP_372479431.1,RNA-guided endonuclease InsQ/TnpB family protein
ACAH01_RS12675,WP_255594979.1,hypothetical protein
ACAH01_RS12680,WP_372479432.1,hypothetical protein
ACAH01_RS12685,WP_153552582.1,hypothetical protein
ACAH01_RS12690,WP_372479433.1,hypothetical protein
ACAH01_RS12695,WP_153552581.1,DUF5815 family protein
ACAH01_RS12700,WP_018257712.1,hypothetical protein
ACAH01_RS12705,WP_372479434.1,carbamoyl-phosphate synthase large subunit
ACAH01_RS12710,WP_372479435.1,hypothetical protein
ACAH01_RS12715,WP_153552578.1,glutamine--fructose-6-phosphate transaminase (isomerizing)
ACAH01_RS12720,WP_372479436.1,sugar phosphate nucleotidyltransferase
ACAH01_RS12725,WP_170093699.1,CheF family chemotaxis protein
ACAH01_RS12730,WP_372479437.1,CheF family chemotaxis protein
ACAH01_RS12735,WP_372479438.1,undecaprenyl-diphosphate phosphatase
ACAH01_RS12740,WP_170093696.1,sulfatase
ACAH01_RS12745,WP_372479440.1,GtrA family protein
ACAH01_RS12750,WP_372479441.1,tRNA pseudouridine(54/55) synthase Pus10
ACAH01_RS12755,WP_170093693.1,helix-turn-helix domain-containing protein
ACAH01_RS12760,WP_372479442.1,RND family transporter
ACAH01_RS12765,WP_279634293.1,hypothetical protein
ACAH01_RS12770,WP_372479443.1,ring-cleaving dioxygenase
ACAH01_RS12775,WP_372479444.1,NADH:flavin oxidoreductase/NADH oxidase
ACAH01_RS12780,WP_170093689.1,MFS transporter
ACAH01_RS12785,WP_170093688.1,hypothetical protein
ACAH01_RS12790,WP_372479445.1,hypothetical protein
ACAH01_RS12795,WP_372479446.1,hypothetical protein
ACAH01_RS12800,WP_170095344.1,zinc ribbon domain-containing protein
ACAH01_RS12805,WP_170093685.1,Lrp/AsnC family transcriptional regulator
ACAH01_RS12810,WP_372479447.1,bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase
ACAH01_RS12815,WP_372479448.1,glutamyl-tRNA reductase
ACAH01_RS12820,WP_153552562.1,4a-hydroxytetrahydrobiopterin dehydratase
ACAH01_RS12825,WP_372479449.1,hypothetical protein
ACAH01_RS12830,WP_372479450.1,LWR-salt protein
ACAH01_RS12835,WP_372479451.1,HAD family hydrolase
ACAH01_RS12840,WP_372479452.1,molybdopterin-binding protein
ACAH01_RS12845,WP_153552557.1,Hsp20/alpha crystallin family protein
ACAH01_RS12850,WP_372479453.1,ABC1 kinase family protein
ACAH01_RS12855,WP_153552555.1,DoxX family protein
ACAH01_RS12860,WP_372479454.1,hypothetical protein
ACAH01_RS12865,WP_015762562.1,translation initiation factor IF-5A
ACAH01_RS12870,WP_372479455.1,agmatinase family protein
ACAH01_RS12875,WP_208628710.1,TrkA family potassium uptake protein
ACAH01_RS12880,WP_170093673.1,Lrp/AsnC family transcriptional regulator
ACAH01_RS12885,WP_372479456.1,DUF5813 family protein
ACAH01_RS12890,WP_372479457.1,hypothetical protein
ACAH01_RS12900,WP_372479458.1,IS5 family transposase
ACAH01_RS12905,WP_372479460.1,RNA-guided endonuclease InsQ/TnpB family protein
ACAH01_RS12910,WP_372479461.1,ABC transporter substrate-binding protein
ACAH01_RS12915,WP_170093669.1,ABC transporter permease
ACAH01_RS12920,WP_170093668.1,ABC transporter permease
ACAH01_RS12925,WP_372479462.1,ABC transporter ATP-binding protein
ACAH01_RS12930,WP_372479463.1,ABC transporter ATP-binding protein
ACAH01_RS12935,WP_170093665.1,ferredoxin
ACAH01_RS12940,WP_170093664.1,MFS transporter
ACAH01_RS12945,WP_372479464.1,peptidylprolyl isomerase
ACAH01_RS12950,WP_372479465.1,isoprenylcysteine carboxylmethyltransferase family protein
ACAH01_RS12955,WP_372480808.1,NAD-binding protein
ACAH01_RS12960,WP_372479466.1,class I SAM-dependent methyltransferase
ACAH01_RS12965,WP_170093659.1,hypothetical protein
ACAH01_RS12970,WP_208628717.1,alpha/beta fold hydrolase
ACAH01_RS12975,WP_372479468.1,anthranilate phosphoribosyltransferase
ACAH01_RS12980,WP_372479469.1,Lrp/AsnC family transcriptional regulator
ACAH01_RS12985,WP_153552637.1,HalX domain-containing protein
ACAH01_RS12990,WP_208628721.1,GTP cyclohydrolase MptA
ACAH01_RS12995,WP_170093654.1,TrmB family transcriptional regulator
ACAH01_RS13000,WP_372479470.1,DUF255 domain-containing protein
ACAH01_RS13005,WP_372479471.1,FxsA family protein
ACAH01_RS13015,WP_240936952.1,hypothetical protein
ACAH01_RS13020,WP_170093651.1,ribbon-helix-helix domain-containing protein
ACAH01_RS13025,WP_170093650.1,type II toxin-antitoxin system RelE/ParE family toxin
ACAH01_RS13030,WP_372479473.1,hypothetical protein
ACAH01_RS13035,WP_372479474.1,hypothetical protein
ACAH01_RS13040,WP_372479475.1,hypothetical protein
ACAH01_RS13045,WP_372479477.1,histidine kinase N-terminal 7TM domain-containing protein
ACAH01_RS13050,WP_372479479.1,hypothetical protein
ACAH01_RS13055,WP_372479480.1,hypothetical protein
ACAH01_RS13060,WP_372479481.1,isopentenyl-diphosphate Delta-isomerase
ACAH01_RS13065,WP_372479482.1,mechanosensitive ion channel family protein
ACAH01_RS13070,WP_018257790.1,Lrp/AsnC family transcriptional regulator
ACAH01_RS13075,WP_372479483.1,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
ACAH01_RS13080,WP_372479484.1,flippase activity-associated protein Agl23
ACAH01_RS13085,WP_015762511.1,DUF5778 family protein
ACAH01_RS13090,WP_015762510.1,cold-shock protein
ACAH01_RS13095,WP_015762509.1,cold-shock protein
ACAH01_RS13100,WP_170093641.1,polyprenyl diphosphate synthase
ACAH01_RS13105,WP_170093640.1,undecaprenyl diphosphate synthase family protein
ACAH01_RS13110,WP_372479485.1,TIGR00297 family protein
ACAH01_RS13115,WP_372479486.1,GNAT family N-acetyltransferase
ACAH01_RS13120,WP_372479487.1,DNA primase DnaG
ACAH01_RS13125,WP_372479489.1,sugar phosphate isomerase/epimerase family protein
ACAH01_RS13130,WP_372479490.1,DUF3311 domain-containing protein
ACAH01_RS13135,WP_372479491.1,sodium:solute symporter
ACAH01_RS13140,WP_372479492.1,DUF2892 domain-containing protein
ACAH01_RS13145,WP_208628861.1,type IV pilin
ACAH01_RS13150,WP_372479493.1,cytochrome P450
ACAH01_RS13155,WP_170093630.1,helix-turn-helix domain-containing protein
ACAH01_RS13160,WP_372479494.1,DUF6293 family protein
ACAH01_RS13165,WP_372479495.1,M48 family metalloprotease
ACAH01_RS13170,WP_372479496.1,valine--tRNA ligase
ACAH01_RS13175,WP_372479497.1,hypothetical protein
ACAH01_RS13180,WP_372479498.1,helix-turn-helix transcriptional regulator
ACAH01_RS13185,WP_372479499.1,DMT family transporter
ACAH01_RS13190,WP_372479500.1,DUF1405 domain-containing protein
ACAH01_RS13195,WP_372479501.1,TrkA C-terminal domain-containing protein
ACAH01_RS13200,WP_208628852.1,potassium channel family protein
ACAH01_RS13205,WP_170093622.1,NAD-binding protein
ACAH01_RS13210,WP_372479502.1,HPP family protein
ACAH01_RS13215,WP_372479503.1,nucleoside phosphorylase
ACAH01_RS13220,WP_170093619.1,hypothetical protein
ACAH01_RS13225,WP_372479504.1,DUF63 family protein
ACAH01_RS13230,WP_372479505.1,deoxyribose-phosphate aldolase
ACAH01_RS13235,WP_170093617.1,glucose 1-dehydrogenase
ACAH01_RS13240,WP_015762482.1,hypothetical protein
ACAH01_RS13245,WP_153552681.1,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase
ACAH01_RS13250,WP_372479506.1,YIP1 family protein
ACAH01_RS13255,WP_372479507.1,ABC transporter permease
ACAH01_RS13260,WP_153552684.1,ABC transporter ATP-binding protein
ACAH01_RS13265,WP_372479508.1,hypothetical protein
ACAH01_RS13270,WP_170093614.1,winged helix-turn-helix domain-containing protein
ACAH01_RS13275,WP_153552687.1,hypothetical protein
ACAH01_RS13280,WP_153552688.1,hypothetical protein
ACAH01_RS13285,WP_170093613.1,cation diffusion facilitator family transporter
ACAH01_RS13290,WP_372479509.1,ATP-binding protein
ACAH01_RS13295,WP_372479510.1,HIT domain-containing protein
ACAH01_RS13300,WP_153552692.1,hypothetical protein
ACAH01_RS13305,WP_372479511.1,type II methionyl aminopeptidase
ACAH01_RS13310,WP_153552694.1,hypothetical protein
ACAH01_RS13315,WP_170093608.1,isoaspartyl peptidase/L-asparaginase
ACAH01_RS13320,WP_372479513.1,hypothetical protein
ACAH01_RS13325,WP_170093607.1,NADP-dependent isocitrate dehydrogenase
ACAH01_RS13330,WP_372479514.1,family 20 glycosylhydrolase
ACAH01_RS13335,WP_170093605.1,cupin domain-containing protein
ACAH01_RS13340,WP_372479515.1,lysostaphin resistance A-like protein
ACAH01_RS13345,WP_372479516.1,DUF5817 domain-containing protein
ACAH01_RS13350,WP_372479517.1,hypothetical protein
ACAH01_RS13355,WP_372479518.1,PQQ-binding-like beta-propeller repeat protein
ACAH01_RS13360,WP_372479520.1,hydroxymethylglutaryl-CoA reductase (NADPH)
ACAH01_RS13365,WP_372479521.1,hypothetical protein
ACAH01_RS13370,WP_170093599.1,quinolinate synthase NadA
ACAH01_RS13375,WP_372479522.1,L-aspartate oxidase
ACAH01_RS13380,WP_372479523.1,carboxylating nicotinate-nucleotide diphosphorylase
ACAH01_RS13385,WP_372479524.1,hypothetical protein
ACAH01_RS13390,WP_372479525.1,carbohydrate-binding protein
ACAH01_RS13395,WP_372479526.1,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase
ACAH01_RS13400,WP_372479528.1,dihydrofolate reductase
ACAH01_RS13405,WP_372479530.1,NAD-dependent epimerase/dehydratase family protein
ACAH01_RS13410,WP_372479531.1,VanZ family protein
ACAH01_RS13415,WP_170093590.1,aldo/keto reductase
ACAH01_RS13420,WP_372479532.1,DUF4330 family protein
ACAH01_RS13425,WP_372479533.1,STT3 domain-containing protein
ACAH01_RS13430,WP_372479534.1,hypothetical protein
ACAH01_RS13435,WP_372479535.1,class I SAM-dependent methyltransferase
ACAH01_RS13440,WP_372479536.1,lipopolysaccharide biosynthesis protein
ACAH01_RS13445,WP_372479537.1,glycosyltransferase family 2 protein
ACAH01_RS13450,WP_372479538.1,glycosyltransferase family 4 protein
ACAH01_RS13455,WP_372479539.1,sulfatase-like hydrolase/transferase
ACAH01_RS13460,WP_372479540.1,O-antigen ligase family protein
ACAH01_RS13465,WP_372479541.1,glycosyltransferase
ACAH01_RS13470,WP_372479542.1,asparagine synthase (glutamine-hydrolyzing)
ACAH01_RS13475,WP_372479543.1,glycosyltransferase family 4 protein
ACAH01_RS13480,WP_372480809.1,sugar transferase
ACAH01_RS13485,WP_372479544.1,IS5 family transposase
ACAH01_RS13490,WP_206039139.1,ABC transporter permease subunit
ACAH01_RS13495,WP_153552828.1,ABC transporter ATP-binding protein
ACAH01_RS13505,WP_372479545.1,type II toxin-antitoxin system VapC family toxin
ACAH01_RS13510,WP_153552795.1,antitoxin VapB family protein
ACAH01_RS13515,WP_372479546.1,alpha/beta hydrolase
ACAH01_RS13520,WP_372479547.1,VOC family protein
ACAH01_RS13525,WP_372479548.1,tRNA (pseudouridine(54)-N(1))-methyltransferase TrmY
ACAH01_RS13530,WP_372479549.1,PQQ-binding-like beta-propeller repeat protein
ACAH01_RS13535,WP_372479550.1,hypothetical protein
ACAH01_RS13540,WP_372479551.1,NUDIX hydrolase
ACAH01_RS13545,WP_206039138.1,hypothetical protein
ACAH01_RS13550,WP_153552834.1,hypothetical protein
ACAH01_RS13555,WP_153552835.1,hypothetical protein
ACAH01_RS13560,WP_372479552.1,L-aspartate oxidase
ACAH01_RS13565,WP_372479553.1,hypothetical protein
ACAH01_RS13570,WP_372479554.1,hypothetical protein
ACAH01_RS13575,WP_153552839.1,hypothetical protein
ACAH01_RS13580,WP_170093565.1,type II toxin-antitoxin system VapC family toxin
ACAH01_RS13585,WP_372479555.1,tRNA guanosine(15) transglycosylase TgtA
ACAH01_RS13590,WP_372479556.1,archaeosine synthase subunit alpha
ACAH01_RS13595,WP_170093562.1,SDR family oxidoreductase
ACAH01_RS13600,WP_170093561.1,UTP--glucose-1-phosphate uridylyltransferase AglF
ACAH01_RS13605,WP_372479557.1,UDP-glucose 6-dehydrogenase AglM
ACAH01_RS13610,WP_372479559.1,VanZ family protein
ACAH01_RS13615,WP_208628412.1,archaeosine biosynthesis radical SAM protein RaSEA
ACAH01_RS13620,WP_372479560.1,DUF4013 domain-containing protein
ACAH01_RS13625,WP_372479561.1,RNA-guided endonuclease InsQ/TnpB family protein
ACAH01_RS13630,WP_372479562.1,DUF4013 domain-containing protein
ACAH01_RS13635,WP_208628411.1,phosphoribosylformylglycinamidine synthase I
ACAH01_RS13640,WP_170093556.1,phosphoribosylformylglycinamidine synthase subunit PurS
ACAH01_RS13645,WP_372479563.1,hypothetical protein
ACAH01_RS13650,WP_372479564.1,hypothetical protein
ACAH01_RS13655,WP_372479565.1,PKD domain-containing protein
ACAH01_RS13660,WP_170093552.1,formyltetrahydrofolate deformylase
ACAH01_RS13665,WP_372479566.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase
ACAH01_RS13670,WP_170093550.1,sodium:calcium antiporter
ACAH01_RS13675,WP_372479567.1,7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH
ACAH01_RS13680,WP_372479568.1,cytochrome P450
ACAH01_RS13685,WP_372479570.1,helix-turn-helix domain-containing protein
ACAH01_RS13690,WP_208628401.1,7%2C8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofG
ACAH01_RS13695,WP_372479571.1,2-phospho-L-lactate guanylyltransferase
ACAH01_RS13700,WP_372479572.1,hypothetical protein
ACAH01_RS13705,WP_170093543.1,tubulin/FtsZ family protein
ACAH01_RS13710,WP_372479573.1,dTMP kinase
ACAH01_RS13715,WP_372479574.1,complex I NDUFA9 subunit family protein
ACAH01_RS13720,WP_208628396.1,hypothetical protein
ACAH01_RS13725,WP_170093539.1,Lrp/AsnC family transcriptional regulator
ACAH01_RS13730,WP_372479575.1,TOBE domain-containing protein
ACAH01_RS13735,WP_372479576.1,extracellular solute-binding protein
ACAH01_RS13740,WP_170093536.1,ABC transporter permease
ACAH01_RS13745,WP_372479577.1,ABC transporter ATP-binding protein
ACAH01_RS13750,WP_153552527.1,hypothetical protein
ACAH01_RS13755,WP_372479578.1,zinc-binding dehydrogenase
ACAH01_RS13760,WP_170092366.1,hypothetical protein
ACAH01_RS13765,WP_372479579.1,molybdenum cofactor biosynthesis protein B
ACAH01_RS13770,WP_372479580.1,MBL fold metallo-hydrolase
ACAH01_RS13775,WP_170093531.1,hypothetical protein
ACAH01_RS13780,WP_170093530.1,hypothetical protein
ACAH01_RS13785,WP_372479581.1,CTP synthetase
ACAH01_RS13790,WP_372479582.1,glutamine-hydrolyzing GMP synthase
ACAH01_RS13795,WP_170093527.1,glutamine hydrolyzing CTP synthase
ACAH01_RS13800,WP_372479583.1,alpha/beta hydrolase
ACAH01_RS13805,WP_170093525.1,PspA/IM30 family protein
ACAH01_RS13810,WP_372479584.1,hypothetical protein
ACAH01_RS13815,WP_372479585.1,threonine--tRNA ligase
ACAH01_RS13820,WP_372479586.1,universal stress protein
ACAH01_RS13825,WP_372479587.1,RICIN domain-containing protein
ACAH01_RS13830,WP_372479588.1,DUF5305 domain-containing protein
ACAH01_RS13835,WP_372479589.1,hypothetical protein
ACAH01_RS13840,WP_372479590.1,CARDB domain-containing protein
ACAH01_RS13845,WP_372479591.1,hypothetical protein
ACAH01_RS13850,NA,IS6 family transposase
ACAH01_RS13855,WP_208628373.1,signal peptidase I
ACAH01_RS13860,WP_372479592.1,ABC transporter ATP-binding protein
ACAH01_RS13865,WP_372479593.1,ABC transporter permease
ACAH01_RS13870,WP_170093514.1,hypothetical protein
ACAH01_RS13875,WP_372479594.1,gamma carbonic anhydrase family protein
ACAH01_RS13880,WP_372479595.1,hypothetical protein
ACAH01_RS13885,WP_372479596.1,dipeptide epimerase
ACAH01_RS13890,WP_372479597.1,DUF1611 domain-containing protein
ACAH01_RS13895,WP_372479598.1,Vms1/Ankzf1 family peptidyl-tRNA hydrolase
ACAH01_RS13900,WP_170093509.1,DUF5802 family protein
ACAH01_RS13905,WP_372479599.1,hypothetical protein
ACAH01_RS13910,WP_153552501.1,metalloregulator ArsR/SmtB family transcription factor
ACAH01_RS13915,WP_170093507.1,hypothetical protein
ACAH01_RS13920,NA,zinc ribbon domain-containing protein
ACAH01_RS13925,WP_372479600.1,lytic polysaccharide monooxygenase
ACAH01_RS13930,WP_372479601.1,BatA and WFA domain-containing protein
ACAH01_RS13935,WP_372479602.1,VWA domain-containing protein
ACAH01_RS13940,WP_372479603.1,chromosome partitioning protein
ACAH01_RS13945,WP_372479604.1,hypothetical protein
ACAH01_RS13950,WP_208628355.1,MoxR family ATPase
ACAH01_RS13955,WP_372479606.1,DUF58 domain-containing protein
ACAH01_RS13960,WP_372479607.1,hypothetical protein
ACAH01_RS13965,WP_170093502.1,bisanhydrobacterioruberin hydratase
ACAH01_RS13970,WP_372479608.1,prenyltransferase
ACAH01_RS13975,WP_372479609.1,phytoene desaturase family protein
ACAH01_RS13980,WP_372479610.1,ZIP family metal transporter
ACAH01_RS13985,WP_372479611.1,YkgJ family cysteine cluster protein
ACAH01_RS13990,WP_372479612.1,histidine kinase N-terminal 7TM domain-containing protein
ACAH01_RS13995,WP_372479613.1,transcription factor S
ACAH01_RS14000,WP_372479614.1,hypothetical protein
ACAH01_RS14005,WP_372479615.1,hypothetical protein
ACAH01_RS14010,WP_170093491.1,NRAMP family divalent metal transporter
ACAH01_RS14015,WP_277347270.1,hypothetical protein
ACAH01_RS14020,WP_372479616.1,sodium:proline symporter
ACAH01_RS14025,WP_372479617.1,TenA family protein
ACAH01_RS14030,WP_372479618.1,thiaminase II
ACAH01_RS14035,WP_170093487.1,thiamine-phosphate synthase family protein
ACAH01_RS14040,WP_153552486.1,hypothetical protein
ACAH01_RS14045,WP_372479619.1,ribbon-helix-helix protein%2C CopG family
ACAH01_RS14050,WP_170093484.1,HTR-like protein
ACAH01_RS14055,WP_170093483.1,beta-ribofuranosylaminobenzene 5'-phosphate synthase family protein
ACAH01_RS14060,WP_372479620.1,dihydroxy-acid dehydratase
ACAH01_RS14065,WP_170093481.1,hypothetical protein
ACAH01_RS14070,WP_170093480.1,VOC family protein
ACAH01_RS14075,WP_170093479.1,hypothetical protein
ACAH01_RS14080,WP_372479621.1,hypothetical protein
ACAH01_RS14085,WP_170093477.1,universal stress protein
ACAH01_RS14090,WP_372479622.1,TIGR00300 family protein
ACAH01_RS14095,WP_372479623.1,hypothetical protein
ACAH01_RS14100,WP_018257160.1,hypothetical protein
ACAH01_RS14105,WP_170093474.1,SOS response-associated peptidase
ACAH01_RS14110,WP_018257158.1,hypothetical protein
ACAH01_RS14115,WP_153552473.1,cysteine synthase A
ACAH01_RS14120,WP_153552472.1,bacterio-opsin activator domain-containing protein
ACAH01_RS14125,WP_372479624.1,HalOD1 output domain-containing protein
ACAH01_RS14130,WP_372479625.1,redox-regulated ATPase YchF
ACAH01_RS14135,WP_372479626.1,N-acetyltransferase family protein
ACAH01_RS14140,WP_372479627.1,hypothetical protein
ACAH01_RS14145,WP_170093469.1,uridine kinase
ACAH01_RS14150,WP_372479628.1,deoxyhypusine synthase
ACAH01_RS14155,WP_372479629.1,succinic semialdehyde dehydrogenase
ACAH01_RS14160,WP_153552463.1,SDR family oxidoreductase
ACAH01_RS14165,WP_015762293.1,cold-shock protein
ACAH01_RS14170,WP_372479630.1,DUF4397 domain-containing protein
ACAH01_RS14175,WP_170093463.1,translation initiation factor IF-2 subunit beta
ACAH01_RS14180,WP_372479631.1,ribonuclease HII
ACAH01_RS14185,WP_372479632.1,preprotein translocase subunit SecD
ACAH01_RS14190,WP_170093460.1,protein translocase subunit SecF
ACAH01_RS14195,WP_170093459.1,DUF5812 family protein
ACAH01_RS14200,WP_170093458.1,hypothetical protein
ACAH01_RS14205,WP_372479633.1,glucose-6-phosphate isomerase
ACAH01_RS14210,WP_170093456.1,type II CAAX prenyl endopeptidase Rce1 family protein
ACAH01_RS14215,WP_018257138.1,CopG family transcriptional regulator
ACAH01_RS14220,WP_208628308.1,NOB1 family endonuclease
ACAH01_RS14225,WP_153552452.1,PRC-barrel domain-containing protein
ACAH01_RS14230,WP_372479634.1,plastocyanin/azurin family copper-binding protein
ACAH01_RS14235,WP_372479635.1,translation initiation factor IF-2
ACAH01_RS14240,WP_015762278.1,hypothetical protein
ACAH01_RS14245,WP_015762277.1,DUF5811 family protein
ACAH01_RS14250,WP_153552440.1,pyruvoyl-dependent arginine decarboxylase
ACAH01_RS14255,WP_372479636.1,universal stress protein
ACAH01_RS14260,WP_372479637.1,proteasome-activating nucleotidase
ACAH01_RS14265,WP_372479638.1,oligoendopeptidase F
ACAH01_RS14270,WP_372479639.1,tRNA pseudouridine(38-40) synthase TruA
ACAH01_RS14275,WP_170093448.1,GNAT family N-acetyltransferase
ACAH01_RS14280,WP_372479640.1,SHOCT domain-containing protein
ACAH01_RS14285,WP_153552433.1,SHOCT domain-containing protein
ACAH01_RS14290,WP_372479642.1,histidine--tRNA ligase
ACAH01_RS14295,WP_372479643.1,alpha hydrolase
ACAH01_RS14300,WP_153552430.1,DNA-binding protein
ACAH01_RS14305,WP_372479644.1,30S ribosomal protein S19e
ACAH01_RS14310,WP_372479645.1,YbhN family protein
ACAH01_RS14315,WP_372479646.1,thiamine-phosphate kinase
ACAH01_RS14320,WP_153552426.1,site-2 protease family protein
ACAH01_RS14325,WP_153552425.1,hypothetical protein
ACAH01_RS14330,WP_372479647.1,UMP kinase
ACAH01_RS14335,WP_372479648.1,lysine--tRNA ligase
ACAH01_RS14340,WP_372479649.1,site-2 protease family protein
ACAH01_RS14345,WP_372479650.1,arginine--tRNA ligase
ACAH01_RS14350,WP_372479651.1,MinD/ParA family protein
ACAH01_RS14355,WP_372479652.1,peptide chain release factor aRF-1
ACAH01_RS14360,WP_208628290.1,DUF6276 family protein
ACAH01_RS14365,WP_372479653.1,V-type ATP synthase subunit D
ACAH01_RS14370,WP_372479654.1,Brp/Blh family beta-carotene 15%2C15'-dioxygenase
ACAH01_RS14375,WP_372479655.1,lycopene cyclase domain-containing protein
ACAH01_RS14380,WP_372480810.1,bacteriorhodopsin
ACAH01_RS14385,WP_153552413.1,V-type ATP synthase subunit B
ACAH01_RS14390,WP_372479656.1,ATP synthase subunit A
ACAH01_RS14395,WP_153552411.1,V-type ATP synthase subunit F
ACAH01_RS14400,WP_170093432.1,V-type ATP synthase subunit C
ACAH01_RS14405,WP_153552409.1,V-type ATP synthase subunit E
ACAH01_RS14410,WP_015762244.1,hypothetical protein
ACAH01_RS14415,WP_170093431.1,V-type ATP synthase subunit I
ACAH01_RS14420,WP_372479657.1,ATP synthase archaeal subunit H
ACAH01_RS14425,WP_170093429.1,methyltransferase domain-containing protein
ACAH01_RS14430,WP_372479658.1,type IV pilin
ACAH01_RS14435,WP_372479659.1,hypothetical protein
ACAH01_RS14440,WP_372479660.1,hypothetical protein
ACAH01_RS14445,WP_372479661.1,electron transfer flavoprotein subunit beta/FixA family protein
ACAH01_RS14450,WP_372479662.1,electron transfer flavoprotein subunit alpha/FixB family protein
ACAH01_RS14455,WP_170093423.1,polyprenyl synthetase family protein
ACAH01_RS14460,WP_372479663.1,YccF domain-containing protein
ACAH01_RS14465,WP_170093421.1,AAA family ATPase
ACAH01_RS14470,WP_170093420.1,RNA-binding domain-containing protein
ACAH01_RS14475,WP_372479664.1,HAD family hydrolase
ACAH01_RS14480,WP_372479666.1,molybdopterin-dependent oxidoreductase
ACAH01_RS14485,WP_372479667.1,lamin tail domain-containing protein
ACAH01_RS14490,WP_372479668.1,hypothetical protein
ACAH01_RS14495,WP_372479669.1,nucleoside recognition protein
ACAH01_RS14500,WP_170093414.1,magnesium transporter
ACAH01_RS14505,WP_372479670.1,magnesium transporter
ACAH01_RS14510,WP_372479672.1,DUF4212 domain-containing protein
ACAH01_RS14515,WP_170093412.1,cation acetate symporter
ACAH01_RS14520,WP_372479673.1,universal stress protein
ACAH01_RS14525,WP_153552387.1,hypothetical protein
ACAH01_RS14530,WP_372479674.1,isoprenylcysteine carboxylmethyltransferase family protein
ACAH01_RS14535,WP_372479675.1,signal recognition particle protein Srp54
ACAH01_RS14540,WP_372479676.1,hypothetical protein
ACAH01_RS14545,WP_153552382.1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
ACAH01_RS14550,WP_153552381.1,type II toxin-antitoxin system VapC family toxin
ACAH01_RS14555,WP_372479677.1,cupin domain-containing protein
ACAH01_RS14560,WP_372479678.1,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
ACAH01_RS14565,WP_170093404.1,signal recognition particle-docking protein FtsY
ACAH01_RS14570,WP_170093403.1,prefoldin subunit alpha
ACAH01_RS14575,WP_170093402.1,50S ribosomal protein L18Ae
ACAH01_RS14580,WP_372479679.1,translation initiation factor IF-6
ACAH01_RS14585,WP_153552375.1,50S ribosomal protein L31e
ACAH01_RS14590,WP_015762202.1,50S ribosomal protein L39e
ACAH01_RS14595,WP_206039132.1,hypothetical protein
ACAH01_RS14600,WP_170093400.1,ZIP family metal transporter
ACAH01_RS14605,WP_170093399.1,hypothetical protein
ACAH01_RS14610,WP_170093398.1,RNA 2'%2C3'-cyclic phosphodiesterase
ACAH01_RS14615,WP_170093397.1,hypothetical protein
ACAH01_RS14620,WP_153552369.1,tetratricopeptide repeat protein
ACAH01_RS14625,WP_015762209.1,DUF424 domain-containing protein
ACAH01_RS14630,WP_170093396.1,aminotransferase class V-fold PLP-dependent enzyme
ACAH01_RS14635,WP_372479680.1,hypothetical protein
ACAH01_RS14640,WP_372479681.1,DUF502 domain-containing protein
ACAH01_RS14645,WP_372479682.1,hypothetical protein
ACAH01_RS14650,WP_372479683.1,DUF5783 family protein
ACAH01_RS14655,WP_170093392.1,hypothetical protein
ACAH01_RS14660,WP_170093391.1,glycosyltransferase family 4 protein
ACAH01_RS14665,WP_372479684.1,aldo/keto reductase
ACAH01_RS14670,WP_240936945.1,CDP-alcohol phosphatidyltransferase family protein
